單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
玄		j	aan	4		j	an	22	
懸		j	aan	4		j	an	22	
鉛		j	aan	4		j	an	22	
沿		j	aan	4		j	an	22	
緣		j	aan	4		j	an	22	
圓		j	aan	4		j	an	22	
元		j	aan	4		j	an	22	
原		j	aan	4		j	an	22	
源		j	aan	4		j	an	22	
袁		j	aan	4		j	an	22	
園		j	aan	4		j	an	22	
猿		j	aan	4		j	an	22	
轅		j	aan	4		j	an	22	
丸		j	aan	4		j	an	22	
完		j	aan	4		j	an	22	
弦		j	aan	4		j	an	22	
絃		j	aan	4		j	an	22	
賢		j	aan	4		j	an	22	
妍		j	aan	4		j	an	22	
研		j	aan	4		j	an	22	
然		j	aan	4		j	an	22	
燃		j	aan	4		j	an	22	
延		j	aan	4		j	an	22	
蜒		j	aan	4		j	an	22	蜿蜒
筵		j	aan	4		j	an	22	
焉		j	aan	4		j	an	22	心不在焉
員		j	aan	4		j	an	22	
言		j	aan	4		j	an	22	
阮		j	aan	5		j	an	21	杜阮，地名
炫		j	aan	5		j	an	21	
縣		j	aan	6		j	an	32	
眩		j	aan	6		j	an	32	
願		j	aan	6		j	an	32	
遠		j	aan	6		j	an	32	遠小人
見		j	aan	6		j	an	32	發見
現		j	aan	6		j	an	32	
硯		j	aan	6		j	an	32	
彥		j	aan	6		j	an	32	
諺		j	aan	6		j	an	32	
頁		j	aap	8		j	ap	32	
業		j	aap	8		j	ap	32	
葉		j	aap	8		j	ap	32	
靨		j	aap	7B		j	ap	23	
醃		j	aap	7B		j	ap	23	
穴		j	aat	8		j	at	32	
月		j	aat	8		j	at	32	
曰		j	aat	8		j	at	32	
越		j	aat	8		j	at	32	
粵		j	aat	8		j	at	32	
說		j	aat	8		j	at	32	
悅		j	aat	8		j	at	32	
閱		j	aat	8		j	at	32	
熱		j	aat	8		j	at	32	
乙		j	aat	8		j	at	32	
月		j	aat	9		j	at	21	
咽		j	aat	7B		j	at	23	哽咽
噎		j	aat	7B		j	at	23	
邀		j	aau	1		j	au	23	
腰		j	aau	1		j	au	23	
要		j	aau	1		j	au	23	
夭		j	aau	1		j	au	23	
遨		j	aau	1		j	au	23	
么		j	aau	1		j	au	23	
吆		j	aau	1		j	au	23	
舀		j	aau	2		j	au	45	
窈		j	aau	2		j	au	45	
擾		j	aau	2		j	au	45	
繞		j	aau	2		j	au	45	
妖		j	aau	2		j	au	45	
僥		j	aau	4		j	au	22	僬僥，短人，西南夷別名
堯		j	aau	4		j	au	22	
饒		j	aau	4		j	au	22	
蟯		j	aau	4		j	au	22	
陶		j	aau	4		j	au	22	皋陶，古人名
姚		j	aau	4		j	au	22	
搖		j	aau	4		j	au	22	
遙		j	aau	4		j	au	22	
瑤		j	aau	4		j	au	22	
窯		j	aau	4		j	au	22	
謠		j	aau	4		j	au	22	
曜		j	aau	6		j	au	32	
耀		j	aau	6		j	au	32	
欽		j	am	1		j	ɐm	23	
音		j	am	1		j	ɐm	23	
陰		j	am	1		j	ɐm	23	
瘖		j	am	1		j	ɐm	23	
蔭		j	am	1		j	ɐm	23	
飲		j	am	1		j	ɐm	23	飲馬
飲		j	am	2		j	ɐm	45	飲水
壬		j	am	4		j	ɐm	22	
任		j	am	4		j	ɐm	22	姓任
淫		j	am	4		j	ɐm	22	
霪		j	am	4		j	ɐm	22	
吟		j	am	4		j	ɐm	22	
恁		j	am	6		j	ɐm	32	
任		j	am	6		j	ɐm	32	信任
飪		j	am	6		j	ɐm	32	
蔭		j	am	6		j	ɐm	32	
欣		j	an	1		j	ɐn	23	
殷		j	an	1		j	ɐn	23	
甄		j	an	1		j	ɐn	23	
因		j	an	1		j	ɐn	23	
茵		j	an	1		j	ɐn	23	
姻		j	an	1		j	ɐn	23	
印		j	an	1		j	ɐn	23	
恩		j	an	1		j	ɐn	23	
隱		j	an	2		j	ɐn	45	
忍		j	an	2		j	ɐn	45	
引		j	an	2		j	ɐn	45	
寅		j	an	4		j	ɐn	22	
人		j	an	4		j	ɐn	22	
仁		j	an	4		j	ɐn	22	
蚓		j	an	5		j	ɐn	21	
癮		j	an	5		j	ɐn	21	
閏		j	an	6		j	ɐn	32	
潤		j	an	6		j	ɐn	32	
刃		j	an	6		j	ɐn	32	
仞		j	an	6		j	ɐn	32	
韌		j	an	6		j	ɐn	32	
紉		j	an	6		j	ɐn	32	
孕		j	an	6		j	ɐn	32	
入		j	ap	8		j	ɐp	32	
揖		j	ap	7A		j	ɐp	45	
泣		j	ap	7A		j	ɐp	45	
邑		j	ap	7A		j	ɐp	45	
日		j	at	8		j	ɐt	32	
佚		j	at	8		j	ɐt	32	
逸		j	at	8		j	ɐt	32	
溢		j	at	8		j	ɐt	32	
一		j	at	7A		j	ɐt	45	
壹		j	at	7A		j	ɐt	45	
影		j	eng	2		j	ɛŋ	45	人影，白讀
映		j	eng	2		j	ɛŋ	45	放映，白讀
贏		j	eng	4		j	ɛŋ	22	
醫		j	i	1		j	i	23	
意		j	i	1		j	i	23	
議		j	i	1		j	i	23	
漪		j	i	1		j	i	23	
伊		j	i	1		j	i	23	
懿		j	i	1		j	i	23	
衣		j	i	1		j	i	23	
依		j	i	1		j	i	23	
汝		j	i	1		j	i	23	
於		j	i	1		j	i	23	
迂		j	i	1		j	i	23	
于		j	i	1		j	i	23	
雨		j	i	1		j	i	23	落雨
耳		j	i	2		j	i	45	
綺		j	i	2		j	i	45	
椅		j	i	2		j	i	45	
倚		j	i	2		j	i	45	
咦		j	i	2		j	i	45	
乳		j	i	2		j	i	45	又音
嫗		j	i	2		j	i	45	
雨		j	i	2		j	i	45	
而		j	i	4		j	i	22	
疑		j	i	4		j	i	22	
台		j	i	4		j	i	22	
怡		j	i	4		j	i	22	
貽		j	i	4		j	i	22	
飴		j	i	4		j	i	22	
頤		j	i	4		j	i	22	
兒		j	i	4		j	i	22	
蛇		j	i	4		j	i	22	委蛇
移		j	i	4		j	i	22	
宜		j	i	4		j	i	22	
儀		j	i	4		j	i	22	
誼		j	i	4		j	i	22	
夷		j	i	4		j	i	22	
沂		j	i	4		j	i	22	
姨		j	i	4		j	i	22	
胰		j	i	4		j	i	22	
如		j	i	4		j	i	22	古代第一人稱
茹		j	i	4		j	i	22	
魚		j	i	4		j	i	22	
漁		j	i	4		j	i	22	
余		j	i	4		j	i	22	
餘		j	i	4		j	i	22	
輿		j	i	4		j	i	22	
與		j	i	4		j	i	22	參與
儒		j	i	4		j	i	22	
嚅		j	i	4		j	i	22	
孺		j	i	4		j	i	22	
娛		j	i	4		j	i	22	
隅		j	i	4		j	i	22	
虞		j	i	4		j	i	22	
愚		j	i	4		j	i	22	
萸		j	i	4		j	i	22	
渝		j	i	4		j	i	22	
愉		j	i	4		j	i	22	
瑜		j	i	4		j	i	22	
榆		j	i	4		j	i	22	
諛		j	i	4		j	i	22	
盂		j	i	4		j	i	22	
蠕		j	i	4		j	i	22	
迤		j	i	4		j	i	22	逶迤
迤		j	i	4		j	i	22	
擬		j	i	5		j	i	21	
已		j	i	5		j	i	21	
以		j	i	5		j	i	21	
矣		j	i	5		j	i	21	
爾		j	i	5		j	i	21	
邇		j	i	5		j	i	21	
魚		j	i	5		j	i	21	變調
語		j	i	5		j	i	21	語言
予		j	i	5		j	i	21	給予
乳		j	i	5		j	i	21	
宇		j	i	5		j	i	21	
羽		j	i	5		j	i	21	
雨		j	i	5		j	i	21	
禹		j	i	5		j	i	21	
嶼		j	i	5		j	i	21	大嶼山，山名
異		j	i	6		j	i	32	
易		j	i	6		j	i	32	容易
義		j	i	6		j	i	32	
二		j	i	6		j	i	32	
貳		j	i	6		j	i	32	
語		j	i	6		j	i	32	不以語人
馭		j	i	6		j	i	32	
御		j	i	6		j	i	32	
禦		j	i	6		j	i	32	
譽		j	i	6		j	i	32	
與		j	i	6		j	i	32	我與你
預		j	i	6		j	i	32	
豫		j	i	6		j	i	32	
遇		j	i	6		j	i	32	
寓		j	i	6		j	i	32	
逾		j	i	6		j	i	32	
喻		j	i	6		j	i	32	
裕		j	i	6		j	i	32	
諭		j	i	6		j	i	32	
籲		j	i	6		j	i	32	
愈		j	i	6		j	i	32	
雨		j	i	6		j	i	32	雨我公田
癒		j	i	6		j	i	32	
尉		j	i	6		j	i	32	尉遲
惹		j	iaa	2		j	ia	45	
邪		j	iaa	4		j	ia	22	
椰		j	iaa	4		j	ia	22	
耶		j	iaa	4		j	ia	22	
爺		j	iaa	4		j	ia	22	
若		j	iaa	5		j	ia	21	般若
冶		j	iaa	5		j	ia	21	
墅		j	iaa	5		j	ia	21	
野		j	iaa	5		j	ia	21	
射		j	iaa	6		j	ia	32	僕射
夜		j	iaa	6		j	ia	32	
廿		j	iaa	6		j	ia	32	
逆		j	ik	8		j	ɪk	32	
役		j	ik	8		j	ɪk	32	
疫		j	ik	8		j	ɪk	32	
睪		j	ik	8		j	ɪk	32	
射		j	ik	8		j	ɪk	32	
液		j	ik	8		j	ɪk	32	無射
腋		j	ik	8		j	ɪk	32	
亦		j	ik	8		j	ɪk	32	
易		j	ik	8		j	ɪk	32	交易
奕		j	ik	8		j	ɪk	32	
蜴		j	ik	8		j	ɪk	32	
繹		j	ik	8		j	ɪk	32	
譯		j	ik	8		j	ɪk	32	
驛		j	ik	8		j	ɪk	32	
翌		j	ik	8		j	ɪk	32	
翼		j	ik	8		j	ɪk	32	
益		j	ik	7A		j	ɪk	45	
抑		j	ik	7A		j	ɪk	45	
億		j	ik	7A		j	ɪk	45	
憶		j	ik	7A		j	ɪk	45	
英		j	ing	1		j	ɪŋ	23	
瑛		j	ing	1		j	ɪŋ	23	
嬰		j	ing	1		j	ɪŋ	23	
鷹		j	ing	1		j	ɪŋ	23	
應		j	ing	1		j	ɪŋ	23	
櫻		j	ing	1		j	ɪŋ	23	
鸚		j	ing	1		j	ɪŋ	23	
影		j	ing	2		j	ɪŋ	45	
映		j	ing	2		j	ɪŋ	45	
螢		j	ing	4		j	ɪŋ	22	
刑		j	ing	4		j	ɪŋ	22	
形		j	ing	4		j	ɪŋ	22	
型		j	ing	4		j	ɪŋ	22	
瑩		j	ing	4		j	ɪŋ	22	
迎		j	ing	4		j	ɪŋ	22	
營		j	ing	4		j	ɪŋ	22	
縈		j	ing	4		j	ɪŋ	22	
盈		j	ing	4		j	ɪŋ	22	
仍		j	ing	4		j	ɪŋ	22	
凝		j	ing	4		j	ɪŋ	22	
蠅		j	ing	4		j	ɪŋ	22	
認		j	ing	6		j	ɪŋ	32	
有		j	iu	1		j	iu	23	
又		j	iu	6		j	iu	32	
若		j	iuuk	8		j	iuk	32	假若
弱		j	iuuk	8		j	iuk	32	
箬		j	iuuk	8		j	iuk	32	
謔		j	iuuk	8		j	iuk	32	
虐		j	iuuk	8		j	iuk	32	
瘧		j	iuuk	8		j	iuk	32	
藥		j	iuuk	8		j	iuk	32	
鑰		j	iuuk	8		j	iuk	32	
躍		j	iuuk	8		j	iuk	32	躍進
篛		j	iuuk	8		j	iuk	32	
叒		j	iuuk	8		j	iuk	32	
藥		j	iuuk	9		j	iuk	21	變調
約		j	iuuk	7B		j	iuk	23	
躍		j	iuuk	7B		j	iuk	23	跳躍
曰		j	iuuk	7B		j	iuk	23	
養		j	iuung	1		j	iuŋ	23	
癢		j	iuung	1		j	iuŋ	23	
央		j	iuung	1		j	iuŋ	23	
殃		j	iuung	1		j	iuŋ	23	
秧		j	iuung	1		j	iuŋ	23	
鴦		j	iuung	1		j	iuŋ	23	
仰		j	iuung	2		j	iuŋ	45	
贏		j	iuung	4		j	iuŋ	22	
攘		j	iuung	4		j	iuŋ	22	攘除
羊		j	iuung	4		j	iuŋ	22	
徉		j	iuung	4		j	iuŋ	22	
洋		j	iuung	4		j	iuŋ	22	
烊		j	iuung	4		j	iuŋ	22	
陽		j	iuung	4		j	iuŋ	22	
揚		j	iuung	4		j	iuŋ	22	
楊		j	iuung	4		j	iuŋ	22	
瘍		j	iuung	4		j	iuŋ	22	
氧		j	iuung	5		j	iuŋ	21	
攘		j	iuung	5		j	iuŋ	21	擾攘
讓		j	iuung	6		j	iuŋ	32	
壤		j	iuung	6		j	iuŋ	32	
釀		j	iuung	6		j	iuŋ	32	
漾		j	iuung	6		j	iuŋ	32	
嚷		j	iuung	6		j	iuŋ	32	
樣		j	iuung	6		j	iuŋ	32	
幽		j	ou	1		j	ou	23	
幼		j	ou	1		j	ou	23	
丘		j	ou	1		j	ou	23	
邱		j	ou	1		j	ou	23	
蚯		j	ou	1		j	ou	23	
休		j	ou	1		j	ou	23	
咻		j	ou	1		j	ou	23	一傅眾咻
誘		j	ou	1		j	ou	23	
憂		j	ou	1		j	ou	23	
優		j	ou	1		j	ou	23	
黝		j	ou	2		j	ou	45	
柔		j	ou	4		j	ou	22	
揉		j	ou	4		j	ou	22	
攸		j	ou	4		j	ou	22	
悠		j	ou	4		j	ou	22	
由		j	ou	4		j	ou	22	
油		j	ou	4		j	ou	22	
猶		j	ou	4		j	ou	22	
遊		j	ou	4		j	ou	22	
游		j	ou	4		j	ou	22	
酉		j	ou	4		j	ou	22	
尤		j	ou	4		j	ou	22	
疣		j	ou	4		j	ou	22	
郵		j	ou	4		j	ou	22	
鈾		j	ou	4		j	ou	22	
魷		j	ou	4		j	ou	22	
誘		j	ou	5		j	ou	21	又音
友		j	ou	5		j	ou	21	
柚		j	ou	6		j	ou	32	
佑		j	ou	6		j	ou	32	
祐		j	ou	6		j	ou	32	
右		j	ou	6		j	ou	32	
釉		j	ou	6		j	ou	32	
有		j	ou	6		j	ou	32	十有一
唷		j	u	1		j	u	23	
喲		j	u	1		j	u	23	
蕊		j	ui	5		j	ui	21	
乳		j	ui	5		j	ui	21	汁液，白讀
銳		j	ui	6		j	ui	32	
裔		j	ui	6		j	ui	32	
睿		j	ui	6		j	ui	32	
燠		j	uk	2		j	ʊk	45	
肉		j	uk	8		j	ʊk	32	
育		j	uk	8		j	ʊk	32	
鬻		j	uk	8		j	ʊk	32	
辱		j	uk	8		j	ʊk	32	
玉		j	uk	8		j	ʊk	32	
獄		j	uk	8		j	ʊk	32	
谷		j	uk	8		j	ʊk	32	吐谷渾
浴		j	uk	8		j	ʊk	32	
欲		j	uk	8		j	ʊk	32	
慾		j	uk	8		j	ʊk	32	
褥		j	uk	8		j	ʊk	32	
峪		j	uk	8		j	ʊk	32	
昱		j	uk	7A		j	ʊk	45	
郁		j	uk	7A		j	ʊk	45	
旭		j	uk	7A		j	ʊk	45	
沃		j	uk	7A		j	ʊk	45	
雍		j	ung	1		j	ʊŋ	23	
翁		j	ung	1		j	ʊŋ	23	
嗡		j	ung	1		j	ʊŋ	23	
恿		j	ung	2		j	ʊŋ	45	
蛹		j	ung	2		j	ʊŋ	45	
擁		j	ung	2		j	ʊŋ	45	
俑		j	ung	2		j	ʊŋ	45	
蓊		j	ung	2		j	ʊŋ	45	
佣		j	ung	2		j	ʊŋ	45	
湧		j	ung	2		j	ʊŋ	45	
踴		j	ung	2		j	ʊŋ	45	
熊		j	ung	4		j	ʊŋ	22	人熊，白讀，傳說中的怪物
絨		j	ung	4		j	ʊŋ	22	
融		j	ung	4		j	ʊŋ	22	
茸		j	ung	4		j	ʊŋ	22	
容		j	ung	4		j	ʊŋ	22	
蓉		j	ung	4		j	ʊŋ	22	
溶		j	ung	4		j	ʊŋ	22	
鎔		j	ung	4		j	ʊŋ	22	
庸		j	ung	4		j	ʊŋ	22	
傭		j	ung	4		j	ʊŋ	22	
榕		j	ung	4		j	ʊŋ	22	
熔		j	ung	4		j	ʊŋ	22	
勇		j	ung	5		j	ʊŋ	21	
用		j	ung	6		j	ʊŋ	32	
卡		k	aa	2		kʰ	a	45	
𢬿		k	aai	1		kʰ	ai	23	用手拿
楷		k	aai	2		kʰ	ai	45	楷模
該		k	aai	5		kʰ	ai	21	這
靠		k	aau	1		kʰ	au	23	
襟		k	am	1		kʰ	ɐm	23	
禁		k	am	1		kʰ	ɐm	23	禁著
琴		k	am	4		kʰ	ɐm	22	
禽		k	am	4		kʰ	ɐm	22	
擒		k	am	4		kʰ	ɐm	22	
芹		k	an	4		kʰ	ɐn	22	
勤		k	an	4		kʰ	ɐn	22	
近		k	an	5		kʰ	ɐn	21	好近
汲		k	ap	8		kʰ	ɐp	32	
及		k	ap	8		kʰ	ɐp	32	
汲		k	ap	7A		kʰ	ɐp	45	
級		k	ap	7A		kʰ	ɐp	45	
吸		k	ap	7A		kʰ	ɐp	45	
岌		k	ap	7A		kʰ	ɐp	45	
給		k	ap	7B		kʰ	ɐp	23	
該		k	at	9		kʰ	ɐt	21	這
咳		k	at	7A		kʰ	ɐt	45	咳嗽
龜		k	au	1		kʰ	ɐu	23	
臼		k	au	1		kʰ	ɐu	23	
桕		k	au	1		kʰ	ɐu	23	
舅		k	au	1		kʰ	ɐu	23	
仇		k	au	4		kʰ	ɐu	22	姓仇
求		k	au	4		kʰ	ɐu	22	
球		k	au	4		kʰ	ɐu	22	
毬		k	au	4		kʰ	ɐu	22	
稽		k	ei	1		kʰ	ei	23	稽首
溪		k	ei	1		kʰ	ei	23	
谿		k	ei	1		kʰ	ei	23	
契		k	ei	1		kʰ	ei	23	契約
亟		k	ei	1		kʰ	ei	23	亟請
企		k	ei	1		kʰ	ei	23	
畸		k	ei	1		kʰ	ei	23	
崎		k	ei	1		kʰ	ei	23	崎嶇
冀		k	ei	1		kʰ	ei	23	
暨		k	ei	1		kʰ	ei	23	
稽		k	ei	2		kʰ	ei	45	無稽之談
啟		k	ei	2		kʰ	ei	45	
企		k	ei	2		kʰ	ei	45	
期		k	ei	4		kʰ	ei	22	日期
其		k	ei	4		kʰ	ei	22	
淇		k	ei	4		kʰ	ei	22	
琪		k	ei	4		kʰ	ei	22	
旗		k	ei	4		kʰ	ei	22	
歧		k	ei	4		kʰ	ei	22	
祇		k	ei	4		kʰ	ei	22	神祇
奇		k	ei	4		kʰ	ei	22	奇怪
琦		k	ei	4		kʰ	ei	22	
鰭		k	ei	4		kʰ	ei	22	
祈		k	ei	4		kʰ	ei	22	
崎		k	ei	4		kʰ	ei	22	長崎
棋		k	ei	4		kʰ	ei	22	
企		k	ei	5		kʰ	ei	21	
劇		k	ek	8		kʰ	ɛk	32	
劇		k	ek	9		kʰ	ɛk	21	
伽		k	iaa	4		kʰ	ia	22	伽藍
騎		k	iaa	4		kʰ	ia	22	騎馬
茄		k	iaa	5		kʰ	ia	21	茄瓜
拑		k	im	4		kʰ	im	22	
鉗		k	im	4		kʰ	im	22	
虔		k	in	4		kʰ	in	22	
乾		k	in	4		kʰ	in	22	乾坤
傾		k	ing	1		kʰ	ɪŋ	23	
頃		k	ing	2		kʰ	ɪŋ	45	
鯨		k	ing	4		kʰ	ɪŋ	22	
擎		k	ing	4		kʰ	ɪŋ	22	
嬛		k	ing	4		kʰ	ɪŋ	22	美好
鍥		k	it	7B		kʰ	it	23	
揭		k	it	7B		kʰ	it	23	
契		k	it	7B		kʰ	it	23	契丹
竭		k	it	7B		kʰ	it	23	
頡		k	it	7B		kʰ	it	23	
黠		k	it	7B		kʰ	it	23	
獗		k	it	7B		kʰ	it	23	
橛		k	it	7B		kʰ	it	23	木橛子
桔		k	it	7B		kʰ	it	23	桔柣
竅		k	iu	1		kʰ	iu	23	
翹		k	iu	1		kʰ	iu	23	翹起
轎		k	iu	2		kʰ	iu	45	
翹		k	iu	4		kʰ	iu	22	翹首
喬		k	iu	4		kʰ	iu	22	
僑		k	iu	4		kʰ	iu	22	
橋		k	iu	4		kʰ	iu	22	
厥		k	iuuk	9		kʰ	iuk	21	佢哋
卻		k	iuuk	7B		kʰ	iuk	23	
強		k	iuung	1		kʰ	iuŋ	23	勉強
強		k	iuung	4		kʰ	iuŋ	22	強壯
襁		k	iuung	5		kʰ	iuŋ	21	
摳		k	ou	1		kʰ	ou	23	
溝		k	ou	1		kʰ	ou	23	
篝		k	ou	1		kʰ	ou	23	
構		k	ou	1		kʰ	ou	23	
購		k	ou	1		kʰ	ou	23	
寇		k	ou	1		kʰ	ou	23	
叩		k	ou	1		kʰ	ou	23	
扣		k	ou	1		kʰ	ou	23	
蔻		k	ou	1		kʰ	ou	23	
柯		k	u	1		kʰ	u	23	
箍		k	u	1		kʰ	u	23	
溉		k	ui	1		kʰ	ui	23	
愾		k	ui	1		kʰ	ui	23	
丐		k	ui	1		kʰ	ui	23	
蓋		k	ui	1		kʰ	ui	23	覆蓋
概		k	ui	1		kʰ	ui	23	
慨		k	ui	1		kʰ	ui	23	
拒		k	ui	1		kʰ	ui	23	
距		k	ui	1		kʰ	ui	23	
拘		k	ui	1		kʰ	ui	23	
俱		k	ui	1		kʰ	ui	23	
區		k	ui	1		kʰ	ui	23	區別
嶇		k	ui	1		kʰ	ui	23	
軀		k	ui	1		kʰ	ui	23	
驅		k	ui	1		kʰ	ui	23	
檜		k	ui	2		kʰ	ui	45	
膾		k	ui	2		kʰ	ui	45	
繪		k	ui	2		kʰ	ui	45	
賄		k	ui	2		kʰ	ui	45	
潰		k	ui	2		kʰ	ui	45	
渠		k	ui	4		kʰ	ui	22	
瞿		k	ui	4		kʰ	ui	22	瞿塘峽
距		k	ui	5		kʰ	ui	21	距離
麴		k	uk	7A		kʰ	ʊk	45	
曲		k	uk	7A		kʰ	ʊk	45	
孔		k	ung	2		kʰ	ʊŋ	45	又音
穹		k	ung	4		kʰ	ʊŋ	22	
窮		k	ung	4		kʰ	ʊŋ	22	
聒		k	ut	7B		kʰ	ut	23	
括		k	ut	7B		kʰ	ut	23	
豁		k	ut	7B		kʰ	ut	23	
確		k	uuk	7B		kʰ	uk	23	
涸		k	uuk	7B		kʰ	uk	23	
郝		k	uuk	7B		kʰ	uk	23	
壑		k	uuk	7B		kʰ	uk	23	
亢		k	uung	1		kʰ	uŋ	23	高亢
抗		k	uung	1		kʰ	uŋ	23	
炕		k	uung	1		kʰ	uŋ	23	
港		k	uung	2		kʰ	uŋ	45	
券		k	yun	1		kʰ	yn	23	
拳		k	yun	4		kʰ	yn	22	
蜷		k	yun	4		kʰ	yn	22	
權		k	yun	4		kʰ	yn	22	
抉		k	yut	7B		kʰ	yt	23	
訣		k	yut	7B		kʰ	yt	23	
缺		k	yut	7B		kʰ	yt	23	
決		k	yut	7B		kʰ	yt	23	
撅		k	yut	7B		kʰ	yt	23	
蕨		k	yut	7B		kʰ	yt	23	
闕		k	yut	7B		kʰ	yt	23	
夸		kw	aa	1		kʰw	a	23	
誇		kw	aa	1		kʰw	a	23	
跨		kw	aa	1		kʰw	a	23	
掛		kw	aa	1		kʰw	a	23	
垮		kw	aa	1		kʰw	a	23	
廓		kw	ak	7B		kʰw	ɐk	23	
窘		kw	an	1		kʰw	ɐn	23	
昆		kw	an	1		kʰw	ɐn	23	
坤		kw	an	1		kʰw	ɐn	23	
困		kw	an	1		kʰw	ɐn	23	
崑		kw	an	1		kʰw	ɐn	23	
睏		kw	an	1		kʰw	ɐn	23	
菌		kw	an	2		kʰw	ɐn	45	
壼		kw	an	2		kʰw	ɐn	45	
捆		kw	an	2		kʰw	ɐn	45	
綑		kw	an	2		kʰw	ɐn	45	
裙		kw	an	4		kʰw	ɐn	22	
群		kw	an	4		kʰw	ɐn	22	
獷		kw	ang	1		kʰw	ɐŋ	23	
鄺		kw	ang	1		kʰw	ɐŋ	23	姓氏
礦		kw	ang	1		kʰw	ɐŋ	23	
曠		kw	ang	1		kʰw	ɐŋ	23	
擴		kw	ang	1		kʰw	ɐŋ	23	
眶		kw	ang	1		kʰw	ɐŋ	23	
狂		kw	ang	4		kʰw	ɐŋ	22	
規		kw	ei	1		kʰw	ei	23	
窺		kw	ei	1		kʰw	ei	23	
虧		kw	ei	1		kʰw	ei	23	
愧		kw	ei	1		kʰw	ei	23	
盔		kw	ei	1		kʰw	ei	23	
睽		kw	ei	4		kʰw	ei	22	
畦		kw	ei	4		kʰw	ei	22	
攜		kw	ei	4		kʰw	ei	22	
蠵		kw	ei	4		kʰw	ei	22	
葵		kw	ei	4		kʰw	ei	22	
逵		kw	ei	4		kʰw	ei	22	
揆		kw	ei	5		kʰw	ei	21	
隙		kw	ik	7A		kʰw	ɪk	45	
瓊		kw	ing	4		kʰw	ɪŋ	22	
喇		l	aa	1		l	a	23	喇叭
啦		l	aa	1		l	a	23	
罅		l	aa	1		l	a	23	縫隙
喇		l	aa	4		l	a	22	語氣詞
喇		l	aa	5		l	a	21	喇嘛
罅		l	aa	5		l	a	21	變調
癩		l	aai	1		l	ai	23	
拉		l	aai	1		l	ai	23	
哪		l	aai	1		l	ai	21	哪，哪裏
那		l	aai	2		l	ai	45	一些
賴		l	aai	6		l	ai	32	
籟		l	aai	6		l	ai	32	
落		l	aai	6		l	ai	32	落低
攬		l	aam	2		l	am	45	
欖		l	aam	2		l	am	45	
婪		l	aam	4		l	am	22	
嵐		l	aam	4		l	am	22	
藍		l	aam	4		l	am	22	
籃		l	aam	4		l	am	22	
覽		l	aam	5		l	am	21	
攬		l	aam	5		l	am	21	
欖		l	aam	5		l	am	21	
艦		l	aam	6		l	am	32	
檻		l	aam	6		l	am	32	
濫		l	aam	6		l	am	32	
纜		l	aam	6		l	am	32	
懶		l	aan	1		l	an	23	
斕		l	aan	4		l	an	22	
闌		l	aan	4		l	an	22	
攔		l	aan	4		l	an	22	
蘭		l	aan	4		l	an	22	
瀾		l	aan	4		l	an	22	
欄		l	aan	4		l	an	22	
爛		l	aan	6		l	an	32	
臘		l	aap	8		l	ap	32	
蠟		l	aap	8		l	ap	32	
垃		l	aap	8		l	ap	32	
辣		l	aat	8		l	at	32	
撈		l	aau	1		l	au	23	撈麵
撈		l	aau	2		l	au	45	撈頭
老		l	aau	2		l	au	45	
硓		l	aau	2		l	au	45	
撈		l	aau	4		l	au	22	打撈
嘮		l	aau	4		l	au	22	
牢		l	aau	4		l	au	22	
勞		l	aau	4		l	au	22	
酪		l	aau	6		l	au	32	杏仁酪
勒		l	ak	8		l	ɐk	32	
簕		l	ak	8		l	ɐk	32	植物的刺
肋		l	ak	8		l	ɐk	32	
簕		l	ak	7A		l	ɐk	45	簕菜茶
凜		l	am	1		l	ɐm	23	
林		l	am	4		l	ɐm	22	
淋		l	am	4		l	ɐm	22	
琳		l	am	4		l	ɐm	22	
霖		l	am	4		l	ɐm	22	
臨		l	am	4		l	ɐm	22	
懍		l	am	5		l	ɐm	21	
廩		l	am	5		l	ɐm	21	
卵		l	an	2		l	ɐn	45	
卵		l	an	2		l	ɐn	45	
掄		l	an	4		l	ɐn	22	
倫		l	an	4		l	ɐn	22	
淪		l	an	4		l	ɐn	22	
綸		l	an	4		l	ɐn	22	垂綸
輪		l	an	4		l	ɐn	22	
鄰		l	an	4		l	ɐn	22	
磷		l	an	4		l	ɐn	22	
鱗		l	an	4		l	ɐn	22	
麟		l	an	4		l	ɐn	22	
遴		l	an	4		l	ɐn	22	
論		l	an	4		l	ɐn	22	論語
崙		l	an	4		l	ɐn	22	
圇		l	an	4		l	ɐn	22	
吝		l	an	6		l	ɐn	32	
藺		l	an	6		l	ɐn	32	
論		l	an	6		l	ɐn	32	討論
唥		l	ang	1		l	ɐŋ	23	唥衫，羊毛衫
冷		l	ang	1		l	ɐŋ	23	
唥		l	ang	6		l	ɐŋ	32	
立		l	ap	8		l	ɐp	32	
笠		l	ap	7A		l	ɐp	45	
苙		l	ap	7A		l	ɐp	45	
律		l	at	8		l	ɐt	32	效率
栗		l	at	8		l	ɐt	32	
慄		l	at	8		l	ɐt	32	
壘		l	at	8		l	ɐt	32	神荼鬱壘
率		l	at	8		l	ɐt	32	
甩		l	at	7A		l	ɐt	45	
豊		l	ei	1		l	ei	23	
禮		l	ei	1		l	ei	23	
璃		l	ei	1		l	ei	23	玻璃
哩		l	ei	1		l	ei	23	哩嚕
