單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
瑞	常	合	三	支A	去	章	止		s	ui	4		s	ui	31		s	uj	31	
睡	常	合	三	支A	去	章	止		s	ui	4		s	ui	31		s	uj	31	
遂	邪	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
隧	邪	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
穗	邪	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
粹	心	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
祟	心	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
邃	心	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
萃	從	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
悴	從	合	三	脂A	去	精	止		s	ui	4		s	ui	31		s	uj	31	
墅	常	開	三	魚	上	章	遇		s	ui	4		s	ui	31		s	uj	31	
淬	清	合	一	灰	去	精	蟹		s	ui	4		s	ui	31		s	uj	31	
淑	常	開	三	東	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	
孰	常	開	三	東	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	
塾	常	開	三	東	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	
熟	常	開	三	東	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	
蜀	常	開	三	鍾	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	
屬	常	開	三	鍾	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	屬於
贖	船	開	三	鍾	入	章	通		s	uk	8		s	ʊk	31		s	ʊk	31	
夙	心	開	三	東	入	精	通		s	uk	6		s	ʊk	35		s	ʊk	35	
宿	心	開	三	東	入	精	通		s	uk	6		s	ʊk	35		s	ʊk	35	住宿
肅	心	開	三	東	入	精	通		s	uk	6		s	ʊk	35		s	ʊk	35	
縮	生	開	三	東	入	莊	通		s	uk	6		s	ʊk	35		s	ʊk	35	
叔	書	開	三	東	入	章	通		s	uk	6		s	ʊk	35		s	ʊk	35	
倏	書	開	三	東	入	章	通		s	uk	6		s	ʊk	35		s	ʊk	35	
粟	心	開	三	鍾	入	精	通		s	uk	6		s	ʊk	35		s	ʊk	35	
嵩	心	開	三	東	平	精	通		s	ung	1		s	ʊŋ	23		s	ɔoŋ	23	
從	清	開	三	鍾	平	精	通		s	ung	1		s	ʊŋ	23		s	ɔoŋ	23	
鬆	心	合	一	冬	平	精	通		s	ung	1		s	ʊŋ	23		s	ɔoŋ	23	
宋	心	合	一	冬	去	精	通		s	ung	1		s	ʊŋ	23		s	ɔoŋ	23	
送	心	開	一	東	去	精	通		s	ung	1		s	ʊŋ	23		s	ɔoŋ	23	
忪									s	ung	1		s	ʊŋ	23		s	ɔoŋ	23	惺忪
悚	心	開	三	鍾	上	精	通		s	ung	3		s	ʊŋ	35		s	ɔoŋ	35	
慫	心	開	三	鍾	上	精	通		s	ung	3		s	ʊŋ	35		s	ɔoŋ	35	
聳	心	開	三	鍾	上	精	通		s	ung	3		s	ʊŋ	35		s	ɔoŋ	35	
崇	崇	開	三	東	平	莊	通		s	ung	2		s	ʊŋ	22		s	ɔoŋ	22	
嗽	心	開	一	侯	去	精	流		s	uo	1		s	uɔ	23		s	uɵ	23	又音
鬚	心	合	三	虞	平	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	又音
數	生	合	三	虞	去	莊	遇		s	uo	1		s	uɔ	23		s	uɵ	23	數字，又音
酥	心	開	一	模	平	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	又音
穌	心	開	一	模	平	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	又音
蘇	心	開	一	模	平	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	又音
素	心	開	一	模	去	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	又音
訴	心	開	一	模	去	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	又音
塑	心	開	一	模	去	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	塑造，又音
塑	心	開	一	模	去	精	遇		s	uo	1		s	uɔ	23		s	uɵ	23	塑造，又音
甦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	uo	1		s	uɔ	23		s	uɵ	23	又音
溯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	uo	1		s	uɔ	23		s	uɵ	23	又音
數	生	合	三	虞	上	莊	遇		s	uo	3		s	uɔ	35		s	uɵ	35	數一下，又音
鬚	心	合	三	虞	平	精	遇		s	uo	2		s	uɔ	21		s	uɵ	21	又音
痠	心	合	一	寒	平	精	山		s	uan	1		s	uan	23		s	ʊᴀn	23	
酸	心	合	一	寒	平	精	山		s	uan	1		s	uan	23		s	ʊᴀn	23	
蒜	心	合	一	寒	去	精	山		s	uan	1		s	uan	23		s	ʊᴀn	23	
算	心	合	一	寒	上	精	山		s	uan	1		s	uan	23		s	ʊᴀn	23	
船	船	合	三	仙A	平	章	山		s	uan	2		s	uan	22		s	ʊᴀn	22	
說	書	合	三	仙A	入	章	山		s	uat	7		s	uat	23		s	ʊᴀt	23	
猜	清	開	一	咍	平	精	蟹		t	ai	3		tʰ	ai	35		tʰ	ᴀj	35	
賊	從	開	一	登	入	精	曾		t	ak	9		tʰ	ak	21		tʰ	ᴀk	21	
賊	從	開	一	登	入	精	曾		t	ak	7		tʰ	ak	23		tʰ	ᴀk	23	
參	清	開	一	覃	平	精	咸		t	am	1		tʰ	am	23		tʰ	ᴀm	23	
慘	清	開	一	覃	上	精	咸		t	am	3		tʰ	am	35		tʰ	ᴀm	35	
蠶	從	開	一	覃	平	精	咸		t	am	2		tʰ	am	22		tʰ	ᴀm	22	
慚	從	開	一	談	平	精	咸		t	am	2		tʰ	am	22		tʰ	ᴀm	22	
餐	清	開	一	寒	平	精	山		t	an	1		tʰ	an	23		tʰ	ᴀn	23	
璨	清	開	一	寒	去	精	山		t	an	1		tʰ	an	23		tʰ	ᴀn	23	
燦	清	開	一	寒	去	精	山		t	an	1		tʰ	an	23		tʰ	ᴀn	23	
殘	從	開	一	寒	平	精	山		t	an	2		tʰ	an	22		tʰ	ᴀn	22	
曾	從	開	一	登	平	精	曾		t	ang	2		tʰ	aŋ	22		tʰ	ᴀŋ	22	曾經
層	從	開	一	登	平	精	曾		t	ang	2		tʰ	aŋ	22		tʰ	ᴀŋ	22	
躁	精	開	一	豪	去	精	效		t	au	1		tʰ	au	23		tʰ	ᴀw	23	
澡	精	開	一	豪	上	精	效		t	au	1		tʰ	au	23		tʰ	ᴀw	23	
操	清	開	一	豪	平	精	效		t	au	1		tʰ	au	23		tʰ	ᴀw	23	
糙	清	開	一	豪	去	精	效		t	au	1		tʰ	au	23		tʰ	ᴀw	23	
噪	心	開	一	豪	去	精	效		t	au	1		tʰ	au	23		tʰ	ᴀw	23	
燥	心	開	一	豪	上	精	效		t	au	1		tʰ	au	23		tʰ	ᴀw	23	
草	清	開	一	豪	上	精	效		t	au	3		tʰ	au	35		tʰ	ᴀw	35	
槽	精	開	一	豪	平	精	效		t	au	2		tʰ	au	22		tʰ	ᴀw	22	
曹	從	開	一	豪	平	精	效		t	au	2		tʰ	au	22		tʰ	ᴀw	22	
嘈	從	開	一	豪	平	精	效		t	au	2		tʰ	au	22		tʰ	ᴀw	22	
侵	清	開	三	侵A	平	精	深		t	aem	1		tʰ	ɐm	23		tʰ	ɐm	23	
寢	清	開	三	侵A	上	精	深		t	aem	3		tʰ	ɐm	35		tʰ	ɐm	35	
尋	邪	開	三	侵A	平	精	深		t	aem	2		tʰ	ɐm	22		tʰ	ɐm	22	
親	清	開	三	真A	平	精	臻		t	aen	1		tʰ	ɐn	23		tʰ	ɐn	23	
村	清	合	三	魂	平	精	臻		t	aen	1		tʰ	ɐn	23		tʰ	ɐn	23	
村	清	合	一	魂	平	精	臻		t	aen	1		tʰ	ɐn	23		tʰ	ɐn	23	
寸	清	合	一	魂	去	精	臻		t	aen	1		tʰ	ɐn	23		tʰ	ɐn	23	
忖	清	合	一	魂	上	精	臻		t	aen	3		tʰ	ɐn	35		tʰ	ɐn	35	
旬	邪	合	三	真A	平	精	臻		t	aen	2		tʰ	ɐn	22		tʰ	ɐn	22	
巡	邪	合	三	真A	平	精	臻		t	aen	2		tʰ	ɐn	22		tʰ	ɐn	22	
循	邪	合	三	真A	平	精	臻		t	aen	2		tʰ	ɐn	22		tʰ	ɐn	22	
秦	從	開	三	真A	平	精	臻		t	aen	2		tʰ	ɐn	22		tʰ	ɐn	22	
存	從	合	一	魂	平	精	臻		t	aen	2		tʰ	ɐn	22		tʰ	ɐn	22	
村	清	合	二	魂	平	精	臻		t	aen	4		tʰ	ɐn	21		tʰ	ɐn	21	
儘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		t	aen	4		t	ɐn	31		t	ɐn	31	
緝	清	開	三	侵A	入	精	深		t	aep	6		tʰ	ɐp	35		tʰ	ɐp	35	
輯	從	開	三	侵A	入	精	深		t	aep	6		tʰ	ɐp	35		tʰ	ɐp	35	
七	清	開	三	真A	入	精	臻		t	aet	6		tʰ	ɐt	35		tʰ	ɐt	35	
柒	清	開	三	真A	入	精	臻		t	aet	6		tʰ	ɐt	35		tʰ	ɐt	35	
漆	清	開	三	真A	入	精	臻		t	aet	6		tʰ	ɐt	35		tʰ	ɐt	35	
猝	清	合	二	魂	入	精	臻		t	aet	6		tʰ	ɐt	35		tʰ	ɐt	35	
秋	清	開	三	尤	平	精	流		t	aeu	1		tʰ	ɐu	23		tʰ	ɐu	23	
鰍	清	開	三	尤	平	精	流		t	aeu	1		tʰ	ɐu	23		tʰ	ɐu	23	
囚	邪	開	三	尤	平	精	流		t	aeu	2		tʰ	ɐu	22		tʰ	ɐu	22	
糍									t	ei	2		tʰ	ei	22		tʰ	ei	22	丸糍、團糍
刺	清	開	三	支A	去	精	止		t	i	1		tʰ	i	23		tʰ	i	23	
賜	心	開	三	支A	去	精	止		t	i	1		tʰ	i	23		tʰ	i	23	
次	清	開	三	脂A	去	精	止		t	i	1		tʰ	i	23		tʰ	i	23	
姒	邪	開	三	之	上	精	止		t	i	1		tʰ	i	23		tʰ	i	23	
雌	清	開	三	支A	平	精	止		t	i	3		tʰ	i	35		tʰ	i	35	
此	清	開	三	支A	上	精	止		t	i	3		tʰ	i	35		tʰ	i	35	
疵	從	開	三	支A	平	精	止		t	i	3		tʰ	i	35		tʰ	i	35	
雌	清	開	四	支A	平	精	止		t	i	2		tʰ	i	22		tʰ	i	22	
臍	從	開	四	齊	平	精	蟹		t	i	2		tʰ	i	22		tʰ	i	22	
慈	從	開	三	之	平	精	止		t	i	2		tʰ	i	22		tʰ	i	22	
茨	從	開	三	脂A	平	精	止		t	i	2		tʰ	i	22		tʰ	i	22	
瓷	從	開	三	脂A	平	精	止		t	i	2		tʰ	i	22		tʰ	i	22	
且	精	開	三	魚	平	精	遇		t	ia	3		tʰ	ia	35		tʰ	ɪᴀ	35	
邪	邪	開	三	麻	平	精	假		t	ia	2		tʰ	ia	22		tʰ	ɪᴀ	22	
惜	心	開	三	清A	入	精	梗		t	iak	7		tʰ	iak	23		tʰ	ɪᴀk	23	疼愛
籤	清	開	三	鹽A	平	精	咸		t	iam	1		tʰ	iam	23		tʰ	ɪᴀm	23	
塹	清	開	三	鹽A	去	精	咸		t	iam	1		tʰ	iam	23		tʰ	ɪᴀm	23	
纖	心	開	三	鹽A	平	精	咸		t	iam	1		tʰ	iam	23		tʰ	ɪᴀm	23	
簽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		t	iam	1		tʰ	iam	23		tʰ	ɪᴀm	23	
潛	從	開	三	鹽A	平	精	咸		t	iam	2		tʰ	iam	22		tʰ	ɪᴀm	22	
青	清	開	四	青	平	精	梗		t	iang	1		tʰ	iaŋ	23		tʰ	ɪᴀŋ	23	青色
清	清	開	二	清A	平	精	梗		t	iang	1		tʰ	iaŋ	23		tʰ	ɪᴀŋ	23	水清
槍	清	開	三	陽	平	精	宕		t	iang	1		tʰ	iaŋ	23		tʰ	ɪᴀŋ	23	
鏘	清	開	三	陽	平	精	宕		t	iang	1		tʰ	iaŋ	23		tʰ	ɪᴀŋ	23	
搶	清	開	三	陽	平	精	宕		t	iang	1		tʰ	iaŋ	23		tʰ	ɪᴀŋ	23	
請	從	開	三	清A	平	精	梗		t	iang	3		tʰ	iaŋ	35		tʰ	ɪᴀŋ	35	
醒	心	開	四	青	平	精	梗		t	iang	3		tʰ	iaŋ	35		tʰ	ɪᴀŋ	35	瞓醒
情	從	開	三	清A	平	精	梗		t	iang	2		tʰ	iaŋ	22		tʰ	ɪᴀŋ	22	情願
晴	從	開	三	清A	平	精	梗		t	iang	2		tʰ	iaŋ	22		tʰ	ɪᴀŋ	22	晴水
薔	從	開	三	陽	平	精	宕		t	iang	2		tʰ	iaŋ	22		tʰ	ɪᴀŋ	22	
牆	從	開	三	陽	平	精	宕		t	iang	2		tʰ	iaŋ	22		tʰ	ɪᴀŋ	22	
妾	清	開	三	鹽A	入	精	咸		t	iap	7		tʰ	iap	23		tʰ	ɪᴀp	23	
俏	清	開	三	宵A	去	精	效		t	iau	1		tʰ	iau	23		tʰ	ɪᴀw	23	
峭	清	開	三	宵A	去	精	效		t	iau	1		tʰ	iau	23		tʰ	ɪᴀw	23	
肖	心	開	三	宵A	去	精	效		t	iau	1		tʰ	iau	23		tʰ	ɪᴀw	23	肖像
悄	清	開	三	宵A	上	精	效		t	iau	3		tʰ	iau	35		tʰ	ɪᴀw	35	
憔	從	開	三	宵A	平	精	效		t	iau	2		tʰ	iau	22		tʰ	ɪᴀw	22	
樵	從	開	三	宵A	平	精	效		t	iau	2		tʰ	iau	22		tʰ	ɪᴀw	22	
戚	清	開	四	青	入	精	梗		t	ik	6		tʰ	ɪk	35		tʰ	ɪk	35	
千	清	開	四	先	平	精	山		t	in	1		tʰ	in	23		tʰ	in	23	
仟	清	開	四	先	平	精	山		t	in	1		tʰ	in	23		tʰ	in	23	
阡	清	開	四	先	平	精	山		t	in	1		tʰ	in	23		tʰ	in	23	
遷	清	開	三	仙A	平	精	山		t	in	1		tʰ	in	23		tʰ	in	23	
踐	從	開	三	仙A	上	精	山		t	in	1		tʰ	in	23		tʰ	in	23	
淺	精	開	四	先	平	精	山		t	in	3		tʰ	in	35		tʰ	in	35	
痊	清	合	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
詮	清	合	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
銓	清	合	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
拴	清	合	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
全	從	合	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
泉	從	合	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
前	從	開	四	先	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
錢	從	開	三	仙A	平	精	山		t	in	2		tʰ	in	22		tʰ	in	22	
青	清	開	四	青	平	精	梗		t	ing	1		tʰ	ɪŋ	23		tʰ	ɛeŋ	23	
蜻	精	開	三	清A	平	精	梗		t	ing	1		tʰ	ɪŋ	23		tʰ	ɛeŋ	23	
清	清	開	三	清A	平	精	梗		t	ing	1		tʰ	ɪŋ	23		tʰ	ɛeŋ	23	
請	從	開	三	清A	平	精	梗		t	ing	3		tʰ	ɪŋ	35		tʰ	ɛeŋ	35	
情	從	開	三	清A	平	精	梗		t	ing	2		tʰ	ɪŋ	22		tʰ	ɛeŋ	22	
晴	從	開	三	清A	平	精	梗		t	ing	2		tʰ	ɪŋ	22		tʰ	ɛeŋ	22	
切	清	開	四	先	入	精	山		t	it	7		tʰ	it	23		tʰ	it	23	急切
錯	清	開	一	唐	入	精	宕		t	o	1		tʰ	ɔ	23		tʰ	ɔ	23	
挫	精	合	一	歌	去	精	果		t	o	1		tʰ	ɔ	23		tʰ	ɔ	23	
搓	清	開	一	歌	平	精	果		t	o	1		tʰ	ɔ	23		tʰ	ɔ	23	
磋	清	開	一	歌	平	精	果		t	o	1		tʰ	ɔ	23		tʰ	ɔ	23	
蹉	清	開	一	歌	平	精	果		t	o	1		tʰ	ɔ	23		tʰ	ɔ	23	
坐	從	合	一	歌	上	精	果		t	o	1		tʰ	ɔ	23		tʰ	ɔ	23	
妻	清	開	四	齊	平	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
萋	清	開	四	齊	平	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
淒	清	開	四	齊	平	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
悽	清	開	四	齊	平	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
砌	清	開	四	齊	去	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
切	清	開	四	齊	去	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	一切
棲	心	開	四	齊	平	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
沏	清	開	四	先	入	精	山		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
蔡	清	開	一	泰	去	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
菜	清	開	一	咍	去	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
塞	心	開	一	咍	去	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	塞外
賽	心	開	一	咍	去	精	蟹		t	oi	1		tʰ	ɔi	23		tʰ	ɔj	23	
采	清	開	一	咍	上	精	蟹		t	oi	3		tʰ	ɔi	35		tʰ	ɔj	35	
採	清	開	一	咍	上	精	蟹		t	oi	3		tʰ	ɔi	35		tʰ	ɔj	35	
彩	清	開	一	咍	上	精	蟹		t	oi	3		tʰ	ɔi	35		tʰ	ɔj	35	
綵	清	開	一	咍	上	精	蟹		t	oi	3		tʰ	ɔi	35		tʰ	ɔj	35	
齊	從	開	四	齊	平	精	蟹		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	整齊
隋	邪	合	三	支A	平	精	止		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	
隨	邪	合	三	支A	平	精	止		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	
才	從	開	一	咍	平	精	蟹		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	
材	從	開	一	咍	平	精	蟹		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	
財	從	開	一	咍	平	精	蟹		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	
裁	從	開	一	咍	平	精	蟹		t	oi	2		tʰ	ɔi	22		tʰ	ɔj	22	
倉	清	開	一	唐	平	精	宕		t	ong	1		tʰ	ɔŋ	23		tʰ	ɔŋ	23	
蒼	清	開	一	唐	平	精	宕		t	ong	1		tʰ	ɔŋ	23		tʰ	ɔŋ	23	
滄	清	開	一	唐	平	精	宕		t	ong	1		tʰ	ɔŋ	23		tʰ	ɔŋ	23	
庠	邪	開	三	陽	平	精	宕		t	ong	2		tʰ	ɔŋ	22		tʰ	ɔŋ	22	
祥	邪	開	三	陽	平	精	宕		t	ong	2		tʰ	ɔŋ	22		tʰ	ɔŋ	22	
翔	邪	開	三	陽	平	精	宕		t	ong	2		tʰ	ɔŋ	22		tʰ	ɔŋ	22	
藏	從	開	一	唐	平	精	宕		t	ong	2		tʰ	ɔŋ	22		tʰ	ɔŋ	22	收藏
湊	清	開	一	侯	去	精	流		t	ou	1		tʰ	ou	23		tʰ	ou	23	
醋	清	開	一	模	去	精	遇		t	ou	1		tʰ	ou	23		tʰ	ou	23	
厝	清	開	一	模	去	精	遇		t	ou	1		tʰ	ou	23		tʰ	ou	23	
措	清	開	一	模	去	精	遇		t	ou	1		tʰ	ou	23		tʰ	ou	23	
錯	清	開	一	模	去	精	遇		t	ou	1		tʰ	ou	23		tʰ	ou	23	同“措”
聚									t	ou	1		tʰ	ou	23		tʰ	ou	23	聚錢，存錢
粗	從	開	一	模	上	精	遇		t	ou	1		tʰ	ou	23		tʰ	ou	23	
娶									t	ou	3		tʰ	ou	35		tʰ	ou	35	娶老婆、娶新婦
醋	清	開	一	模	去	精	遇		t	u	1		tʰ	u	23		tʰ	u	23	又音
厝	清	開	一	模	去	精	遇		t	u	1		tʰ	u	23		tʰ	u	23	又音
措	清	開	一	模	去	精	遇		t	u	1		tʰ	u	23		tʰ	u	23	又音
錯	清	開	一	模	去	精	遇		t	u	1		tʰ	u	23		tʰ	u	23	同“措”，又音
粗	從	開	一	模	上	精	遇		t	u	1		tʰ	u	23		tʰ	u	23	又音
娶									t	u	3		tʰ	u	35		tʰ	u	35	娶老婆、娶新婦，又音
脆	清	合	三	祭A	去	精	蟹		t	ui	1		tʰ	ui	23		tʰ	uj	23	
翠	清	合	三	脂A	去	精	止		t	ui	1		tʰ	ui	23		tʰ	uj	23	
蛆	清	開	三	魚	平	精	遇		t	ui	1		tʰ	ui	23		tʰ	uj	23	
趨	清	合	三	虞	平	精	遇		t	ui	1		tʰ	ui	23		tʰ	uj	23	
趣	清	開	一	侯	上	精	流		t	ui	1		tʰ	ui	23		tʰ	uj	23	
崔	清	合	一	灰	平	精	蟹		t	ui	1		tʰ	ui	23		tʰ	uj	23	
催	清	合	一	灰	平	精	蟹		t	ui	1		tʰ	ui	23		tʰ	uj	23	
璀	清	合	一	灰	上	精	蟹		t	ui	1		tʰ	ui	23		tʰ	uj	23	
摧	從	合	一	灰	平	精	蟹		t	ui	1		tʰ	ui	23		tʰ	uj	23	
取	清	合	三	虞	上	精	遇		t	ui	3		tʰ	ui	35		tʰ	uj	35	
娶	心	合	三	虞	平	精	遇		t	ui	3		tʰ	ui	35		tʰ	uj	35	
隋	邪	合	三	支A	平	精	止		t	ui	2		tʰ	ui	22		tʰ	uj	22	
隨	邪	合	三	支A	平	精	止		t	ui	2		tʰ	ui	22		tʰ	uj	22	
徐	邪	開	三	魚	平	精	遇		t	ui	2		tʰ	ui	22		tʰ	uj	22	
蹙	精	開	三	東	入	精	通		t	uk	6		tʰ	ʊk	35		tʰ	ʊk	35	
蹴	清	開	三	東	入	精	通		t	uk	6		tʰ	ʊk	35		tʰ	ʊk	35	
蓄	曉	開	三	東	入	影	通		t	uk	6		tʰ	ʊk	35		tʰ	ʊk	35	
促	清	開	三	鍾	入	精	通		t	uk	6		tʰ	ʊk	35		tʰ	ʊk	35	
簇	清	開	一	東	入	精	通		t	uk	6		tʰ	ʊk	35		tʰ	ʊk	35	
速	心	開	一	東	入	精	通		t	uk	6		tʰ	ʊk	35		tʰ	ʊk	35	
囪	清	開	一	東	平	精	通		t	ung	1		tʰ	ʊŋ	23		tʰ	ɔoŋ	23	
蔥	清	開	一	東	平	精	通		t	ung	1		tʰ	ʊŋ	23		tʰ	ɔoŋ	23	
聰	清	開	一	東	平	精	通		t	ung	1		tʰ	ʊŋ	23		tʰ	ɔoŋ	23	
松	邪	開	三	鍾	平	精	通		t	ung	2		tʰ	ʊŋ	22		tʰ	ɔoŋ	22	
從	從	開	三	鍾	平	精	通		t	ung	2		tʰ	ʊŋ	22		tʰ	ɔoŋ	22	
叢	從	開	一	東	平	精	通		t	ung	2		tʰ	ʊŋ	22		tʰ	ɔoŋ	22	
醋	清	開	一	模	去	精	遇		t	uo	1		tʰ	uɔ	23		tʰ	uɵ	23	又音
厝	清	開	一	模	去	精	遇		t	uo	1		tʰ	uɔ	23		tʰ	uɵ	23	又音
措	清	開	一	模	去	精	遇		t	uo	1		tʰ	uɔ	23		tʰ	uɵ	23	又音
錯	清	開	一	模	去	精	遇		t	uo	1		tʰ	uɔ	23		tʰ	uɵ	23	同“措”，又音
粗	從	開	一	模	上	精	遇		t	uo	1		tʰ	uɔ	23		tʰ	uɵ	23	又音
娶									t	uo	3		tʰ	uɔ	35		tʰ	uɵ	35	娶老婆、娶新婦，又音
竄	清	合	一	寒	去	精	山		t	uan	3		tʰ	uan	35		tʰ	ʊᴀn	35	
撮	精	合	一	寒	入	精	山		t	uat	7		tʰ	uat	23		tʰ	ʊᴀt	23	
划	匣	合	二	麻	平	影	假		w	a	1		w	a	23		w	ᴀ	23	划船
譁	曉	合	二	麻	平	影	假		w	a	1		w	a	23		w	ᴀ	23	
窪	影	合	二	麻	平	影	假		w	a	1		w	a	23		w	ᴀ	23	
蛙	影	合	二	佳	平	影	蟹		w	a	1		w	a	23		w	ᴀ	23	
娃	影	開	二	佳	平	影	蟹		w	a	1		w	a	23		w	ᴀ	23	
哇	影	開	二	佳	平	影	蟹		w	a	1		w	a	23		w	ᴀ	23	
嘩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		w	a	1		w	a	23		w	ᴀ	23	
華	匣	合	二	麻	平	影	假		w	a	2		w	a	22		w	ᴀ	22	中華
樺	匣	合	二	麻	平	影	假		w	a	2		w	a	22		w	ᴀ	22	
嘩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		w	a	2		w	a	22		w	ᴀ	22	
華	匣	合	二	麻	去	影	假		w	a	4		w	a	31		w	ᴀ	31	華山
話	匣	合	二	夬	去	影	蟹		w	a	4		w	a	31		w	ᴀ	31	
畫	匣	合	二	佳	去	影	蟹		w	a	4		w	a	31		w	ᴀ	31	
歪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		w	ai	1		w	ai	23		w	ᴀj	23	
淮	匣	合	二	皆	平	影	蟹		w	ai	2		w	ai	22		w	ᴀj	22	
槐	匣	合	二	皆	平	影	蟹		w	ai	2		w	ai	22		w	ᴀj	22	
懷	匣	合	二	皆	平	影	蟹		w	ai	2		w	ai	22		w	ᴀj	22	
踝	匣	合	二	麻	上	影	假		w	ai	2		w	ai	21		w	ᴀj	21	
壞	見	合	二	皆	去	見	蟹		w	ai	4		w	ai	31		w	ᴀj	31	
畫	匣	合	二	耕	入	影	梗		w	ak	8		w	ak	31		w	ᴀk	31	畫圖
劃	匣	合	二	耕	入	影	梗		w	ak	8		w	ak	31		w	ᴀk	31	
或	匣	合	一	登	入	影	曾		w	ak	8		w	ak	31		w	ᴀk	31	
惑	匣	合	一	登	入	影	曾		w	ak	8		w	ak	31		w	ᴀk	31	
挽	明	合	三	元	上	幫	山		w	an	1		w	an	23		w	ᴀn	23	
輓	明	合	三	元	上	幫	山		w	an	1		w	an	23		w	ᴀn	23	
彎	影	合	二	刪	平	影	山		w	an	1		w	an	23		w	ᴀn	23	
灣	影	合	二	刪	平	影	山		w	an	1		w	an	23		w	ᴀn	23	
玩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		w	an	3		w	an	35		w	ᴀn	35	去玩
灣	影	合	二	刪	平	影	山		w	an	2		w	an	22		w	ᴀn	22	南灣，地名
寰	匣	合	二	刪	平	影	山		w	an	2		w	an	22		w	ᴀn	22	
環	匣	合	二	刪	平	影	山		w	an	2		w	an	22		w	ᴀn	22	
鬟	匣	合	二	刪	平	影	山		w	an	2		w	an	22		w	ᴀn	22	
頑	疑	合	二	刪	平	見	山		w	an	2		w	an	22		w	ᴀn	22	頑固
還	匣	合	二	刪	平	影	山		w	an	2		w	an	22		w	ᴀn	22	
嬛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		w	an	2		w	an	22		w	ᴀn	22	嫏嬛
幻	匣	合	二	山	去	影	山		w	an	4		w	an	31		w	ᴀn	31	
患	匣	合	二	刪	去	影	山		w	an	4		w	an	31		w	ᴀn	31	
