單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定
砲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	au	1		pʰ	au	23		pʰ	ᴀw	23
泡									p	au	1		pʰ	au	23		pʰ	ᴀw	23
跑	並	開	二	肴	平	幫	效		p	au	3		pʰ	au	45		pʰ	ᴀw	45
咆	並	開	二	肴	平	幫	效		p	au	2		pʰ	au	21		pʰ	ᴀw	21
刨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	au	2		pʰ	au	21		pʰ	ᴀw	21
批	滂	開	四	齊	平	幫	蟹		p	aei	1		pʰ	ɐi	23		pʰ	ɐi	23
啪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	aek	5		pʰ	ɐk	45		pʰ	ɐk	45
柏	幫	開	二	庚	入	幫	梗		p	aek	5		pʰ	ɐk	45		pʰ	ɐk	45
柏	幫	開	二	庚	入	幫	梗		p	aek	6		pʰ	ɐk	23		pʰ	ɐk	23
拍	滂	開	二	庚	入	幫	梗		p	aek	6		pʰ	ɐk	23		pʰ	ɐk	23
珀	滂	開	二	庚	入	幫	梗		p	aek	6		pʰ	ɐk	23		pʰ	ɐk	23
魄	滂	開	二	庚	入	幫	梗		p	aek	6		pʰ	ɐk	23		pʰ	ɐk	23
帕	明	開	二	刪	入	幫	山		p	aek	6		pʰ	ɐk	23		pʰ	ɐk	23
噴	滂	合	一	魂	平	幫	臻		p	aen	1		pʰ	ɐn	23		pʰ	ɐn	23
頻	並	開	三	真A	平	幫	臻		p	aen	2		pʰ	ɐn	21		pʰ	ɐn	21
貧	並	開	三	真B	平	幫	臻		p	aen	2		pʰ	ɐn	21		pʰ	ɐn	21
瀕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	aen	2		pʰ	ɐn	21		pʰ	ɐn	21
烹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	aeng	1		pʰ	ɐŋ	23		pʰ	ɐŋ	23
馮	並	開	三	蒸	平	幫	曾		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
憑	並	開	三	蒸	平	幫	曾		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
彭	並	開	二	庚	平	幫	梗		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
棚	並	開	二	庚	平	幫	梗		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
澎	並	開	二	庚	平	幫	梗		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
膨	並	開	二	庚	平	幫	梗		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
棒	並	開	二	江	上	幫	江		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
朋	並	開	一	登	平	幫	曾		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
鵬	並	開	一	登	平	幫	曾		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
硼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	aeng	2		pʰ	ɐŋ	21		pʰ	ɐŋ	21
匹	滂	開	三	真A	入	幫	臻		p	aet	5		pʰ	ɐt	45		pʰ	ɐt	45
媲	滂	開	四	齊	去	幫	蟹		p	ei	1		pʰ	ei	23		pʰ	ej	23
婢	並	開	三	支A	上	幫	止		p	ei	1		pʰ	ei	23		pʰ	ej	23
譬	滂	開	三	支A	去	幫	止		p	ei	1		pʰ	ei	23		pʰ	ej	23
披	滂	開	三	支B	平	幫	止		p	ei	1		pʰ	ei	23		pʰ	ej	23
屁	滂	開	三	脂A	去	幫	止		p	ei	1		pʰ	ei	23		pʰ	ej	23
婢	並	開	四	支A	上	幫	止		p	ei	3		pʰ	ei	45		pʰ	ej	45
鄙	幫	開	三	脂B	上	幫	止		p	ei	3		pʰ	ei	45		pʰ	ej	45
否	並	開	三	脂B	上	幫	止		p	ei	3		pʰ	ei	45		pʰ	ej	45
圮	並	開	三	脂B	上	幫	止		p	ei	3		pʰ	ei	45		pʰ	ej	45
脾	並	開	三	支A	平	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
皮	並	開	三	支B	平	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
疲	並	開	三	支B	平	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
被	並	開	三	支B	上	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
枇	並	開	三	脂A	平	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
琵	並	開	三	脂A	平	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
邳	並	開	三	脂B	平	幫	止		p	ei	2		pʰ	ei	21		pʰ	ej	21
踢									p	iak	6		pʰ	iɐk	23		pʰ	ɪɐk	23
平	並	開	三	清A	平	章	梗		p	iang	2		pʰ	iɐŋ	21		pʰ	ɪɐŋ	21
瓶	並	開	三	清A	平	章	梗		p	iang	2		pʰ	iɐŋ	21		pʰ	ɪɐŋ	21
劈	滂	開	四	青	入	幫	梗		p	ik	5		pʰ	ɪk	45		pʰ	ɛek	45
霹	滂	開	四	青	入	幫	梗		p	ik	5		pʰ	ɪk	45		pʰ	ɛek	45
闢	並	開	三	清A	入	幫	梗		p	ik	5		pʰ	ɪk	45		pʰ	ɛek	45
僻	滂	開	三	清A	入	幫	梗		p	ik	5		pʰ	ɪk	45		pʰ	ɛek	45
蝙	幫	開	四	先	平	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
編	幫	開	四	先	平	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
遍	幫	開	四	先	去	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
片	滂	開	四	先	去	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
扁	滂	開	三	仙A	平	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
偏	滂	開	三	仙A	平	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
篇	滂	開	三	仙A	平	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
翩	滂	開	三	仙A	平	幫	山		p	in	1		pʰ	in	23		pʰ	in	23
騙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	in	1		pʰ	in	23		pʰ	in	23
胼	並	開	四	先	平	幫	山		p	in	2		pʰ	in	21		pʰ	in	21
便	並	開	三	仙A	平	幫	山		p	in	2		pʰ	in	21		pʰ	in	21
併	幫	開	三	清A	上	幫	梗		p	ing	1		pʰ	ɪŋ	23		pʰ	ɛeŋ	23
聘	滂	開	三	清A	去	幫	梗		p	ing	1		pʰ	ɪŋ	23		pʰ	ɛeŋ	23
拼	幫	開	二	耕	平	幫	梗		p	ing	1		pʰ	ɪŋ	23		pʰ	ɛeŋ	23
砰	滂	開	二	耕	平	幫	梗		p	ing	1		pʰ	ɪŋ	23		pʰ	ɛeŋ	23
屏	並	開	四	青	平	幫	梗		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
瓶	並	開	四	青	平	幫	梗		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
萍	並	開	四	青	平	幫	梗		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
坪	並	開	三	庚	平	幫	梗		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
評	並	開	三	庚	平	幫	梗		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
平	並	開	三	仙A	平	幫	山		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
蘋	並	開	三	真A	平	幫	臻		p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
秤									p	ing	2		pʰ	ɪŋ	21		pʰ	ɛeŋ	21
瞥	滂	開	四	先	入	幫	山		p	it	6		pʰ	it	23		pʰ	it	23
撇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	it	6		pʰ	it	23		pʰ	it	23
飄	並	開	三	宵A	平	幫	效		p	iu	1		pʰ	iu	23		pʰ	iw	23
漂	滂	開	三	宵A	平	幫	效		p	iu	1		pʰ	iu	23		pʰ	iw	23
票	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	iu	1		pʰ	iu	23		pʰ	iw	23
瓢	並	開	三	宵A	平	幫	效		p	iu	2		pʰ	iu	21		pʰ	iw	21
瞟	滂	開	三	宵A	平	幫	效		p	iu	2		pʰ	iu	21		pʰ	iw	21
破	滂	開	一	歌	去	幫	果		p	o	1		pʰ	ɔ	23		pʰ	ɔ	23
跛	幫	開	一	歌	上	幫	果		p	o	3		pʰ	ɔ	45		pʰ	ɔ	45
頗	滂	開	一	歌	平	幫	果		p	o	3		pʰ	ɔ	45		pʰ	ɔ	45
婆	並	開	一	歌	平	幫	果		p	o	2		pʰ	ɔ	21		pʰ	ɔ	21
璞	滂	開	二	江	入	幫	江		p	ok	6		pʰ	ɔk	23		pʰ	ɔk	23
樸	並	開	一	模	平	幫	遇		p	ok	6		pʰ	ɔk	23		pʰ	ɔk	23
撲	滂	開	一	東	入	幫	通		p	ok	6		pʰ	ɔk	23		pʰ	ɔk	23
粕	滂	開	一	唐	入	幫	宕		p	ok	6		pʰ	ɔk	23		pʰ	ɔk	23
魄	透	開	一	唐	入	端	宕		p	ok	6		pʰ	ɔk	23		pʰ	ɔk	23
龐	並	開	二	江	平	幫	江		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
蚌	並	開	二	江	上	幫	江		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
膀	並	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
傍	並	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
彷	並	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
旁	並	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
螃	並	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
徬	並	開	一	唐	去	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
磅	滂	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
滂	滂	開	一	唐	平	幫	宕		p	ong	2		pʰ	ɔŋ	21		pʰ	ɔŋ	21
鋪	滂	合	三	虞	平	幫	遇		p	ou	1		pʰ	ou	23		pʰ	ow	23
抱	並	開	一	豪	上	幫	效		p	ou	1		pʰ	ou	23		pʰ	ow	23
泡									p	ou	1		pʰ	ou	23		pʰ	ow	23
抱	並	開	一	豪	上	幫	效		p	ou	3		pʰ	ou	45		pʰ	ow	45
甫	幫	合	三	虞	上	幫	遇		p	ou	3		pʰ	ou	45		pʰ	ow	45
脯	幫	合	三	虞	上	幫	遇		p	ou	3		pʰ	ou	45		pʰ	ow	45
圃	幫	開	一	模	上	幫	遇		p	ou	3		pʰ	ou	45		pʰ	ow	45
譜	幫	開	一	模	上	幫	遇		p	ou	3		pʰ	ou	45		pʰ	ow	45
浦	滂	開	一	模	上	幫	遇		p	ou	3		pʰ	ou	45		pʰ	ow	45
普	滂	開	一	模	上	幫	遇		p	ou	3		pʰ	ou	45		pʰ	ow	45
婦									p	ou	2		pʰ	ou	21		pʰ	ow	21
匍	並	開	一	模	平	幫	遇		p	ou	2		pʰ	ou	21		pʰ	ow	21
菩	並	開	一	模	平	幫	遇		p	ou	2		pʰ	ou	21		pʰ	ow	21
蒲	並	開	一	模	平	幫	遇		p	ou	2		pʰ	ou	21		pʰ	ow	21
葡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	ou	2		pʰ	ou	21		pʰ	ow	21
袍	並	開	一	豪	平	幫	效		p	ou	2		pʰ	ou	21		pʰ	ow	21
倍	並	合	二	灰	上	幫	蟹		p	ui	1		pʰ	ui	23		pʰ	uj	23
沛	幫	開	一	泰	去	幫	蟹		p	ui	1		pʰ	ui	23		pʰ	uj	23
佩	並	合	一	灰	去	幫	蟹		p	ui	1		pʰ	ui	23		pʰ	uj	23
珮	並	合	一	灰	去	幫	蟹		p	ui	1		pʰ	ui	23		pʰ	uj	23
配	滂	合	一	灰	去	幫	蟹		p	ui	1		pʰ	ui	23		pʰ	uj	23
坏	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	ui	1		pʰ	ui	23		pʰ	uj	23
胚	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	ui	1		pʰ	ui	23		pʰ	uj	23
徘	並	合	一	灰	平	幫	蟹		p	ui	2		pʰ	ui	21		pʰ	uj	21
陪	並	合	一	灰	平	幫	蟹		p	ui	2		pʰ	ui	21		pʰ	uj	21
培	並	合	一	灰	平	幫	蟹		p	ui	2		pʰ	ui	21		pʰ	uj	21
倍	並	合	一	灰	上	幫	蟹		p	ui	2		pʰ	ui	21		pʰ	uj	21
蓓	並	合	一	灰	上	幫	蟹		p	ui	2		pʰ	ui	21		pʰ	uj	21
賠	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	ui	2		pʰ	ui	21		pʰ	uj	21
仆									p	uk	7		pʰ	ʊk	32		pʰ	ɔok	32
仆									p	uk	5		pʰ	ʊk	45		pʰ	ɔok	45
拚	幫	合	三	文	去	幫	臻		p	un	1		pʰ	un	23		pʰ	un	23
潘	滂	開	一	寒	平	幫	山		p	un	1		pʰ	un	23		pʰ	un	23
判	滂	開	一	寒	去	幫	山		p	un	1		pʰ	un	23		pʰ	un	23
蟠	並	合	三	元	平	幫	山		p	un	2		pʰ	un	21		pʰ	un	21
盆	並	合	一	魂	平	幫	臻		p	un	2		pʰ	un	21		pʰ	un	21
盤	並	開	一	寒	平	幫	山		p	un	2		pʰ	un	21		pʰ	un	21
蹣	並	開	一	寒	平	幫	山		p	un	2		pʰ	un	21		pʰ	un	21
胖	滂	開	一	寒	去	幫	山		p	un	2		pʰ	un	21		pʰ	un	21
碰	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	ung	1		pʰ	ʊŋ	23		pʰ	ɔoŋ	23
捧	滂	合	三	鍾	上	幫	通		p	ung	3		pʰ	ʊŋ	45		pʰ	ɔoŋ	45
蓬	並	開	一	東	平	幫	通		p	ung	2		pʰ	ʊŋ	21		pʰ	ɔoŋ	21
篷	並	開	一	東	平	幫	通		p	ung	2		pʰ	ʊŋ	21		pʰ	ɔoŋ	21
潑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		p	ut	6		pʰ	ut	23		pʰ	ut	23
沙	生	開	二	麻	平	莊	假		s	a	1		s	a	23		s	ᴀ	23
砂	生	開	二	麻	平	莊	假		s	a	1		s	a	23		s	ᴀ	23
紗	生	開	二	麻	平	莊	假		s	a	1		s	a	23		s	ᴀ	23
鯊	生	開	二	麻	平	莊	假		s	a	1		s	a	23		s	ᴀ	23
卅	心	開	一	覃	入	精	咸		s	a	1		s	a	23		s	ᴀ	23
莎	心	合	一	歌	平	精	果		s	a	1		s	a	23		s	ᴀ	23
灑	生	開	三	支B	上	莊	止		s	a	3		s	a	45		s	ᴀ	45
耍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	a	3		s	a	45		s	ᴀ	45
殺	生	開	二	皆	去	莊	蟹		s	ai	1		s	ai	23		s	ᴀj	23
晒	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ai	1		s	ai	23		s	ᴀj	23
徙	心	開	三	支A	上	精	止		s	ai	3		s	ai	45		s	ᴀj	45
舐	船	開	三	支A	上	章	止		s	ai	3		s	ai	45		s	ᴀj	45
衫	生	開	二	銜	平	莊	咸		s	am	1		s	am	23		s	ᴀm	23
參	心	開	一	談	平	精	咸		s	am	1		s	am	23		s	ᴀm	23
三	心	開	一	談	平	精	咸		s	am	1		s	am	23		s	ᴀm	23
栓	生	合	三	仙B	平	莊	山		s	an	1		s	an	23		s	ᴀn	23
拴	生	合	二	山	平	莊	山		s	an	1		s	an	23		s	ᴀn	23
山	生	開	二	山	平	莊	山		s	an	1		s	an	23		s	ᴀn	23
刪	生	開	二	刪	平	莊	山		s	an	1		s	an	23		s	ᴀn	23
訕	生	開	二	刪	平	莊	山		s	an	1		s	an	23		s	ᴀn	23
姍	心	開	一	寒	平	精	山		s	an	1		s	an	23		s	ᴀn	23
珊	心	開	一	寒	平	精	山		s	an	1		s	an	23		s	ᴀn	23
跚	心	開	一	寒	平	精	山		s	an	1		s	an	23		s	ᴀn	23
散	心	開	一	寒	去	精	山		s	an	1		s	an	23		s	ᴀn	23
傘	心	開	一	寒	上	精	山		s	an	1		s	an	23		s	ᴀn	23
柵	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	an	1		s	an	23		s	ᴀn	23
散	心	開	一	寒	上	精	山		s	an	3		s	an	45		s	ᴀn	45
潺	崇	開	二	山	平	莊	山		s	an	2		s	an	21		s	ᴀn	21
圾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	ap	5		s	ap	45		s	ᴀp	45
澀	生	開	三	侵B	入	莊	深		s	ap	6		s	ap	23		s	ᴀp	23
霎	生	開	三	鹽B	入	莊	咸		s	ap	6		s	ap	23		s	ᴀp	23
殺	生	開	二	山	入	莊	山		s	at	6		s	at	23		s	ᴀt	23
煞	生	開	二	山	入	莊	山		s	at	6		s	at	23		s	ᴀt	23
薩	心	開	一	寒	入	精	山		s	at	6		s	at	23		s	ᴀt	23
撒	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	at	6		s	at	23		s	ᴀt	23
剎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	at	6		s	at	23		s	ᴀt	23
哨	心	開	三	宵A	平	精	效		s	au	1		s	au	23		s	ᴀw	23
梢	生	開	二	肴	平	莊	效		s	au	1		s	au	23		s	ᴀw	23
稍	生	開	二	肴	去	莊	效		s	au	3		s	au	45		s	ᴀw	45
嘶	心	開	四	齊	平	精	蟹		s	aei	1		s	ɐi	23		s	ɐi	23
西	心	開	四	齊	平	精	蟹		s	aei	1		s	ɐi	23		s	ɐi	23
犀	心	開	四	齊	平	精	蟹		s	aei	1		s	ɐi	23		s	ɐi	23
細	心	開	四	齊	去	精	蟹		s	aei	1		s	ɐi	23		s	ɐi	23
世	書	開	三	祭A	去	章	蟹		s	aei	1		s	ɐi	23		s	ɐi	23
勢	書	開	三	祭A	去	章	蟹		s	aei	1		s	ɐi	23		s	ɐi	23
篩	生	開	三	脂B	平	莊	止		s	aei	1		s	ɐi	23		s	ɐi	23
婿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aei	1		s	ɐi	23		s	ɐi	23
璽	心	開	四	支A	上	精	止		s	aei	3		s	ɐi	45		s	ɐi	45
洗	心	開	四	齊	上	精	蟹		s	aei	3		s	ɐi	45		s	ɐi	45
使	生	開	三	之	上	莊	止		s	aei	3		s	ɐi	45		s	ɐi	45
駛	生	開	三	之	上	莊	止		s	aei	3		s	ɐi	45		s	ɐi	45
逝	常	開	三	祭A	去	章	蟹		s	aei	4		s	ɐi	32		s	ɐi	32
誓	常	開	三	祭A	去	章	蟹		s	aei	4		s	ɐi	32		s	ɐi	32
噬	常	開	三	祭A	去	章	蟹		s	aei	4		s	ɐi	32		s	ɐi	32
側	莊	開	四	蒸	入	莊	曾		s	aek	5		s	ɐk	45		s	ɐk	45
塞	心	開	一	登	入	精	曾		s	aek	5		s	ɐk	45		s	ɐk	45
沁	清	開	三	侵A	去	精	深		s	aem	1		s	ɐm	23		s	ɐm	23
心	心	開	三	侵A	平	精	深		s	aem	1		s	ɐm	23		s	ɐm	23
深	書	開	三	侵A	平	章	深		s	aem	1		s	ɐm	23		s	ɐm	23
參	生	開	三	侵B	平	莊	深		s	aem	1		s	ɐm	23		s	ɐm	23
森	生	開	三	侵B	平	莊	深		s	aem	1		s	ɐm	23		s	ɐm	23
滲	生	開	三	侵B	去	莊	深		s	aem	1		s	ɐm	23		s	ɐm	23
審	書	開	三	侵A	上	章	深		s	aem	3		s	ɐm	45		s	ɐm	45
沈	澄	開	三	侵B	平	知	深		s	aem	3		s	ɐm	45		s	ɐm	45
嬸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aem	3		s	ɐm	45		s	ɐm	45
忱	常	開	三	侵A	平	章	深		s	aem	2		s	ɐm	21		s	ɐm	21
涔	崇	開	三	侵B	平	莊	深		s	aem	2		s	ɐm	21		s	ɐm	21
岑	崇	開	三	侵B	平	莊	侵		s	aem	2		s	ɐm	22		s	ɐm	22
甚	常	開	三	侵A	上	章	深		s	aem	4		s	ɐm	32		s	ɐm	32
葚	船	開	三	侵A	上	章	深		s	aem	4		s	ɐm	32		s	ɐm	32
什									s	aem	4		s	ɐm	32		s	ɐm	32
殉	邪	合	三	真A	去	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
詢	心	合	三	真A	平	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
舜	書	合	三	真A	去	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
瞬	書	合	三	真A	去	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
辛	心	開	三	真A	平	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
新	心	開	三	真A	平	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
薪	心	開	三	真A	平	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
信	心	開	三	真A	去	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
迅	心	開	三	真A	去	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
訊	心	開	三	真A	去	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
申	書	開	三	真A	平	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
伸	書	開	三	真A	平	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
身	書	開	三	真A	平	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
呻	書	開	三	真A	平	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
紳	書	開	三	真A	平	章	臻		s	aen	1		s	ɐn	23		s	ɐn	23
遜	心	合	一	魂	去	精	臻		s	aen	1		s	ɐn	23		s	ɐn	23
筍	心	合	三	真A	上	精	臻		s	aen	3		s	ɐn	45		s	ɐn	45
馴	邪	合	三	真A	平	精	臻		s	aen	2		s	ɐn	21		s	ɐn	21
純	常	合	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
淳	常	合	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
醇	常	合	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
鶉	常	合	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
脣	船	合	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
臣	常	開	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
辰	常	開	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
宸	常	開	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
晨	常	開	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
神	船	開	三	真A	平	章	臻		s	aen	2		s	ɐn	21		s	ɐn	21
順	船	合	三	真A	去	章	臻		s	aen	4		s	ɐn	32		s	ɐn	32
慎	常	開	三	真A	去	章	臻		s	aen	4		s	ɐn	32		s	ɐn	32
腎	常	開	三	真A	上	章	臻		s	aen	4		s	ɐn	32		s	ɐn	32
生	生	開	二	庚	平	莊	梗		s	aeng	1		s	ɐŋ	23		s	ɐŋ	23
牲	生	開	二	庚	平	莊	梗		s	aeng	1		s	ɐŋ	23		s	ɐŋ	23
笙	生	開	二	庚	平	莊	梗		s	aeng	1		s	ɐŋ	23		s	ɐŋ	23
甥	生	開	二	庚	平	莊	梗		s	aeng	1		s	ɐŋ	23		s	ɐŋ	23
擤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aeng	1		s	ɐŋ	23		s	ɐŋ	23
省	生	開	三	庚	上	莊	梗		s	aeng	3		s	ɐŋ	45		s	ɐŋ	45
十	常	開	三	侵A	入	章	深		s	aep	7		s	ɐp	32		s	ɐp	32
拾	常	開	三	侵A	入	章	深		s	aep	7		s	ɐp	32		s	ɐp	32
溼	書	開	三	侵A	入	章	深		s	aep	5		s	ɐp	45		s	ɐp	45
濕	書	開	三	侵A	入	章	深		s	aep	5		s	ɐp	45		s	ɐp	45
膝	心	開	三	真A	入	精	臻		s	aep	5		s	ɐp	45		s	ɐp	45
朮	船	合	三	真A	入	章	臻		s	aet	7		s	ɐt	32		s	ɐt	32
述	船	合	三	真A	入	章	臻		s	aet	7		s	ɐt	32		s	ɐt	32
術	船	合	三	真A	入	章	臻		s	aet	7		s	ɐt	32		s	ɐt	32
實	船	開	三	真A	入	章	臻		s	aet	7		s	ɐt	32		s	ɐt	32
戌	心	合	三	真A	入	精	臻		s	aet	5		s	ɐt	45		s	ɐt	45
恤	心	合	三	真A	入	精	臻		s	aet	5		s	ɐt	45		s	ɐt	45
失	書	開	三	真A	入	章	臻		s	aet	5		s	ɐt	45		s	ɐt	45
室	書	開	三	真A	入	章	臻		s	aet	5		s	ɐt	45		s	ɐt	45
率	生	合	三	真B	入	莊	臻		s	aet	5		s	ɐt	45		s	ɐt	45
帥	生	合	三	真B	入	莊	臻		s	aet	5		s	ɐt	45		s	ɐt	45
蟀	生	合	三	真B	入	莊	臻		s	aet	5		s	ɐt	45		s	ɐt	45
瑟	生	開	三	臻	入	莊	臻		s	aet	5		s	ɐt	45		s	ɐt	45
蝨	生	開	三	臻	入	莊	臻		s	aet	5		s	ɐt	45		s	ɐt	45
窣	心	合	一	魂	入	精	臻		s	aet	5		s	ɐt	45		s	ɐt	45
摔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aet	5		s	ɐt	45		s	ɐt	45
嗽	心	開	一	侯	去	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
修	心	開	三	尤	平	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
脩	心	開	三	尤	平	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
羞	心	開	三	尤	平	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
宿	心	開	三	尤	去	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
秀	心	開	三	尤	去	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
繡	心	開	三	尤	去	精	流		s	aeu	1		s	ɐu	23		s	ɐu	23
琇	以	開	三	尤	上	以	流		s	aeu	1		s	ɐu	23		s	ɐu	23
收	書	開	三	尤	平	章	流		s	aeu	1		s	ɐu	23		s	ɐu	23
狩	書	開	三	尤	去	章	流		s	aeu	1		s	ɐu	23		s	ɐu	23
颼	生	開	三	尤	平	莊	流		s	aeu	1		s	ɐu	23		s	ɐu	23
瘦	生	開	三	尤	去	莊	流		s	aeu	1		s	ɐu	23		s	ɐu	23
獸	書	開	三	尤	去	章	流		s	aeu	1		s	ɐu	23		s	ɐu	23
饈	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aeu	1		s	ɐu	23		s	ɐu	23
鏽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aeu	1		s	ɐu	23		s	ɐu	23
嗖	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		s	aeu	1		s	ɐu	23		s	ɐu	23
擻									s	aeu	1		s	ɐu	23		s	ɐu	23
