读音	字目	备注	声调符号	
kʰiap4	夹			
kʰiap4	狭			
ŋiap2	嗫			
ŋiap2	镊			
ŋiap2	摄			
ŋiap4	业			
iap4	叶			
iap4	页			
sep2	涩			
sip4	辑			
sip4	习			
sip4	袭			
kip2	级			
kip2	给			
ʃɿp2	湿			
pat2	钵			
pat2	拨			
pʰat2	泼			
pʰat4	钹			
mat2	袜			
fat2	阔			
fat2	发			
fat2	发			
fat4	罚			
tʰat4	达			
lat2	癞			
tsat2	扎			
sat2	萨			
sat2	杀			
pʰet4	别			
met2	觅			
met4	灭			
fet4	获			
tʰet2	铁			
net2	讫			
tset2	则			
tset2	侧			
tsʰet2	测			
tsʰet4	绝			
tsʰet4	贼			
tsʰet4	泽			
tʃʰet2	辙			
ʃet2	设			
tsiet2	节			
kiet2	蝎			
kiet2	结			
kiet2	洁			
kiet2	决			
kiet2	诀			
kiet2	国			
kʰiet4	杰			
ŋiet4	热			
iet4	悦			
iet4	阅			
iet4	粤			
pit2	笔			
pit2	毕			
pʰit2	辟			
tʰit4	敌			
lit4	历			
tsit2	鲫			
tsit2	责			
tsit2	积			
tsit2	绩			
sit2	虱			
sit2	啬			
sit2	释			
kit2	击			
kʰit4	极			
it4	译			
tʃɿt2	执			
tʃɿt2	质			
tʃɿt2	织			
tʃɿt2	职			
tʃʰɿt2	掷			
tʃʰɿt4	蛰			
tʃʰɿt4	侄			
ʃɿt2	识			
ʃɿt2	饰			
ʃɿt2	适			
ʃɿt4	实			
ʃɿt4	蚀			
pot2	发			
tʰot2	脱			
tʰot4	夺			
ʃot2	说			
hot2	辖			
mut4	没			
fut2	佛			
tʰʰut4	秃			
ʃut4	术			
mak2	脉			
mak4	麦			
vak4	划			
tʰak4	籴			
lak4	历			
tsʰak2	册			
tsʰak4	择			
tsʰak4	栅			
tʃak2	只			
hak2	吓			
ak2	轭			
tsiak2	迹			
tsʰiak4	席			
siak2	鹊			
siak2	锡			
kʰiak2	剧			
ŋiak2	额			
tsʰɿk2	浊			
sɿk2	肃			
sɿk2	缩			
pok2	剥			
pok2	驳			
pʰok2	朴			
pʰok4	扑			
vok4	镬			
tʰok2	托			
tʰok4	择			
nok2	诺			
lok2	骆			
lok4	络			
lok4	乐			
tsʰok4	凿			
tʃok2	着			
tʃʰok4	着			
ʃok2	绰			
kok2	阁			
kok2	搁			
kok2	觉			
kʰok2	扩			
kʰok2	确			
hok4	鹤			
hok4	学			
ok2	恶			
pʰiok4	缚			
kiok2	脚			
kʰiok2	却			
ŋiok2	疟			
iok2	约			
iok2	跃			
iok4	药			
puk2	讣			
pʰuk4	仆			
fuk2	复			
fuk4	复			
tuk2	笃			
tʰuk4	独			
tʰuk4	读			
tʰuk4	牍			
tʰuk4	犊			
luk2	禄			
tʃuk2	筑			
tʃuk2	烛			
tʃuk2	嘱			
tʃʰuk2	触			
tʃʰuk4	浊			
tʃʰuk4	轴			
ʃuk4	赎			
ʃuk4	属			
kuk2	谷			
liuk4	陆			
liuk4	绿			
liuk4	录			
siuk4	续			
kʰiuk2	曲			
ŋiuk4	岳			
ŋiuk4	狱			
iuk4	欲			
