繁体	简体	声母	韵母	聲調	拼音无调	拼音	IPA	备注		
旁	旁	p	ong	2	pong	pong2	pʰɔŋ²¹			
螃	螃	p	aang	2	paang	paang2	pʰaŋ²¹			
龐	庞	p	ong	2	pong	pong2	pʰɔŋ²¹			
胖	胖	b	un	6	bun	bun6	pun³²			
拋	抛	p	aau	1h	paau	paau1h	pʰau⁵⁵			
刨	刨	p	aau	2	paau	paau2	pʰau²¹			
袍	袍	p	ou	2	pou	pou2	pʰou²¹			
麅	狍	p	aau	2	paau	paau2	pʰau²¹			
泡	泡	p	aau	1h	paau	paau1h	pʰau⁵⁵			
炮	炮	p	aau	5	paau	paau5	pʰau²⁴			
肧	肧	p	ei	1h	pei	pei1h	pʰei⁵⁵			
陪	陪	p	ui	2	pui	pui2	pʰui²¹			
培	培	p	ui	2	pui	pui2	pʰui²¹			
裴	裴	p	ui	2	pui	pui2	pʰui²¹			
沛	沛	p	ui	5	pui	pui5	pʰui²⁴			
佩	佩	p	ui	5	pui	pui5	pʰui²⁴			
配	配	p	ui	5	pui	pui5	pʰui²⁴			
轡	辔	b	ai	6	bai	bai6	pɐi³²			
噴	喷	p	ang	5	pang	pang5	pʰɐŋ²⁴			
盆	盆	p	un	2	pun	pun2	pʰun²¹			
朋	朋	p	aang	2	paang	paang2	pʰaŋ²¹			
彭	彭	p	aeng	2	paeng	paeng2	pʰæŋ²¹			
棚	棚	p	aeng	2	paeng	paeng2	pʰæŋ²¹			
蓬	蓬	p	ung	2	pung	pung2	pʰʊŋ²¹			
篷	篷	f	ung	2	fung	fung2	fʊŋ²¹			
膨	膨	p	aeng	2	paeng	paeng2	pʰæŋ²¹			
捧	捧	b	ung	3	bung	bung3	pʊŋ¹¹			
丕	丕	p	ai	1h	pai	pai1h	pʰɐi⁵⁵			
批	批	p	ai	1	pai	pai1	pʰɐi³⁵			
批	批	p	ai	1h	pai	pai1h	pʰɐi⁵⁵			
披	披	p	ai	1h	pai	pai1h	pʰɐi⁵⁵			
劈	劈	p	iaa	1	piaa	piaa1	pʰia³⁵			
皮	皮	p	ai	2	pai	pai2	pʰɐi²¹			
枇	枇	p	ai	2	pai	pai2	pʰɐi²¹			
疲	疲	p	ai	2	pai	pai2	pʰɐi²¹			
琵	琵	p	ai	2	pai	pai2	pʰɐi²¹			
脾	脾	p	ai	2	pai	pai2	pʰɐi²¹			
蠯	蠯	p	ong	3	pong	pong3	pʰɔŋ¹¹			
匹	匹	p	aq	8	paq	paq8	pʰɐʔ²¹¹			
屁	屁	p	ai	5	pai	pai5	pʰɐi²⁴			
辟	辟	p	eq	7	peq	peq7	pʰeʔ⁵⁵			
僻	僻	p	eq	7	peq	peq7	pʰeʔ⁵⁵			
譬	譬	b	ai	6	bai	bai6	pɐi³²			
闢	辟	p	eq	7	peq	peq7	pʰeʔ⁵⁵			
偏	偏	p	ing	1h	ping	ping1h	pʰiŋ⁵⁵			
篇	篇	p	ing	1h	ping	ping1h	pʰiŋ⁵⁵			
片	片	p	ing	5	ping	ping5	pʰiŋ²⁴			
騙	骗	p	ing	5	ping	ping5	pʰiŋ²⁴			
漂	漂	p	iu	1h	piu	piu1h	pʰiu⁵⁵			
飄	飘	p	iu	1h	piu	piu1h	pʰiu⁵⁵			
嫖	嫖	p	iu	2	piu	piu2	pʰiu²¹			
瓢	瓢	p	iu	2	piu	piu2	pʰiu²¹			
票	票	p	iu	5	piu	piu5	pʰiu²⁴			
撇	撇	p	ie	1	pie	pie1	pʰie³⁵			
拚	拚	p	eng	1	peng	peng1	pʰeŋ³⁵			
拼	拼	p	eng	1	peng	peng1	pʰeŋ³⁵			
姘	姘	p	eng	1	peng	peng1	pʰeŋ³⁵			
貧	贫	p	ang	2	pang	pang2	pʰɐŋ²¹			
頻	频	p	ang	2	pang	pang2	pʰɐŋ²¹			
品	品	b	ang	3	bang	bang3	pɐŋ¹¹			
聘	聘	p	eng	5	peng	peng5	pʰeŋ²⁴			
平	平	p	eng	2	peng	peng2	pʰeŋ²¹			
坪	坪	p	eng	2	peng	peng2	pʰeŋ²¹			
屏	屏	p	eng	2	peng	peng2	pʰeŋ²¹			
瓶	瓶	p	eng	2	peng	peng2	pʰeŋ²¹			
萍	萍	p	eng	2	peng	peng2	pʰeŋ²¹			
蓱	蓱	p	eng	2	peng	peng2	pʰeŋ²¹			
缾	缾	p	eng	2	peng	peng2	pʰeŋ²¹			
評	评	p	eng	2	peng	peng2	pʰeŋ²¹			
憑	凭	p	ang	2	pang	pang2	pʰɐŋ²¹			
坡	坡	b	o	1h	bo	bo1h	pɔ⁵⁵			
婆	婆	p	o	2	po	po2	pʰɔ²¹			
迫	迫	b	eq	7	beq	beq7	peʔ⁵⁵			
敀	敀	b	eq	7	beq	beq7	peʔ⁵⁵			
破	破	p	o	5	po	po5	pʰɔ²⁴			
魄	魄	p	ae	1	pae	pae1	pʰæ³⁵			
頗	颇	b	o	1	bo	bo1	pɔ³⁵			
剖	剖	f	au	3	fau	fau3	fɐu¹¹			
撲	扑	p	o	1	po	po1	pʰɔ³⁵			
鋪	铺	p	ou	5	pou	pou5	pʰou²⁴	店~。		
鋪	铺	p	ou	1h	pou	pou1h	pʰou⁵⁵	~设。		
仆	仆	p	uq	7	puq	puq7	pʰʊʔ⁵⁵	倒。		
菩	菩	p	ou	2	pou	pou2	pʰou²¹			
脯	脯	p	ou	3	pou	pou3	pʰou¹¹	杏~。		
脯	脯	p	ou	2	pou	pou2	pʰou²¹	胸~。		
蒲	蒲	p	ou	2	pou	pou2	pʰou²¹			
䔕	䔕	p	ou	2	pou	pou2	pʰou²¹			
僕	仆	b	o	1	bo	bo1	pɔ³⁵			
朴	朴	p	oq	8	poq	poq8	pʰɔʔ²¹¹			
浦	浦	p	ou	3	pou	pou3	pʰou¹¹			
普	普	p	ou	3	pou	pou3	pʰou¹¹			
暜	暜	t	ai	5	tai	tai5	tʰɐi²⁴			
樸	朴	p	oq	8	poq	poq8	pʰɔʔ²¹¹			
譜	谱	p	ou	3	pou	pou3	pʰou¹¹			
瀑	瀑	b	ou	6	bou	bou6	pou³²			
曝	曝	b	ou	6	bou	bou6	pou³²			
七	七	c	aq	7	caq	caq7	tsʰɐʔ⁵⁵			
妻	妻	c	ai	1	cai	cai1	tsʰɐi³⁵			
妻	妻	c	ai	1h	cai	cai1h	tsʰɐi⁵⁵			
柒	柒	c	aq	7	caq	caq7	tsʰɐʔ⁵⁵			
栖	栖	c	aai	2	caai	caai2	tsʰai²¹			
戚	戚	c	eq	7	ceq	ceq7	tsʰeʔ⁵⁵			
期	期	k	ai	2	kai	kai2	kʰɐi²¹			
欺	欺	h	ai	1	hai	hai1	hɐi³⁵			
欺	欺	h	ai	1h	hai	hai1h	hɐi⁵⁵			
棲	栖	c	aai	2	caai	caai2	tsʰai²¹			
漆	漆	c	aq	7	caq	caq7	tsʰɐʔ⁵⁵			
祁	祁	k	ai	2	kai	kai2	kʰɐi²¹			
岐	岐	k	ai	2	kai	kai2	kʰɐi²¹			
其	其	k	ai	2	kai	kai2	kʰɐi²¹			
奇	奇	k	ai	2	kai	kai2	kʰɐi²¹			
祈	祈	k	ai	2	kai	kai2	kʰɐi²¹			
畦	畦	kw	ai	2	kwai	kwai2	kʷʰɐi²¹			
棊	棊	k	ai	2	kai	kai2	kʰɐi²¹			
碁	碁	k	ai	2	kai	kai2	kʰɐi²¹			
齊	齐	c	ai	2	cai	cai2	tsʰɐi²¹			
旗	旗	k	ai	2	kai	kai2	kʰɐi²¹			
騎	骑	k	ai	2	kai	kai2	kʰɐi²¹			
櫀	櫀	k	ai	2	kai	kai2	kʰɐi²¹			
臍	脐	c	i	2	ci	ci2	tsʰi²¹			
鰭	鳍	k	ai	2	kai	kai2	kʰɐi²¹			
乞	乞	h	aq	7	haq	haq7	hɐʔ⁵⁵			
企	企	k	ai	3	kai	kai3	kʰɐi¹¹			
杞	杞	g	ai	1	gai	gai1	kɐi³⁵			
启	启	k	ai	3	kai	kai3	kʰɐi¹¹			
起	起	h	ai	3	hai	hai3	hɐi¹¹			
豈	岂	k	ai	3	kai	kai3	kʰɐi¹¹			
啟	启	k	ai	3	kai	kai3	kʰɐi¹¹			
汽	汽	k	ai	2	kai	kai2	kʰɐi²¹			
炁	炁	h	ai	5	hai	hai5	hɐi²⁴			
泣	泣	j	aaq	7	jaaq	jaaq7	jaʔ⁵⁵			
契	契	k	ai	5	kai	kai5	kʰɐi²⁴	~约。		
砌	砌	c	ai	5	cai	cai5	tsʰɐi²⁴			
氣	气	h	ai	5	hai	hai5	hɐi²⁴			
訖	讫	h	aq	7	haq	haq7	hɐʔ⁵⁵			
棄	弃	h	ai	5	hai	hai5	hɐi²⁴			
器	器	h	ai	5	hai	hai5	hɐi²⁴			
薺	荠	c	ai	1	cai	cai1	tsʰɐi³⁵			
薺	荠	c	ai	1h	cai	cai1h	tsʰɐi⁵⁵			
掐	掐	c	iaa	1	ciaa	ciaa1	tsʰia³⁵			
洽	洽	h	aaq	8	haaq	haaq8	haʔ²¹¹			
恰	恰	h	aaq	8	haaq	haaq8	haʔ²¹¹			
千	千	c	ing	1	cing	cing1	tsʰiŋ³⁵			
千	千	c	ing	1h	cing	cing1h	tsʰiŋ⁵⁵			
臤	臤	j	ing	2	jing	jing2	jiŋ²¹			
牽	牵	h	ing	1	hing	hing1	hiŋ³⁵			
牽	牵	h	ing	1h	hing	hing1h	hiŋ⁵⁵			
鈆	鈆	j	ong	2	jong	jong2	jɔŋ²¹			
鉛	铅	j	ong	2	jong	jong2	jɔŋ²¹			
遷	迁	c	ing	1	cing	cing1	tsʰiŋ³⁵			
遷	迁	c	ing	1h	cing	cing1h	tsʰiŋ⁵⁵			
謙	谦	h	ing	1h	hing	hing1h	hiŋ⁵⁵			
籤	签	c	ing	1	cing	cing1	tsʰiŋ³⁵			
前	前	c	ing	2	cing	cing2	tsʰiŋ²¹			
歬	歬	c	ing	2	cing	cing2	tsʰiŋ²¹			
虔	虔	k	iong	2	kiong	kiong2	kʰiɔŋ²¹			
乾	干	g	un	1	gun	gun1	kun³⁵	~湿。		
乾	干	g	un	1h	gun	gun1h	kun⁵⁵	~湿。		
乾	乾	k	iong	2	kiong	kiong2	kʰiɔŋ²¹	~坤。		
鉗	钳	k	ing	2	king	king2	kʰiŋ²¹			
箝	箝	k	ing	2	king	king2	kʰiŋ²¹			
潛	潜	c	ing	2	cing	cing2	tsʰiŋ²¹			
錢	钱	c	ing	2	cing	cing2	tsʰiŋ²¹			
淺	浅	c	ing	3	cing	cing3	tsʰiŋ¹¹			
遣	遣	h	ing	3	hing	hing3	hiŋ¹¹			
欠	欠	h	ing	5	hing	hing5	hiŋ²⁴			
嵌	嵌	g	aang	1	gaang	gaang1	kaŋ³⁵			
歉	歉	h	ie	1	hie	hie1	hie³⁵			
羌	羌	g	iong	1	giong	giong1	kiɔŋ³⁵			
羌	羌	g	iong	1h	giong	giong1h	kiɔŋ⁵⁵			
猐	猐	g	iong	1	giong	giong1	kiɔŋ³⁵			
猐	猐	g	iong	1h	giong	giong1h	kiɔŋ⁵⁵			
腔	腔	h	ong	1h	hong	hong1h	hɔŋ⁵⁵			
槍	枪	c	iong	1h	ciong	ciong1h	tsʰiɔŋ⁵⁵			
羫	羫	h	ong	1h	hong	hong1h	hɔŋ⁵⁵			
墻	墙	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
廧	廧	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
牆	墙	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
搶	抢	c	iong	3	ciong	ciong3	tsʰiɔŋ¹¹			
摤	摤	c	iong	3	ciong	ciong3	tsʰiɔŋ¹¹			
悄	悄	c	iu	1h	ciu	ciu1h	tsʰiu⁵⁵			
敲	敲	h	aau	1	haau	haau1	hau³⁵			
敲	敲	h	aau	1h	haau	haau1h	hau⁵⁵			
鍫	锹	c	iu	1h	ciu	ciu1h	tsʰiu⁵⁵			
喬	乔	g	iu	1h	giu	giu1h	kiu⁵⁵			
僑	侨	k	iu	2	kiu	kiu2	kʰiu²¹			
蕎	荞	k	iu	2	kiu	kiu2	kʰiu²¹			
橋	桥	k	iu	2	kiu	kiu2	kʰiu²¹			
樵	樵	c	iu	1	ciu	ciu1	tsʰiu³⁵			
巧	巧	h	aau	3	haau	haau3	hau¹¹			
俏	俏	c	iu	5	ciu	ciu5	tsʰiu²⁴			
鞘	鞘	s	aau	1h	saau	saau1h	sau⁵⁵			
竅	窍	k	iu	5	kiu	kiu5	kʰiu²⁴			
切	切	c	ie	1	cie	cie1	tsʰie³⁵			
茄	茄	k	io	1h	kio	kio1h	kʰiɔ⁵⁵			
且	且	c	iaa	3	ciaa	ciaa3	tsʰia¹¹			
妾	妾	c	ie	1	cie	cie1	tsʰie³⁵			
怯	怯	h	ie	1	hie	hie1	hie³⁵			
侵	侵	c	ang	1h	cang	cang1h	tsʰɐŋ⁵⁵			
寴	寴	c	ang	1h	cang	cang1h	tsʰɐŋ⁵⁵			
芹	芹	k	ang	2	kang	kang2	kʰɐŋ²¹			
秦	秦	c	ang	2	cang	cang2	tsʰɐŋ²¹			
捦	捦	k	ang	2	kang	kang2	kʰɐŋ²¹			
琴	琴	k	ang	2	kang	kang2	kʰɐŋ²¹			
禽	禽	k	ang	2	kang	kang2	kʰɐŋ²¹			
勤	勤	k	ang	2	kang	kang2	kʰɐŋ²¹			
擒	擒	k	ang	2	kang	kang2	kʰɐŋ²¹			
梫	梫	z	ang	3	zang	zang3	tsɐŋ¹¹			
寢	寝	z	ang	3	zang	zang3	tsɐŋ¹¹			
搇	揿	g	ang	6	gang	gang6	kɐŋ³²			
撳	揿	g	ang	6	gang	gang6	kɐŋ³²			
青	青	c	eng	1h	ceng	ceng1h	tsʰeŋ⁵⁵	文读。		
青	青	c	iaang	1	ciaang	ciaang1	tsʰiaŋ³⁵	白读。		
卿	卿	h	eng	1h	heng	heng1h	heŋ⁵⁵			
清	清	c	eng	1	ceng	ceng1	tsʰeŋ³⁵			
清	清	c	eng	1h	ceng	ceng1h	tsʰeŋ⁵⁵			
傾	倾	k	eng	1h	keng	keng1h	kʰeŋ⁵⁵			
輕	轻	h	eng	1h	heng	heng1h	heŋ⁵⁵	文读。		
輕	轻	h	iaang	1	hiaang	hiaang1	hiaŋ³⁵	白读。		
蜻	蜻	c	eng	1h	ceng	ceng1h	tsʰeŋ⁵⁵			
情	情	c	eng	2	ceng	ceng2	tsʰeŋ²¹			
晴	晴	c	eng	2	ceng	ceng2	tsʰeŋ²¹			
擎	擎	k	eng	2	keng	keng2	kʰeŋ²¹			
頃	顷	k	eng	3	keng	keng3	kʰeŋ¹¹			
請	请	c	eng	3	ceng	ceng3	tsʰeŋ¹¹			
慶	庆	h	eng	5	heng	heng5	heŋ²⁴			
磬	磬	h	eng	1h	heng	heng1h	heŋ⁵⁵			
親	亲	c	ang	1h	cang	cang1h	tsʰɐŋ⁵⁵			
窮	穷	k	ung	2	kung	kung2	kʰʊŋ²¹			
瓊	琼	k	eng	2	keng	keng2	kʰeŋ²¹			
丘	丘	j	au	1h	jau	jau1h	jɐu⁵⁵			
丠	丠	j	au	1h	jau	jau1h	jɐu⁵⁵			
秋	秋	c	au	1h	cau	cau1h	tsʰɐu⁵⁵			
秌	秌	c	au	1h	cau	cau1h	tsʰɐu⁵⁵			
鞦	秋	c	au	1h	cau	cau1h	tsʰɐu⁵⁵			
囚	囚	c	au	2	cau	cau2	tsʰɐu²¹			
求	求	k	au	2	kau	kau2	kʰɐu²¹			
泅	泅	c	au	2	cau	cau2	tsʰɐu²¹	游水。		
球	球	k	au	2	kau	kau2	kʰɐu²¹			
屈	屈	w	aq	7	waq	waq7	wɐʔ⁵⁵			
區	区	k	ui	1h	kui	kui1h	kʰui⁵⁵			
蛆	蛆	z	iu	2	ziu	ziu2	tsiu²¹			
敺	驱	k	ui	1h	kui	kui1h	kʰui⁵⁵			
趨	趋	c	ui	1h	cui	cui1h	tsʰui⁵⁵			
麯	曲	k	uq	7	kuq	kuq7	kʰʊʔ⁵⁵			
驅	驱	k	ui	1h	kui	kui1h	kʰui⁵⁵			
渠	渠	k	ui	2	kui	kui2	kʰui²¹			
瞿	瞿	k	ui	2	kui	kui2	kʰui²¹			
曲	曲	k	uq	7	kuq	kuq7	kʰʊʔ⁵⁵			
取	取	c	ui	3	cui	cui3	tsʰui¹¹			
娶	娶	c	ui	3	cui	cui3	tsʰui¹¹			
去	去	h	ui	5	hui	hui5	hui²⁴			
趣	趣	c	ui	5	cui	cui5	tsʰui²⁴			
圈	圈	h	iong	1	hiong	hiong1	hiɔŋ³⁵	圆~。		
圈	圈	h	iong	1h	hiong	hiong1h	hiɔŋ⁵⁵	圆~。		
圈	圈	h	iong	1h	hiong	hiong1h	hiɔŋ⁵⁵	猪~。		
棬	桊	h	iong	1	hiong	hiong1	hiɔŋ³⁵			
棬	桊	h	iong	1h	hiong	hiong1h	hiɔŋ⁵⁵			
全	全	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
泉	泉	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
拳	拳	g	iong	2	giong	giong2	kiɔŋ²¹			
權	权	k	iong	2	kiong	kiong2	kʰiɔŋ²¹			
顴	颧	k	iong	2	kiong	kiong2	kʰiɔŋ²¹			
犬	犬	h	iong	3	hiong	hiong3	hiɔŋ¹¹			
券	券	h	iong	5	hiong	hiong5	hiɔŋ²⁴			
勸	劝	h	iong	5	hiong	hiong5	hiɔŋ²⁴			
炔	炔	gw	ai	5	gwai	gwai5	kʷɐi²⁴			
缺	缺	k	io	1	kio	kio1	kʰiɔ³⁵			
却	却	k	io	1	kio	kio1	kʰiɔ³⁵			
卻	却	k	io	1	kio	kio1	kʰiɔ³⁵			
雀	雀	c	io	1	cio	cio1	tsʰiɔ³⁵			
碻	碻	k	o	1	ko	ko1	kʰɔ³⁵			
確	确	k	o	1	ko	ko1	kʰɔ³⁵			
鵲	鹊	c	io	1	cio	cio1	tsʰiɔ³⁵			
羣	羣	kw	ang	2	kwang	kwang2	kʷʰɐŋ²¹			
群	群	kw	ang	2	kwang	kwang2	kʷʰɐŋ²¹			
然	然	j	ing	2	jing	jing2	jiŋ²¹			
燃	燃	j	ing	2	jing	jing2	jiŋ²¹			
冉	冉	j	ing	3	jing	jing3	jiŋ¹¹			
染	染	j	ing	3	jing	jing3	jiŋ¹¹			
蹨	蹨	j	ing	3	jing	jing3	jiŋ¹¹			
瓤	瓤	n	ong	2	nong	nong2	nɔŋ²¹			
壤	壤	j	ong	3	jong	jong3	jɔŋ¹¹			
攘	攘	j	ong	3	jong	jong3	jɔŋ¹¹			
讓	让	j	ong	6	jong	jong6	jɔŋ³²			
橈	桡	j	iu	2	jiu	jiu2	jiu²¹	桨。		
饒	饶	j	iu	2	jiu	jiu2	jiu²¹			
擾	扰	j	iu	3	jiu	jiu3	jiu¹¹			
繞	绕	j	iu	3	jiu	jiu3	jiu¹¹			
惹	惹	j	aa	3	jaa	jaa3	ja¹¹			
熱	热	j	eq	8	jeq	jeq8	jeʔ²¹¹			
人	人	j	ang	2	jang	jang2	jɐŋ²¹			
壬	壬	j	ang	2	jang	jang2	jɐŋ²¹			
仁	仁	j	ang	2	jang	jang2	jɐŋ²¹			
忍	忍	j	ang	3	jang	jang3	jɐŋ¹¹			
刃	刃	j	ang	5	jang	jang5	jɐŋ²⁴			
任	任	j	ang	2	jang	jang2	jɐŋ²¹	姓。		
任	任	j	ang	6	jang	jang6	jɐŋ³²	责~。		
韌	韧	j	ang	5	jang	jang5	jɐŋ²⁴			
絍	纴	j	ang	6	jang	jang6	jɐŋ³²			
認	认	j	ang	6	jang	jang6	jɐŋ³²			
扔	扔	j	ang	2	jang	jang2	jɐŋ²¹			
仍	仍	j	ang	2	jang	jang2	jɐŋ²¹			
日	日	j	iq	8	jiq	jiq8	jiʔ²¹¹			
戎	戎	j	ung	2	jung	jung2	jʊŋ²¹			
茸	茸	j	ung	2	jung	jung2	jʊŋ²¹			
狨	狨	j	ung	2	jung	jung2	jʊŋ²¹			
容	容	j	ung	2	jung	jung2	jʊŋ²¹			
絨	绒	j	ung	2	jung	jung2	jʊŋ²¹			
蓉	蓉	j	ung	2	jung	jung2	jʊŋ²¹			
榮	荣	j	eng	2	jeng	jeng2	jeŋ²¹			
融	融	j	ung	2	jung	jung2	jʊŋ²¹			
鎔	镕	j	ung	2	jung	jung2	jʊŋ²¹			
冗	冗	j	ung	2	jung	jung2	jʊŋ²¹			
宂	宂	j	ung	2	jung	jung2	jʊŋ²¹			
氄	氄	j	ung	3	jung	jung3	jʊŋ¹¹			
柔	柔	j	au	2	jau	jau2	jɐu²¹			
揉	揉	j	au	2	jau	jau2	jɐu²¹			
肉	肉	j	uq	8	juq	juq8	jʊʔ²¹¹			
如	如	j	yu	2	jyu	jyu2	jy²¹			
儒	儒	j	yu	2	jyu	jyu2	jy²¹			
汝	汝	j	yu	3	jyu	jyu3	jy¹¹			
乳	乳	j	ui	3	jui	jui3	jui¹¹			
辱	辱	j	uq	8	juq	juq8	jʊʔ²¹¹			
入	入	j	aq	8	jaq	jaq8	jɐʔ²¹¹			
褥	褥	j	uq	8	juq	juq8	jʊʔ²¹¹			
阮	阮	j	ong	3	jong	jong3	jɔŋ¹¹			
軟	软	j	ong	3	jong	jong3	jɔŋ¹¹			
媆	媆	n	iong	5	niong	niong5	niɔŋ²⁴			
輭	软	j	ong	3	jong	jong3	jɔŋ¹¹			
蘂	蘂	j	ui	1h	jui	jui1h	jui⁵⁵			
瑞	瑞	s	ui	6	sui	sui6	sui³²			
銳	锐	j	ui	5	jui	jui5	jui²⁴			
閏	闰	j	ang	6	jang	jang6	jɐŋ³²			
潤	润	j	ang	6	jang	jang6	jɐŋ³²			
若	若	j	oq	8	joq	joq8	jɔʔ²¹¹			
弱	弱	j	oq	8	joq	joq8	jɔʔ²¹¹			
洒	洒	s	ai	3	sai	sai3	sɐi¹¹			
柿	柿	s	ai	3	sai	sai3	sɐi¹¹			
撒	撒	s	ae	1	sae	sae1	sæ³⁵			
灑	洒	s	aa	3	saa	saa3	sa¹¹			
灑	洒	s	aa	5	saa	saa5	sa²⁴			
灑	洒	s	aa	1	saa	saa1	sa³⁵			
薩	萨	s	ae	1	sae	sae1	sæ³⁵			
塞	塞	s	aq	7	saq	saq7	sɐʔ⁵⁵			
鰓	鳃	s	ui	1h	sui	sui1h	sui⁵⁵			
賽	赛	c	ui	5	cui	cui5	tsʰui²⁴			
三	三	s	aang	1	saang	saang1	saŋ³⁵			
三	三	s	aang	1h	saang	saang1h	saŋ⁵⁵			
弎	弎	s	aang	1	saang	saang1	saŋ³⁵			
弎	弎	s	aang	1h	saang	saang1h	saŋ⁵⁵			
傘	伞	s	aeng	5	saeng	saeng5	sæŋ²⁴			
散	散	s	aeng	5	saeng	saeng5	sæŋ²⁴			
桒	桒	s	ong	1h	song	song1h	sɔŋ⁵⁵			
桑	桑	s	ong	1h	song	song1h	sɔŋ⁵⁵			
喪	丧	s	ong	1	song	song1	sɔŋ³⁵	婚~。		
喪	丧	s	ong	5	song	song5	sɔŋ²⁴	~失。		
嗓	嗓	s	ong	1h	song	song1h	sɔŋ⁵⁵			
騷	骚	s	ou	1h	sou	sou1h	sou⁵⁵			
掃	扫	s	ou	5	sou	sou5	sou²⁴			
嫂	嫂	s	ou	3	sou	sou3	sou¹¹			
埽	埽	s	ou	5	sou	sou5	sou²⁴			
臊	臊	s	ou	1h	sou	sou1h	sou⁵⁵			
色	色	s	eq	7	seq	seq7	seʔ⁵⁵			
瑟	瑟	s	aq	7	saq	saq7	sɐʔ⁵⁵			
嗇	啬	s	eq	7	seq	seq7	seʔ⁵⁵			
歰	歰	g	ieq	8	gieq	gieq8	kieʔ²¹¹			
澁	涩	g	ieq	8	gieq	gieq8	kieʔ²¹¹			
澀	涩	g	ieq	8	gieq	gieq8	kieʔ²¹¹			
森	森	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
僧	僧	z	ang	1h	zang	zang1h	tsɐŋ⁵⁵			
沙	沙	s	aa	1	saa	saa1	sa³⁵			
沙	沙	s	aa	1h	saa	saa1h	sa⁵⁵			
砂	砂	s	aa	1	saa	saa1	sa³⁵			
砂	砂	s	aa	1h	saa	saa1h	sa⁵⁵			
莎	莎	s	aa	1h	saa	saa1h	sa⁵⁵			
殺	杀	s	aa	1	saa	saa1	sa³⁵			
紗	纱	s	aa	1h	saa	saa1h	sa⁵⁵			
傻	傻	s	o	2	so	so2	sɔ²¹			
廈	厦	h	aa	6	haa	haa6	ha³²			
篩	筛	s	ai	1h	sai	sai1h	sɐi⁵⁵			
曬	晒	s	aai	5	saai	saai5	sai²⁴			
山	山	s	aeng	1	saeng	saeng1	sæŋ³⁵			
山	山	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
杉	杉	c	aang	1	caang	caang1	tsʰaŋ³⁵			
杉	杉	c	aang	1h	caang	caang1h	tsʰaŋ⁵⁵			
刪	删	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
衫	衫	s	aang	1h	saang	saang1h	saŋ⁵⁵			
珊	珊	s	aeng	1h	saeng	saeng1h	sæŋ⁵⁵			
檆	檆	c	aang	1	caang	caang1	tsʰaŋ³⁵			
檆	檆	c	aang	1h	caang	caang1h	tsʰaŋ⁵⁵			
陝	陕	s	ing	3	sing	sing3	siŋ¹¹			
閃	闪	s	ing	3	sing	sing3	siŋ¹¹			
疝	疝	s	aeng	5	saeng	saeng5	sæŋ²⁴			
扇	扇	s	ing	2	sing	sing2	siŋ²¹			
善	善	s	ing	6	sing	sing6	siŋ³²			
膳	膳	s	ing	6	sing	sing6	siŋ³²			
譱	譱	s	ing	6	sing	sing6	siŋ³²			
商	商	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
傷	伤	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
賞	赏	s	iong	3	siong	siong3	siɔŋ¹¹			
丄	丄	s	iong	6	siong	siong6	siɔŋ³²			
上	上	s	iong	6	siong	siong6	siɔŋ³²			
尚	尚	s	iong	6	siong	siong6	siɔŋ³²			
裳	裳	s	iong	2	siong	siong2	siɔŋ²¹			
捎	捎	s	aau	1h	saau	saau1h	sau⁵⁵			
梢	梢	s	aau	1h	saau	saau1h	sau⁵⁵			
稍	稍	s	aau	3	saau	saau3	sau¹¹			
燒	烧	s	iu	1	siu	siu1	siu³⁵			
燒	烧	s	iu	1h	siu	siu1h	siu⁵⁵			
勺	勺	s	io	1	sio	sio1	siɔ³⁵			
芍	芍	c	io	1	cio	cio1	tsʰiɔ³⁵			
韶	韶	s	iu	2	siu	siu2	siu²¹			
少	少	s	iu	3	siu	siu3	siu¹¹	多~。		
少	少	s	iu	5	siu	siu5	siu²⁴	~年。		
笑	笑	s	iu	5	siu	siu5	siu²⁴			
邵	邵	s	iu	5	siu	siu5	siu²⁴			
紹	绍	s	iu	5	siu	siu5	siu²⁴			
潲	潲	s	aau	5	saau	saau5	sau²⁴			
奢	奢	c	iaa	1h	ciaa	ciaa1h	tsʰia⁵⁵			
賖	賖	s	iaa	1h	siaa	siaa1h	sia⁵⁵			
舌	舌	s	ie	1	sie	sie1	sie³⁵			
蛇	蛇	s	iaa	2	siaa	siaa2	sia²¹			
舍	舍	s	iaa	3	siaa	siaa3	sia¹¹			
舍	舍	s	iaa	5	siaa	siaa5	sia²⁴			
捨	舍	s	iaa	3	siaa	siaa3	sia¹¹			
社	社	s	iaa	3	siaa	siaa3	sia¹¹			
射	射	s	iaa	6	siaa	siaa6	sia³²			
涉	涉	s	ie	1	sie	sie1	sie³⁵			
赦	赦	s	iaa	6	siaa	siaa6	sia³²			
設	设	c	ie	1	cie	cie1	tsʰie³⁵			
