ID	汉字	注释	拼音	声母	韵母	声调
2448	奩		niam5	n	iam	5
2449	斂		niam6	n	iam	6
2450	斂		niam2	n	iam	2
2453	殮		niam6	n	iam	6
2454	尖		tsiam1	ts	iam	1
2455	殲		siam1	s	iam	1
2456	殲		tshiam1	tsh	iam	1
2457	籤		tshiam1	tsh	iam	1
2458	簽		tshiam1	tsh	iam	1
2459	僉		tshiam1	tsh	iam	1
2460	潛		tshiam5	tsh	iam	5
2461	漸		tsiam6	ts	iam	6
2462	暹		siam5	s	iam	5
2463	纖	纤维	tshiam1	tsh	iam	1
2464	纖	纤细	siam1	s	iam	1
2465	纖	纤夫	tshiang1	tsh	iang	1
2466	沾		tiam1	t	iam	1
2467	沾	触碰	tam1	t	am	1
2468	沾	俗读	niam1	n	iam	1
2469	粘		niam1	n	iam	1
2470	粘		niam5	n	iam	5
2471	粘	粘米	tsiam1	ts	iam	1
2472	瞻		tsiam1	ts	iam	1
2473	佔		tsiam3	ts	iam	3
2474	占		tsiam3	ts	iam	3
2475	占	占陇，普宁地名	tsiam1	ts	iam	1
2476	陝		siam2	s	iam	2
2477	閃		siam2	s	iam	2
2478	贍		siam7	s	iam	7
2479	染	文读	dziam2	dz	iam	2
2480	染	白读	ni2	n	i	2
2481	冉		dziam2	dz	iam	2
2482	檢		kiam2	k	iam	2
2483	臉		liang2	l	iang	2
2484	鉗	文读	khiam5	kh	iam	5
2485	鉗	白读	khinn5	kh	inn	5
2486	儉		khiam6	kh	iam	6
2487	驗		ngiam7	ng	iam	7
2488	險		hiam2	h	iam	2
2489	淹	文读	iam1		iam	1
2490	淹	白读	im1		im	1
2491	閹		iam1		iam	1
2492	掩		iam2		iam	2
2493	厭		iam3		iam	3
2494	厭	替字，本字“斁”？	ia3		ia	3
2495	炎		iam7		iam	7
2496	炎		iam6		iam	6
2497	鹽		iam5		iam	5
2498	鹽	腌	sinn7	s	inn	7
2499	閻		ngiam5	ng	iam	5
2500	檐	文读	siam5	s	iam	5
2501	檐	白读	tsinn5	ts	inn	5
2502	艷		iam6		iam	6
2503	焰		iam6		iam	6
2506	劍		kiam3	k	iam	3
2507	欠	文读	khiam3	kh	iam	3
2508	欠	白读	khim3	kh	im	3
2509	嚴		ngiam5	ng	iam	5
2510	儼		ngiam2	ng	iam	2
2511	儼		ngiam6	ng	iam	6
2512	釅		ngiam5	ng	iam	5
2513	鍁		hiang1	h	iang	1
2514	崦		iam1		iam	1
2515	掂	文读	tiam1	t	iam	1
2516	蜉		phiu5	ph	iu	5
2517	掂	掂重	tim3	t	im	3
2518	點		tiam2	t	iam	2
2519	墊		tiang6	t	iang	6
2520	店		tiam3	t	iam	3
2521	添	文读	thiam1	th	iam	1
2522	添	白读	thinn1	th	inn	1
2523	忝		thiam2	th	iam	2
2524	舔		thiam2	th	iam	2
2525	甜		tiam5	t	iam	5
2526	拈	文读	niam1	n	iam	1
2527	拈	白读	ni1	n	i	1
2528	鮎		niam5	n	iam	5
2529	念	念叨	niam7	n	iam	7
2530	念	纪念	niam6	n	iam	6
2531	蒹		kiam1	k	iam	1
2532	謙		khiam1	kh	iam	1
2533	歉		khiam2	kh	iam	2
2534	嫌		hiam5	h	iam	5
2535	泛	老派音	huam3	h	uam	3
2536	泛	新派音	huang3	h	uang	3
2537	凡	老派音	huam5	h	uam	5
2538	凡	新派音	huang5	h	uang	5
2539	帆	白读	phang5	ph	ang	5
2540	帆	老派音，文读	huam5	h	uam	5
2541	帆	新派音，文读	huang5	h	uang	5
2542	範	老派音	huam6	h	uam	6
2543	範	新派音	huang6	h	uang	6
2544	范	老派音	huam6	h	uam	6
2545	范	新派音	huang6	h	uang	6
2546	犯	老派音	huam6	h	uam	6
2547	犯	新派音	huang6	h	uang	6
2548	梵		huam6	h	uam	6
2549	答	文读	tap4	t	ap	4
2550	答	白读	tah4	t	ah	4
2551	搭	文读	tap4	t	ap	4
2552	搭	白读	tah4	t	ah	4
2553	踏		tah8	t	ah	8
2554	納		nap8	n	ap	8
2555	拉	文读	la1	l	a	1
2556	拉	拉颯，白读	nah4	n	ah	4
2557	雜		tsap8	ts	ap	8
2558	蛤	文读	kap4	k	ap	4
2559	蛤	白读	kah4	k	ah	4
2560	鴿		kap4	k	ap	4
2561	喝		hak4	h	ak	4
2562	合		hap8	h	ap	8
2563	合		hah8	h	ah	8
2564	合		hah4	h	ah	4
2565	合		kah4	k	ah	4
2566	合		kap4	k	ap	4
2567	合		khap4	kh	ap	4
2568	合		ap8		ap	8
2569	合		khap8	kh	ap	8
2570	合		hop8	h	op	8
2571	合		kop8	k	op	8
2572	盒		ap8		ap	8
2573	盒	替字	kap4	k	ap	4
2574	榻		thap4	th	ap	4
2575	塔		thah4	th	ah	4
2576	塌		thap4	th	ap	4
2577	塌		thop4	th	op	4
2578	臘		lah8	l	ah	8
2579	臘	猪油，也写作“朥”	la5	l	a	5
2580	蠟		lah8	l	ah	8
2581	鑞		lah8	l	ah	8
2582	卅		sannp8	s	annp	8
2583	卅		saannp8	s	aannp	8
2584	卅		sannh8	s	annh	8
2585	磕		khap4	kh	ap	4
2586	磕		khop4	kh	op	4
2587	盍		hap4	h	ap	4
2588	眨		tsap4	ts	ap	4
2589	插	文读	tshap4	tsh	ap	4
2590	插	白读	tshah4	tsh	ah	4
2591	閘		tsah8	ts	ah	8
2592	煠		tsah8	ts	ah	8
2593	煠		sah8	s	ah	8
2594	霎		sap4	s	ap	4
2595	夾	文读	kiap8	k	iap	8
2596	夾	白读	koih4	k	oih	4
2597	袷	文读	kiap4	k	iap	4
2598	袷	白读	koih4	k	oih	4
2599	恰		khap4	kh	ap	4
2600	掐		khap4	kh	ap	4
2601	狹	文读	hiap8	h	iap	8
2602	狹	白读	oih8		oih	8
2603	峽	文读	hiap8	h	iap	8
2604	峽	白读	kiap8	k	iap	8
2605	峽	峡山，潮阳地名	hap8	h	ap	8
2606	洽		tsiap8	ts	iap	8
2607	甲	文读	kap4	k	ap	4
2608	甲	白读	kah4	k	ah	4
2609	甲	指甲	kak4	k	ak	4
2610	匣		ap8		ap	8
2611	狎		ap8		ap	8
2612	鴨		ah4		ah	4
2613	押	白读	ah4		ah	4
2614	押	文读	ap8		ap	8
2615	壓		iap4		iap	4
2616	聶		niap4	n	iap	4
2617	鑷		niap4	n	iap	4
2618	獵		lah8	l	ah	8
2619	接	白读	tsih4	ts	ih	4
2620	接	文读	tsiap4	ts	iap	4
2621	妾		tshiap4	tsh	iap	4
2622	捷		tsiap8	ts	iap	8
2623	輒		tiak4	t	iak	4
2624	摺		tsih4	ts	ih	4
2625	攝		niap4	n	iap	4
2626	涉		siap8	s	iap	8
2627	涉		tshiap8	tsh	iap	8
2628	涉		tship8	tsh	ip	8
2629	靨		iap4		iap	4
2630	葉		hioh8	h	ioh	8
2631	葉		hiap8	h	iap	8
2632	葉		iap8		iap	8
2633	劫		kiap4	k	iap	4
2634	怯		khiak4	kh	iak	4
2635	業		ngiap8	ng	iap	8
2636	脅		hiap8	h	iap	8
2637	貼	文读	thiap4	th	iap	4
2638	貼	白读	tah4	t	ah	4
2639	帖		thiap4	th	iap	4
2640	疊	文读	thiap8	th	iap	8
2641	疊	白读	thah8	th	ah	8
2642	牒		tiap8	t	iap	8
2643	蝶		tiap8	t	iap	8
2644	諜		tiap8	t	iap	8
2645	協		hiap8	h	iap	8
2646	俠		hiap8	h	iap	8
2647	挾		hiap8	h	iap	8
2648	挾		kiap8	k	iap	8
2649	挾		koih8	k	oih	8
2650	法	老派音	huap4	h	uap	4
2651	法	新派音	huak4	h	uak	4
2652	乏	新派音	huak8	h	uak	8
2653	乏	累、腻，白读	hek8	h	ek	8
2654	禀		ping2	p	ing	2
2655	品		ping2	p	ing	2
2656	品		phing2	ph	ing	2
2657	賃		dzim6	dz	im	6
2658	林	文读	lim5	l	im	5
2659	林	白读	na5	n	a	5
2660	淋	文读	lim5	l	im	5
2661	淋		nam5	n	am	5
2662	淋		lam5	l	am	5
2663	臨	文读	lim5	l	im	5
2664	臨	白读	niam5	n	iam	5
2665	凛		lim2	l	im	2
2666	廪		lim2	l	im	2
2667	浸		tsim3	ts	im	3
2668	侵		tshim5	tsh	im	5
2669	寢		tsim2	ts	im	2
2670	蕈		tshim6	tsh	im	6
2671	心		sim1	s	im	1
2672	尋	文读	tshim5	tsh	im	5
2673	尋	文读	siam5	s	iam	5
2674	尋	文读	sim5	s	im	5
2675	尋	白读	tshinn5	tsh	inn	5
2676	琛		tshim1	tsh	im	1
2677	沉		tim5	t	im	5
2678	沉	使其沉入水中	thim5	th	im	5
2679	沉	使其沉入水中	thiam5	th	iam	5
2680	沉	使其沉入水中	tim7	t	im	7
2681	沉	使其沉入水中	thim7	th	im	7
2682	沉	使其沉入水中	thiam7	th	iam	7
2683	朕		tim6	t	im	6
2685	岑		ngim5	ng	im	5
2686	森		sim1	s	im	1
2689	滲		siam3	s	iam	3
2690	滲		tsham1	tsh	am	1
2691	針		tsam1	ts	am	1
2692	針	金针菇，老派音	tsiam1	ts	iam	1
2693	斟	文读	tsim1	ts	im	1
2694	枕		tsim2	ts	im	2
2695	葚		sim6	s	im	6
2696	深		tshim1	tsh	im	1
2697	瀋		sim2	s	im	2
2698	審		sim2	s	im	2
2699	嬸		sim2	s	im	2
2700	甚		sim2	s	im	2
2701	甚		sim6	s	im	6
2702	甚	疑似阳上变调错乱	sim3	s	im	3
2703	壬		dzim5	dz	im	5
2704	任	担任、任职	dzim7	dz	im	7
2705	任	责任	dzim6	dz	im	6
2708	妊		dzim6	dz	im	6
2709	今		kim1	k	im	1
2710	今		king1	k	ing	1
2711	金		kim1	k	im	1
2712	襟		khim1	kh	im	1
2713	禁		kim3	k	im	3
2714	錦		kim2	k	im	2
2716	欽		khim1	kh	im	1
2717	琴		khim5	kh	im	5
2718	禽		khim5	kh	im	5
2719	擒		khim5	kh	im	5
2720	吟		ngim5	ng	im	5
2721	音		im1		im	1
2722	陰		im1		im	1
2723	飲	文读	im2		im	2
2724	飲	白读	am2		am	2
2727	蔭		im3		im	3
2728	窨		im3		im	3
2729	窨		hung1	h	ung	1
2730	淫		im5		im	5
2731	立		lip8	l	ip	8
2732	粒		liap8	l	iap	8
2733	緝		tship4	tsh	ip	4
2734	緝		tsip8	ts	ip	8
2735	集		tsip8	ts	ip	8
2736	輯		tship4	tsh	ip	4
2737	輯		tsip8	ts	ip	8
2738	習		sip8	s	ip	8
2739	襲		sip8	s	ip	8
2740	蟄		tek8	t	ek	8
2741	澀		siap4	s	iap	4
2742	汁		tsap4	ts	ap	4
2743	執	读阳入是错的	tsip4	ts	ip	4
2744	濕	文读	sip4	s	ip	4
2745	濕	浥湿，文读	tsip4	ts	ip	4
2746	濕	白读	tsap4	ts	ap	4
2747	十	白读	tsap8	ts	ap	8
2748	十	文读	sip8	s	ip	8
2749	什	文读	sip8	s	ip	8
2750	什	白读	tsap8	ts	ap	8
2751	拾	文读	sip8	s	ip	8
2752	拾	大写“十”，白读	tsap8	ts	ap	8
2753	入		dzip8	dz	ip	8
2754	急		kip4	k	ip	4
2755	級		khip4	kh	ip	4
2756	汲		khip4	kh	ip	4
2757	給	文读	kip4	k	ip	4
2758	給	白读	khih4	kh	ih	4
2759	泣		khip4	kh	ip	4
2760	泣	替字	tshoih4	tsh	oih	4
2761	及		kip8	k	ip	8
2762	及	以及	kip4	k	ip	4
2763	吸	文读	khip4	kh	ip	4
2764	吸	白读	kuh4	k	uh	4
2765	吸	白读	hiap4	h	iap	4
2766	邑		ip4		ip	4
2767	揖		ip4		ip	4
2768	丹	文读	tang1	t	ang	1
2769	丹	白读	tuann1	t	uann	1
2770	單	白读	tuann1	t	uann	1
2771	單	文读	tang1	t	ang	1
2772	單	姓	siang6	s	iang	6
2773	單	单于	siang5	s	iang	5
2774	旦	文读	tang3	t	ang	3
2775	旦	花旦，白读	tuann3	t	uann	3
2776	灘		thuann1	th	uann	1
2777	攤		thuann1	th	uann	1
2778	坦		thang2	th	ang	2
2779	嘆		thang3	th	ang	3
2780	炭		thuann3	th	uann	3
2781	檀	文读	thang5	th	ang	5
2782	檀	檀香，白读	thuann5	th	uann	5
2783	壇	論壇	tuann5	t	uann	5
2784	壇	罈/墰/壜/罎罐	tam5	t	am	5
2785	彈	文读	thang5	th	ang	5
2786	彈	白读	tuann5	t	uann	5
2787	彈	射，白读	tuann7	t	uann	7
2788	誕		tang3	t	ang	3
2789	但		tang6	t	ang	6
2790	但		tang5	t	ang	5
2794	蛋		tang3	t	ang	3
2795	憚		tang6	t	ang	6
2796	難		nang5	n	ang	5
2797	難		nang6	n	ang	6
2798	蘭		lang5	l	ang	5
2799	攔	文读	lang5	l	ang	5
2800	攔	白读	nua5	n	ua	5
2801	欄		lang5	l	ang	5
2802	懶		lang2	l	ang	2
2803	爛		lang6	l	ang	6
2804	贊		tsang3	ts	ang	3
2805	餐		tshang1	tsh	ang	1
2806	燦		tshang3	tsh	ang	3
2807	殘		tshang5	tsh	ang	5
2808	珊		suang1	s	uang	1
2809	散	白读	suann3	s	uann	3
2810	散	白读	suann2	s	uann	2
2811	散	文读	sang3	s	ang	3
2812	傘		suann3	s	uann	3
2816	肝		kuann1	k	uann	1
2817	竿	文读	kang1	k	ang	1
2818	竿	训读，本字“篙”	ko1	k	o	1
2819	干	文读	kang1	k	ang	1
2820	干	文读	kang3	k	ang	3
2821	干	白读	kuann1	k	uann	1
2822	乾	文读	kang1	k	ang	1
2823	乾	文读	kang3	k	ang	3
2824	乾	白读	kuann1	k	uann	1
2825	桿	白读	kuann1	k	uann	1
2826	桿	文读	kang1	k	ang	1
2827	稈		kuann1	k	uann	1
2828	擀		kang2	k	ang	2
2829	趕	白读	kuann2	k	uann	2
2830	趕	文读	kang2	k	ang	2
2834	看	文读	khang3	kh	ang	3
2835	看	白读	khuann3	kh	uann	3
2836	看	训读	thoinn2	th	oinn	2
2837	刊		khang1	kh	ang	1
2838	侃		khang2	kh	ang	2
2842	岸	文读	ngai6	ng	ai	6
2843	岸	白读	huann7	h	uann	7
2844	鼾	文读	hang1	h	ang	1
2845	鼾	白读	huann5	h	uann	5
2846	鼾	白读	huann7	h	uann	7
2847	罕		hang2	h	ang	2
2848	漢		hang3	h	ang	3
2849	寒	文读	hang5	h	ang	5
2850	寒	白读	kuann5	k	uann	5
2851	韓		hang5	h	ang	5
2852	旱	白读	uann6		uann	6
2853	旱	文读	hang6	h	ang	6
2854	汗	白读	kuann7	k	uann	7
2855	汗	文读	hang2	h	ang	2
2856	汗	文读	hang6	h	ang	6
2857	汗	可汗	hang5	h	ang	5
2858	翰		hang5	h	ang	5
2859	安	文读	ang1		ang	1
2860	安	白读	uann1		uann	1
2861	鞍	白读	uann1		uann	1
2862	鞍	文读	ang1		ang	1
2863	按		ang3		ang	3
2864	案		uann3		uann	3
2865	扮		pang3	p	ang	3
2866	扮		pfuang6	pf	uang	3
2867	盼		phang3	ph	ang	3
2868	瓣		piang6	p	iang	6
2869	辦	白读	painn7	p	ainn	7
2870	辦	文读	pang7	p	ang	7
2871	綻	白读	tshainn7	tsh	ainn	7
2872	綻	文读	teng6	t	eng	6
2873	盞		tsuann2	ts	uann	2
2874	鏟	文读	tshang2	tsh	ang	2
2875	鏟	白读	thuann2	th	uann	2
2876	潺		tshang5	tsh	ang	5
2877	山	白读	suann1	s	uann	1
2878	山	文读	sang1	s	ang	1
	潤	棉城音，白读	lung3	l	ung	3
2880	產	白读	suann2	s	uann	2
2881	產	文读	sang2	s	ang	2
2882	產	鱼产卵	suang3	s	uang	3
2883	艱		kang1	k	ang	1
2884	間	白读	kainn1	k	ainn	1
2885	間	白读	kainn3	k	ainn	3
2886	間	文读	kang1	k	ang	1
2887	間	文读	kang7	k	ang	7
2888	簡		kang2	k	ang	2
2889	揀	文读	kang2	k	ang	2
2890	揀	白读	kainn2	k	ainn	2
2891	柬		kang2	k	ang	2
2896	眼	文读	ngang2	ng	ang	2
2897	眼	龙眼，白读	ainn2		ainn	2
2898	閒		ainn5		ainn	5
2899	限		hang6	h	ang	6
2900	莧		hainn7	h	ainn	7
2901	班		pang1	p	ang	1
2902	扳		pang2	p	ang	2
2903	扳		phang1	ph	ang	1
2904	頒		pang1	p	ang	1
2905	板	文读	pang2	p	ang	2
2906	板	白读	painn2	p	ainn	2
2907	版	文读	pang2	p	ang	2
2908	版	白读	painn2	p	ainn	2
2909	攀		phang1	ph	ang	1
2912	襻		phang3	ph	ang	3
2913	蠻		mang5	m	ang	5
2914	慢	白读	mang7	m	ang	7
2915	棧		tsang3	ts	ang	3
2916	删	文读	sang1	s	ang	1
2917	删	俗读	tsheh4	tsh	eh	4
2918	訕		sang3	s	ang	3
2919	疝		sang3	s	ang	3
2920	奸		kang1	k	ang	1
2921	姦		kang1	k	ang	1
2922	諫		kang3	k	ang	3
2923	顏		nguang5	ng	uang	5
2924	顏	颜真卿	ngang5	ng	ang	5
2925	顏	姓	hiann5	h	iann	5
2926	雁		ngang6	ng	ang	6
2927	晏	文读	ang3		ang	3
2928	晏	白读	uann3		uann	3
2929	編	文读	phiang1	ph	iang	1
2930	編	白读	pinn1	p	inn	1
2931	鞭	文读	piang1	p	iang	1
	鞭	牛鞭、教鞭，白读	pinn1	p	inn	1
2932	變	文读	piang3	p	iang	3
2933	變	白读	pinn3	p	inn	3
2934	變	音变	ping3	p	ing	3
2935	篇		phiang1	ph	iang	1
2936	偏		phiang1	ph	iang	1
2937	偏	便宜，替字，本字“便”	phinn1	ph	inn	1
2938	騙		phiang3	ph	iang	3
2939	便	文读	piang6	p	iang	6
2940	便	文读	phiang1	ph	iang	1
2941	便	白读	phinn1	ph	inn	1
2942	便	便宜，老派音	pang5	p	ang	5
2943	辨		piang6	p	iang	6
2944	辯		piang6	p	iang	6
2949	汴		piang6	p	iang	6
2950	綿	文读	miang5	m	iang	5
2951	綿	白读	mi5	m	i	5
2952	免		miang2	m	iang	2
2953	勉		miang2	m	iang	2
2954	娩		miang2	m	iang	2
2955	緬	缅怀	miang2	m	iang	2
	緬	缅甸	miang5	m	iang	5
2956	面		ming7	m	ing	7
2957	面	麵	minn7	m	inn	7
2958	碾		tiang2	t	iang	2
2960	連		liang5	l	iang	5
2961	連	姓	hiann5	h	iann	5
2962	聯		liang5	l	iang	5
2963	輦		ling2	l	ing	2
2964	煎	文读	tsiang1	ts	iang	1
2965	煎	煎药，白读	tsuann1	ts	uann	1
2966	煎	煎油，白读	tsinn1	ts	inn	1
2967	剪		tsiang2	ts	iang	2
2968	箭		tsinn3	ts	inn	3
2969	濺	文读	tsiang3	ts	iang	3
2970	濺	白读	tsuann7	ts	uann	7
2971	遷		tshiang1	tsh	iang	1
2972	淺	文读	tshiang2	tsh	iang	2
2973	淺	蓝色，白读	tshinn2	tsh	inn	2
2974	錢	白读	tsinn5	ts	inn	5
2975	錢	马钱子，文读	tshiang5	tsh	iang	5
2976	踐	文读	tsiang2	ts	iang	2
2977	踐	白读	tsuann7	ts	uann	7
2978	賤		tsuann7	ts	uann	7
2979	仙		siang1	s	iang	1
2980	仙	仙庵，惠来地名	sing1	s	ing	1
2981	仙	仙门城，潮阳地名	suann1	s	uann	1
2982	鮮	白读	tshinn1	tsh	inn	1
2983	鮮	朝鲜，文读	siang2	s	iang	2
2984	鮮	鲜明，文读	siang1	s	iang	1
2988	癬		siang2	s	iang	2
2989	線		suann3	s	uann	3
2990	涎	训读	nua6	n	ua	6
2991	羨		iang6		iang	6
2992	展		tiang2	t	iang	2
2993	纏		tinn5	t	inn	5
2994	氈	白读	tsinn1	ts	inn	1
2995	氈	文读	tsiang1	ts	iang	1
2996	戰		tsiang3	ts	iang	3
2997	顫		tsiang3	ts	iang	3
2998	膻		siang1	s	iang	1
2999	扇	白读	sinn3	s	inn	3
3000	扇	文读	siang3	s	iang	3
3003	蟬		siam5	s	iam	5
3004	蟬		siang5	s	iang	5
3005	蟬	替字	sung5	s	ung	5
3006	禪		siang5	s	iang	5
3007	善		siang6	s	iang	6
3008	膳		siang6	s	iang	6
3009	擅		siang6	s	iang	6
3014	然	文读	dziang5	dz	iang	5
3015	然	白读	ni5	n	i	5
3016	燃	文读	dziang5	dz	iang	5
3017	燃	煮，白读	hiann5	h	iann	5
3018	遣		khiang2	kh	iang	2
3019	乾		khiang5	kh	iang	5
3020	虔		khiang1	kh	iang	1
3021	件		kiann6	k	iann	6
3022	諺		ngang6	ng	ang	6
3023	焉		iang1		iang	1
3024	延		iang5		iang	5
3025	筵		iang5		iang	5
3026	演		iang5		iang	5
3027	建		kiang6	k	iang	6
3028	建	福建	kiang3	k	iang	3
3029	鍵	根据海门音鉴定为阳上	kiang6	k	iang	6
3030	健	文读	kiang6	k	iang	6
3031	健	白读	kiann7	k	iann	7
3032	健	白读	khiann7	kh	iann	7
3033	腱		kiang6	k	iang	6
3034	言		ngang5	ng	ang	5
3035	軒		hing1	h	ing	1
3036	掀	文读	hiang1	h	iang	1
3037	掀	替字	iaunn6		iaunn	6
3038	憲		hiang3	h	iang	3
3039	獻		hiang3	h	iang	3
3040	蔫	文读	iang1		iang	1
3041	蔫	文读	ngiang1	ng	iang	1
3042	蔫	白读	iann1		iann	1
3043	堰		iang2		iang	2
3044	邊	文读	piang1	p	iang	1
3045	邊	白读	pinn1	p	inn	1
3046	蝙		phiang1	ph	iang	1
3047	扁	文读	phiang2	ph	iang	2
3048	扁	白读	pinn2	p	inn	2
3049	匾		ping2	p	ing	2
3050	匾		phiang2	ph	iang	2
3051	遍		piang3	p	iang	3
3052	遍		ping3	p	ing	3
3053	片	文读	phiang3	ph	iang	3
3054	片	白读	phinn3	ph	inn	3
3055	片	片薄，文读	phiang1	ph	iang	1
3056	駢		peng6	p	eng	6
3057	辮	名词	pinn1	p	inn	1
3058	眠		ming5	m	ing	5
3059	麵		mi7	m	i	7
3060	顛		tiang1	t	iang	1
3061	顛	颠倒斗	ting1	t	ing	1
3062	典		tiang2	t	iang	2
3063	天	文读	thiang1	th	iang	1
3064	天	白读	thinn1	th	inn	1
3065	田		thiang5	th	iang	5
3066	田	训读，本字“塍”	tshang5	tsh	ang	5
3067	填		thiang5	th	iang	5
3068	電		tiang6	t	iang	6
3069	殿	白读	tainn7	t	ainn	7
3070	殿	文读	tiang6	t	iang	6
3071	奠		tiang6	t	iang	6
3072	奠		tiang3	t	iang	3
3073	佃		tainn7	t	ainn	7
3074	年		ni5	n	i	5
3075	年	年假开	hinn5	h	inn	5
3076	攆		ling2	l	ing	2
3077	攆	推	leng2	l	eng	2
3078	撚		liang2	l	iang	2
3079	撚		niam3	n	iam	3
3080	撚		niap8	n	iap	8
3081	憐		liang5	l	iang	5
3082	蓮	文读	liang5	l	iang	5
3083	蓮	白读	nai5	n	ai	5
3084	練		liang7	l	iang	7
3085	煉		liang7	l	iang	7
3086	箋		tsiang1	ts	iang	1
3087	薦	文读	tsiang3	ts	iang	3
3088	薦	草荐，白读	tsinn1	ts	inn	1
3089	千	白读	tshainn1	tsh	ainn	1
3090	千	文读	tshiang1	tsh	iang	1
3091	前	白读	tsainn5	ts	ainn	5
3092	前	车前草，也写作车钱草，白读	tsinn5	ts	inn	5
3093	前	马前卒，文读	tshiang5	tsh	iang	5
3094	先	白读	sainn1	s	ainn	1
3095	先	文读	sing1	s	ing	1
3096	先	文读	siang1	s	iang	1
3097	肩		kainn1	k	ainn	1
3098	堅		kiang1	k	iang	1
3099	繭		kainn2	k	ainn	2
3100	見	文读	kiang3	k	iang	3
3101	見	白读	kinn3	k	inn	3
3102	見	现面见公，眼见为实	king3	k	ing	3
3103	牽		khang1	kh	ang	1
3104	研	文读	ngiang2	ng	iang	2
3105	研	文读	ngiang1	ng	iang	1
3106	研	研磨，白读	ngai5	ng	ai	5
3107	研	抓挠、研想，文读	ngiang5	ng	iang	5
3108	研	用力踩并揉搓、研磨，白读	ngai2	ng	ai	2
3109	研	磨牙，白读	mai2	m	ai	2
3110	硯		ngi7	ng	i	7
3111	顯		hiang2	h	iang	2
3112	賢		hiang5	h	iang	5
3113	賢	训读	gau5	g	au	5
3114	弦	白读	hinn5	h	inn	5
3115	弦	文读	hiang5	h	iang	5
3116	現		hiang7	h	iang	7
3117	煙		ing1		ing	1
3118	煙		iang1		iang	1
3119	燕	白读	inn3		inn	3
3120	燕	文读	iang3		iang	3
3121	燕	文读	iang1		iang	1
3125	嚥		iang3		iang	3
3126	宴		iang3		iang	3
3127	獺		thuah4	th	uah	4
3128	達		tak8	t	ak	8
3129	達	达濠	tah8	t	ah	8
3130	捺		nak8	n	ak	8
3131	辣		luah8	l	uah	8
3132	辣		lah8	l	ah	8
3133	辣		luah4	l	uah	4
3134	辣		tuah8	t	uah	8
3136	癩		thai2	th	ai	2
3137	擦		tshak4	tsh	ak	4
3138	撒		sak4	s	ak	4
3139	撒		sam2	s	am	2
3140	撒		suah4	s	uah	4
3141	薩		sak4	s	ak	4
3142	割		kuah4	k	uah	4
3143	葛		kuah4	k	uah	4
3144	渴		khuah4	kh	uah	4
3146	喝	替字	huah4	h	uah	4
3147	曷		hak4	h	ak	4
3148	八	白读	poih4	p	oih	4
3149	八	文读	pah4	p	ah	4
3150	拔	文读	pfuak8	pf	uak	8
3151	拔	白读	poih8	p	oih	8
3152	札	文读	tsak4	ts	ak	4
3153	札	白读	tsah4	ts	ah	4
3154	紮	文读	tsak4	ts	ak	4
3155	紮	白读	tsah4	ts	ah	4
3156	扎	文读	tsak4	ts	ak	4
3157	扎	白读	tsah4	ts	ah	4
3158	察		tshak4	tsh	ak	4
3159	殺		suah4	s	uah	4
3160	軋		iak4		iak	4
3161	軋		ak4		ak	4
3162	軋		kak4	k	ak	4
3163	軋		khoih4	kh	oih	4
3164	鍘		tsak4	ts	ak	4
3165	瞎		hak4	h	ak	4
3166	轄		hak4	h	ak	4
3167	別		piak8	p	iak	8
3168	別		pak4	p	ak	4
3169	別		pak8	p	ak	8
3170	憋	文读	piak4	p	iak	4
3171	憋	白读	pih4	p	ih	4
3172	憋	白读	bih4	b	ih	4
3173	鱉		pih4	p	ih	4
3177	滅		miak8	m	iak	8
3178	列	文读	liak8	l	iak	8
3179	列	“裂”的本字，白读	lih8	l	ih	8
3180	列	割，白读	leh8	l	eh	8
3181	裂	文读	liak8	l	iak	8
3182	裂	白读	lih8	l	ih	8
3183	裂	割，白读，也写作“列”	leh8	l	eh	8
3184	烈		liak8	l	iak	8
3185	烈	强烈	liak4	l	iak	4
3186	薛		sih4	s	ih	4
3187	褻		siak4	s	iak	4
3188	泄		siap8	s	iap	8
3189	哲		tiak4	t	iak	4
3190	徹		thiak4	th	iak	4
3191	撤		thiak4	th	iak	4
3192	撤	移动，替字	tshek4	tsh	ek	4
3193	轍		tiak4	t	iak	4
3194	折	白读	tsih4	ts	ih	4
3195	折	白读	tsih8	ts	ih	8
3196	折	白读	tseh4	ts	eh	4
3197	折	文读	tsiak4	ts	iak	4
3198	浙		tsiak4	ts	iak	4
3199	舌		tsih8	ts	ih	8
3200	設		siak4	s	iak	4
3205	熱	文读	dziak8	dz	iak	8
3206	熱	白读	dzuah8	dz	uah	8
3207	孑		khiak4	kh	iak	4
3208	傑		kiak8	k	iak	8
3209	孽		ngiak8	ng	iak	8
3210	揭	文读	kiah4	k	iah	4
3211	揭	揭阳，白读	kik4	k	ik	4
3212	竭	文读	kiak8	k	iak	8
3213	竭	粥稠，白读	kik8	k	ik	8
3214	歇		hiah4	h	iah	4
3215	蝎		hiap4	h	iap	4
3216	謁		hak4	h	ak	4
3217	撇		pfhuak4	pfh	uak	4
3218	撇		pfhuah4	pfh	uah	4
3219	篾		bih8	b	ih	8
3220	鐵		thih4	th	ih	4
3221	迭		tiak4	t	iak	4
3222	跌	跌落，白读	tih4	t	ih	4
3223	跌	文读	tiak4	t	iak	4
