							#調值 [1]22 [2]55 [3]53 [4]24 [5]11 [6]33
15801	裕	∅	y	33	陽去		
15802	䘱	∅	y	33	陽去		
15823	務	m	ᴀu	33	陽去		
15825	霧	m	ᴀu	33	陽去		
15826	霚	m	ᴀu	33	陽去		
15839	懼	kʰ	ɔi	33	陽去		
15840	具	kʰ	ɔi	33	陽去		
15843	芋	∅	ʋ	33	陽去		
15855	傅	f	ʋ	11	陰去	姓傅。	
15860	趣	tsʰ	ɔi	11	陰去		
15863	駐	tɕ	y	11	陰去		
15878	屢	l	ɔi	24	陽上	不符合該方言古今對應規律。	
15883	墓	m	ᴀu	33	陽去		
15886	渡	t	ᴀu	33	陽去		
15888	鍍	t	ᴀu	33	陽去		
15889	度	t	ᴀu	33	陽去		
15891	路	l	ᴀu	33	陽去		
15892	露	l	ᴀu	33	陽去		
15917	兔	tʰ	ᴀu	11	陰去		
15920	顧	k	ʋ	11	陰去		
15921	頋	k	ʋ	11	陰去		
15924	故	k	ʋ	11	陰去		
15935	誤	ŋ	ʋ	33	陽去		
15949	護	∅	ʋ	33	陽去		
15954	互	∅	ʋ	33	陽去		
15971	素	s	ᴀu	11	陰去		
15990	布	p	ᴀu	11	陰去		
16002	鋪	pʰ	ᴀu	11	陰去	店鋪。	
16007	醋	tsʰ	ᴀu	11	陰去		
16008	錯	tsʰ	ᴀu	11	陰去		
16010	絝	f	ʋ	11	陰去		
16011	袴	f	ʋ	11	陰去		
16012	庫	f	ʋ	11	陰去		
16019	步	p	ᴀu	33	陽去		
16032	作	ts	ᴀu	11	陰去	《廣韻》「作」同「做」。	
16036	濟	ts	ᴀi	11	陰去		
16041	帝	t	ᴀ	11	陰去		
16075	替	tʰ	ᴀ	11	陰去		
16076	𤾕	tʰ	ᴀ	11	陰去		
16077	暜	tʰ	ᴀ	11	陰去		
16078	㬱	tʰ	ᴀ	11	陰去		
16079	鬀	tʰ	ᴀ	11	陰去		
16080	剃	tʰ	ᴀ	11	陰去		
16095	第	t	ᴀi	33	陽去		
16096	弟	t	ᴀi	33	陽去		
16112	遞	t	ᴀi	33	陽去		
16132	細	s	ᴀ	11	陰去		
16133	𥿳	s	ᴀ	11	陰去		
16149	計	k	ᴀ	11	陰去		
16149	計	k	ᴀi	11	陰去		
16151	繼	k	ᴀi	11	陰去		
16164	系	h	ᴀ	33	陽去	系統。	
16165	𦃟	h	ᴀ	33	陽去	系統。	
16204	閉	p	ᴀi	11	陰去		
16205	閇	p	ᴀi	11	陰去		
16209	慧	∅	ʋᴀi	33	陽去		
16212	惠	∅	ʋᴀi	33	陽去		
16222	桂	k	ʋᴀi	11	陰去		
16223	昋	k	ʋᴀi	11	陰去		
16224	炅	k	ʋᴀi	11	陰去		
16225	炔	k	ʋᴀi	11	陰去		
16246	麗	l	ᴀi	33	陽去		
16288	祭	ts	ou	11	陰去		
16289	際	ts	ᴀi	11	陰去		
16295	歲	s	ɔi	11	陰去		
16300	衞	∅	ʋᴀi	33	陽去		
16325	脃	tsʰ	ɔi	11	陰去		
16326	膬	tsʰ	ɔi	11	陰去		
16327	脆	tsʰ	ɔi	11	陰去		
16352	稅	s	ɔi	11	陰去		
16362	斃	p	ᴀi	33	陽去		
16363	幣	p	ᴀi	33	陽去		
16373	彗	∅	ʋᴀi	33	陽去		
16401	制	ts	ᴀi	11	陰去		
16402	𠛐	ts	ᴀi	11	陰去		
16423	誓	s	ᴀ	11	陰去	不符合該方言古今對應規律。	
16424	𣂯	s	ᴀ	11	陰去	不符合該方言古今對應規律。	
16466	藝	ŋ	ᴀi	33	陽去		
16474	滯	ts	ᴀi	11	陰去	不符合該方言古今對應規律。	
16481	例	l	ᴀi	33	陽去		
16512	世	s	ᴀ	11	陰去		
16513	勢	s	ᴀ	11	陰去		
16548	泰	tʰ	ou	11	陰去		
16550	太	tʰ	ou	11	陰去		
16552	蓋	k	ʋ	11	陰去		
16555	艾	ŋ	ʋ	33	陽去		
16573	大	t	ou	33	陽去	大夫。	
16581	害	h	ʋ	33	陽去		
16585	帶	t	ou	11	陰去		
16592	貝	p	ᴀi	11	陰去		
16615	繪	∅	ʋᴀi	33	陽去		
16616	兌	t	ɔi	11	陰去	不符合該方言古今對應規律。	
16639	最	ts	ɔi	11	陰去		
16654	外	ŋ	ʋ	33	陽去		
16683	蔡	tsʰ	ʋ	11	陰去		
16684	𣞖	tsʰ	ʋ	11	陰去		
16686	賴	l	ou	33	陽去		
16715	卦	k	ʋᴀu	11	陰去		
16716	挂	k	ʋᴀ	11	陰去		
16717	掛	k	ʋᴀ	11	陰去		
16735	賣	m	ou	33	陽去		
16736	畫	∅	ʋᴀ	33	陽去		
16756	稗	p	ᴀ	33	陽去		
16761	派	pʰ	ou	11	陰去		
16768	債	ts	ou	11	陰去		
16771	曬	s	ᴀ	11	陰去		
16780	怪	k	ʋou	11	陰去		
16781	恠	k	ʋou	11	陰去		
16784	𣀩	∅	ʋou	33	陽去		
16785	壞	∅	ʋou	33	陽去		
16794	戒	k	ou	11	陰去		
16795	界	k	ou	11	陰去		
16796	介	k	ou	11	陰去		
16826	械	h	ᴀ	33	陽去		
16849	墤	kʰ	ʋᴀ	11	陰去		
16850	𢷎	p	ou	11	陰去		
16851	拜	p	ou	11	陰去		
16855	壞	∅	ʋou	33	陽去		
16856	𡎯	∅	ʋou	33	陽去		
16890	快	f	ou	11	陰去		
16899	話	∅	ʋᴀu	33	陽去		
16900	敗	p	ou	33	陽去		
16901	𣀕	p	ou	33	陽去		
16927	寨	tsʰ	ou	33	陽去		
16930	隊	t	ɔi	33	陽去		
16942	佩	pʰ	ᴀi	11	陰去	不符合該方言古今對應規律。	
16950	背	p	ᴀi	33	陽去	背誦。	
16954	妹	m	ʋ	33	陽去		
16965	配	pʰ	ᴀi	11	陰去		
16970	悔	f	ᴀi	53	陰上		
16980	對	t	ɔi	11	陰去		
16981	𡭊	t	ɔi	11	陰去		
17001	退	tʰ	ɔi	11	陰去		
17002	𢓴	tʰ	ɔi	11	陰去		
17003	𨓤	tʰ	ɔi	11	陰去		
17032	碎	s	ɔi	11	陰去		
17037	內	n	ɔi	33	陽去		
17040	儽	l	ɔi	33	陽去	勞累。	
17052	背	p	ᴀi	11	陰去	背脊。	
17057	代	t	ʋ	33	陽去		
17064	帒	t	ʋ	33	陽去		
17065	袋	t	ʋ	33	陽去		
17072	再	ts	ʋ	11	陰去		
17079	賽	s	ou	11	陰去		
17083	貸	t	ʋ	33	陽去	不符合該方言古今對應規律。	
17085	態	tʰ	ou	11	陰去		
17088	㮣	kʰ	ɔi	11	陰去	不符合該方言古今對應規律。	
17093	慨	kʰ	ɔi	11	陰去		
17099	礙	ŋ	ʋ	33	陽去		
17100	硋	ŋ	ʋ	33	陽去		
17106	愛	∅	ʋ	11	陰去		
17118	耐	n	ʋ	33	陽去		
17125	戴	t	ou	11	陰去		
17135	菜	tsʰ	ʋ	11	陰去		
17148	廢	f	ᴀi	11	陰去		
17157	肺	f	ᴀi	11	陰去		
17186	震	ts	ᴀn	11	陰去		
17187	振	ts	ᴀn	11	陰去		
17197	信	s	ᴀn	11	陰去		
17198	訊	s	ᴀn	11	陰去		
17199	訙	s	ᴀn	11	陰去		
17209	認	ȵ	iᴀn	33	陽去		
17266	敶	tsʰ	ᴀn	33	陽去		
17267	陳	tsʰ	ᴀn	33	陽去		
17268	陣	tsʰ	ᴀn	33	陽去		
17270	𨳏	s	ᴀn	33	陽去		
17271	慎	s	ᴀn	33	陽去		
17294	進	ts	ᴀn	11	陰去		
17302	鎮	ts	ᴀn	11	陰去		
17305	僅	k	ᴀn	53	陰上	不符合該方言古今對應規律。	
17320	襯	tsʰ	ᴀn	11	陰去		
17323	印	∅	ᴀn	22	陰平		
17352	迅	s	ᴀn	11	陰去		
17360	殉	s	ᴀn	33	陽去		
17364	儁	ts	ᴀn	11	陰去		
17365	俊	ts	ᴀn	11	陰去		
17376	舜	s	ᴀn	33	陽去	不符合該方言古今對應規律。	
17377	䑞	s	ᴀn	33	陽去	不符合該方言古今對應規律。	
17384	閏	∅	iᴀn	33	陽去		
17387	順	s	ᴀn	33	陽去		
17389	問	m	ᴀn	33	陽去		
17400	運	∅	ʋᴀn	33	陽去		
17401	暈	∅	ʋᴀn	55	陽平	暈車。不符合該方言古今對應規律。	
17416	訓	f	ᴀn	11	陰去		
17425	糞	f	ᴀn	11	陰去		
17426	𥻔	f	ᴀn	11	陰去		
17430	奮	f	ᴀn	11	陰去		
17443	分	f	ᴀn	33	陽去		
17458	劤	k	ᴀ	11	陰去	有勁。不符合該方言古今對應規律。	
17469	願	ŋ	øn	33	陽去		
17470	𩕾	ŋ	øn	33	陽去		
17475	販	f	ɔŋ	33	陽去	不符合該方言古今對應規律。	
17479	勸	kʰ	øn	11	陰去		
17484	萬	∅	ʋɔŋ	33	陽去		
17501	飯	f	ɔŋ	33	陽去		
17502	𩚳	f	ɔŋ	33	陽去		
17517	建	k	ʋeŋ	11	陰去		
17529	獻	h	eŋ	11	陰去		
17530	憲	h	eŋ	11	陰去		
17537	健	k	ʋeŋ	11	陰去	不符合該方言古今對應規律。	
17551	頓	t	ᴀn	33	陽去	不符合該方言古今對應規律。	
17560	困	kʰ	ʋᴀn	11	陰去		
17561	𣏔	kʰ	ʋᴀn	11	陰去		
17564	嫩	n	ᴀn	33	陽去		
17565	媆	n	ᴀn	33	陽去		
17570	悶	m	ᴀn	33	陽去		
17587	鈍	t	ᴀn	24	陽上	不符合該方言古今對應規律。	
17592	寸	tsʰ	ᴀn	11	陰去		
17606	恨	h	ᴀn	33	陽去		
17613	翰	h	ɔŋ	33	陽去		
17621	汗	h	ɔŋ	33	陽去		
17639	炭	tʰ	ɔŋ	11	陰去		
17646	案	∅	ɔŋ	11	陰去		
17652	旦	t	ɔŋ	33	陽去	不符合該方言古今對應規律。	
17661	彈	t	ɔŋ	33	陽去	子彈。	
17664	但	t	ɔŋ	33	陽去		
17669	幹	k	ɔŋ	11	陰去	幹活。	
17679	岸	ŋ	ɔŋ	33	陽去		
17691	看	kʰ	ɔŋ	11	陰去	看見。	
17694	漢	h	ɔŋ	11	陰去		
17703	爛	l	ɔŋ	33	陽去		
17704	爤	l	ɔŋ	33	陽去		
17712	難	n	ɔŋ	33	陽去	患難。	
17718	燦	tsʰ	ɔŋ	11	陰去		
17724	散	s	ɔŋ	11	陰去	解散。	
17728	贊	ts	ɔŋ	11	陰去		
17744	換	∅	ʋɔŋ	33	陽去		
17754	鑽	ts	ɔŋ	11	陰去	鑽子。	
17764	館	k	ʋɔŋ	53	陰上		
17766	鑵	k	ʋɔŋ	11	陰去		
17769	灌	k	ʋɔŋ	11	陰去		
17779	冠	k	ʋɔŋ	11	陰去	冠軍。	
17789	竄	tsʰ	øn	11	陰去		
17794	玩	∅	ʋɔŋ	55	陽平	遊玩。不符合該方言古今對應規律。	
17795	貦	∅	ʋɔŋ	55	陽平	遊玩。不符合該方言古今對應規律。	
17799	段	t	ɔŋ	33	陽去		
17802	亂	l	ɔŋ	33	陽去		
17806	鍛	t	ɔŋ	11	陰去	鍛練。	
17817	喚	∅	ʋɔŋ	33	陽去	不符合該方言古今對應規律。	
17818	嚾	∅	ʋɔŋ	33	陽去	不符合該方言古今對應規律。	
17819	𡅽	∅	ʋɔŋ	33	陽去	不符合該方言古今對應規律。	
17825	筭	s	ɔŋ	11	陰去		
17826	蒜	s	ɔŋ	11	陰去		
17831	漫	m	ɔŋ	33	陽去		
17839	半	p	ɔŋ	11	陰去		
17846	判	pʰ	ɔŋ	11	陰去		
17850	胖	pʰ	ɔŋ	11	陰去		
17854	叛	pʰ	ɔŋ	11	陰去	不符合該方言古今對應規律。	
17866	諫	k	ɔŋ	11	陰去		
17870	鴈	ŋ	ɔŋ	33	陽去		
17871	鳫	ŋ	ɔŋ	33	陽去		
17872	雁	ŋ	ɔŋ	33	陽去		
17876	晏	∅	ɔŋ	11	陰去	晚。	
17891	慢	m	ɔŋ	33	陽去		
17899	患	∅	ʋɔŋ	33	陽去		
17900	𢠶	∅	ʋɔŋ	33	陽去		
17908	慣	k	ʋɔŋ	11	陰去		
17912	串	tsʰ	øn	11	陰去		
17936	莧	h	ɔŋ	33	陽去		
17941	辦	p	ɔŋ	33	陽去		
17944	盼	pʰ	ɔŋ	11	陰去		
17946	幻	∅	ʋɔŋ	33	陽去		
17951	扮	p	ɔŋ	33	陽去	不符合該方言古今對應規律。	
17983	縣	∅	ʋeŋ	33	陽去		
17984	寰	∅	ʋeŋ	33	陽去		
18009	電	t	eŋ	33	陽去		
18010	殿	t	eŋ	33	陽去		
18011	奠	t	eŋ	33	陽去		
18016	佃	t	eŋ	33	陽去		
18031	練	l	eŋ	33	陽去		
18046	見	k	eŋ	11	陰去		
18060	見	h	eŋ	33	陽去		
18061	現	h	eŋ	33	陽去		
18070	宴	∅	eŋ	11	陰去		
18072	燕	∅	eŋ	11	陰去	燕子。	
18073	鷰	∅	eŋ	11	陰去	燕子。	
18083	薦	ts	eŋ	11	陰去		
18086	麪	m	eŋ	33	陽去	麵條。	
18087	麵	m	eŋ	33	陽去	麵條。	
18094	片	pʰ	eŋ	11	陰去		
18112	線	s	eŋ	11	陰去		
18113	綫	s	eŋ	11	陰去		
18116	戰	ts	eŋ	11	陰去		
18120	擅	s	eŋ	33	陽去		
18121	膳	s	eŋ	33	陽去		
18135	諺	∅	ieŋ	33	陽去		
18151	院	∅	ʋeŋ	33	陽去		
18152	面	m	eŋ	33	陽去	臉面。	
18167	箭	ts	eŋ	11	陰去		
18168	𥳭	ts	eŋ	11	陰去		
18177	扇	s	eŋ	11	陰去	扇子。	
18191	卷	k	øn	53	陰上	考卷。不符合該方言古今對應規律。	
18202	倦	k	øn	53	陰上	不符合該方言古今對應規律。	
18208	戀	l	eŋ	55	陽平	不符合該方言古今對應規律。	
18208	戀	l	ɔŋ	24	陽上	不符合該方言古今對應規律。	
18214	變	p	eŋ	11	陰去		
18262	傳	tsʰ	øn	33	陽去	傳記。	
18264	賤	tsʰ	eŋ	33	陽去		
18267	羨	s	eŋ	33	陽去	不符合該方言古今對應規律。	
18273	輾	ts	eŋ	53	陰上	不符合該方言古今對應規律。	
18274	碾	ts	eŋ	53	陰上	不符合該方言古今對應規律。	
18277	轉	t	øn	11	陰去	轉圈。	
18286	便	p	eŋ	33	陽去	方便。	
18296	遍	pʰ	eŋ	11	陰去	不符合該方言古今對應規律。	
18306	趒	tʰ	iᴀu	11	陰去		
18315	釣	t	iᴀu	11	陰去		
18319	叫	k	iᴀu	11	陰去		
18331	尿	ȵ	iᴀu	33	陽去		
18332	㞙	ȵ	iᴀu	33	陽去		
18336	調	t	iᴀu	33	陽去	音調。	
18345	料	l	iᴀu	33	陽去		
18361	𥬇	ɕ	iᴀu	11	陰去		
18362	𠺑	ɕ	iᴀu	11	陰去		
18366	照	tɕ	iᴀu	11	陰去		
18367	炤	tɕ	iᴀu	11	陰去		
18376	耀	∅	iᴀu	33	陽去		
18388	要	∅	iᴀu	11	陰去	重要。	
18391	召	tɕ	iᴀu	22	陰平	號召。不符合該方言古今對應規律。	
18392	邵	ɕ	iᴀu	33	陽去		
18393	召	ɕ	iᴀu	33	陽去		
18400	轎	kʰ	iᴀu	33	陽去		
18417	妙	m	iᴀu	33	陽去		
18418	玅	m	iᴀu	33	陽去		
18431	𤻲	l	iᴀu	55	陽平	不符合該方言古今對應規律。	
18432	療	l	iᴀu	55	陽平	不符合該方言古今對應規律。	
18453	廟	m	iᴀu	33	陽去		
18454	庿	m	iᴀu	33	陽去		
18456	少	ɕ	iᴀu	11	陰去	少年。	
18466	效	h	ɔ	11	陰去	不符合該方言古今對應規律。	
18467	効	h	ɔ	11	陰去	不符合該方言古今對應規律。	
18468	校	h	ɔ	11	陰去	學校。不符合該方言古今對應規律。	
18474	教	k	ɔ	11	陰去	教育。	
18475	𢼂	k	ɔ	11	陰去	教育。	
18480	覺	k	ɔ	11	陰去	睡覺。	
18486	孝	h	ɔ	11	陰去		
18492	罩	ts	ɔ	11	陰去		
18493	䈇	ts	ɔ	11	陰去		
18498	豹	p	ɔ	11	陰去		
18501	爆	p	ɔ	11	陰去		
18506	皃	m	ɔ	33	陽去		
18507	䫉	m	ɔ	33	陽去		
18508	貌	m	ɔ	33	陽去		
18515	炮	pʰ	ɔ	11	陰去		
18521	稍	s	ᴀu	53	陰上	不符合該方言古今對應規律。	
18534	𠆴	n	ɔ	33	陽去		
18535	鬧	n	ɔ	33	陽去		
18562	號	h	ɔ	33	陽去	號碼。	
18563	𤩭	h	ɔ	33	陽去	號碼。	
18567	導	t	ɔ	33	陽去		
18572	盜	t	ɔ	33	陽去		
18581	到	t	ɔ	11	陰去		
18589	告	k	ɔ	11	陰去		
18594	傲	ŋ	ɔ	33	陽去		
18603	帽	m	ɔ	33	陽去		
18610	冒	m	ɔ	33	陽去		
18636	暴	p	ɔ	11	陰去	不符合該方言古今對應規律。	
18637	虣	p	ɔ	11	陰去	不符合該方言古今對應規律。	
18645	報	p	ɔ	11	陰去		
18648	奧	∅	ɔ	11	陰去		
18665	埽	s	ɔ	11	陰去	掃帚。	
18666	掃	s	ɔ	11	陰去	掃帚。	
18671	靠	kʰ	ɔ	11	陰去		
18673	竈	ts	ɔ	11	陰去		
18677	好	h	ɔ	11	陰去	喜好。	
18686	賀	h	ɔ	33	陽去	祝賀。	
18686	賀	h	ᴀu	33	陽去	姓賀	
18707	餓	ŋ	ᴀu	33	陽去		
18709	大	t	ou	33	陽去		
18716	過	k	ʋ	11	陰去		
18729	課	kʰ	ʋᴀu	53	陰上	不符合該方言古今對應規律。	
18743	播	p	ᴀu	11	陰去		
18745	簸	p	ᴀu	11	陰去	簸箕。	
18751	磨	m	ᴀu	33	陽去	石磨。	
18752	䃺	m	ᴀu	33	陽去	石磨。	
18757	稬	n	ᴀu	33	陽去		
18759	破	pʰ	ᴀu	11	陰去		
18761	座	tsʰ	ᴀu	33	陽去		
18763	臥	ŋ	ᴀu	33	陽去		
18766	貨	kʰ	ʋᴀu	11	陰去	不符合該方言古今對應規律。	
18798	嫁	k	ᴀu	11	陰去		
18800	架	k	ᴀu	11	陰去		
18802	價	k	ᴀu	11	陰去		
18808	亞	∅	ᴀu	11	陰去		
18853	榨	ts	ᴀu	11	陰去		
18859	謝	tsʰ	ᴀ	33	陽去		
18869	夏	h	ᴀu	33	陽去	夏天。	
18870	下	h	ᴀu	24	陽上	下山。	
18877	夜	∅	iᴀ	33	陽去		
18885	瀉	s	ᴀ	11	陰去		
18893	蔗	ts	ᴀ	11	陰去		
18895	借	ts	ᴀ	11	陰去		
18905	霸	p	ᴀu	11	陰去		
18906	𧟳	p	ᴀu	11	陰去		
18917	華	∅	ʋᴀu	55	陽平	姓華。不符合該方言古今對應規律。	
18921	化	f	ᴀu	11	陰去		
18927	跨	kʰ	ʋᴀu	22	陰平	不符合該方言古今對應規律。	
18958	㨾	∅	iei	33	陽去		
18966	亮	l	ei	33	陽去		
18974	量	l	ei	33	陽去	重量。	
18981	狀	tsʰ	o	33	陽去		
18982	讓	ȵ	iei	33	陽去		
18996	帳	ts	ei	11	陰去	《廣韻》「帳」同「賬」。	
18997	脹	t	ei	11	陰去		
18998	痮	t	ei	11	陰去		
19002	暢	tsʰ	ei	11	陰去		
19012	向	h	ei	11	陰去		
19026	匠	tsʰ	ei	33	陽去		
19029	障	ts	ei	11	陰去		
19030	㢓	ts	ei	11	陰去		
19035	尚	s	ei	33	陽去		
19036	上	s	ei	33	陽去	山上。	
19037	丄	s	ei	33	陽去	山上。	
19039	壯	ts	o	11	陰去		
19047	唱	tsʰ	ei	11	陰去		
19048	𪛋	tsʰ	ei	11	陰去		
19050	倡	tsʰ	ei	11	陰去		
19051	刱	tsʰ	o	11	陰去		
19052	創	tsʰ	o	11	陰去		
19055	醬	ts	ei	11	陰去		
19056	𨡰	ts	ei	11	陰去		
19057	𨟻	ts	ei	11	陰去		
19058	將	ts	ei	11	陰去	大將。	
19061	訪	f	o	53	陰上	不符合該方言古今對應規律。	
19065	望	m	o	33	陽去		
19067	忘	m	o	55	陽平	不符合該方言古今對應規律。	
19070	況	kʰ	o	11	陰去		
19071	况	kʰ	o	11	陰去		
19079	旺	∅	ʋo	33	陽去		
19080	暀	∅	ʋo	33	陽去		
19083	放	f	o	11	陰去		
19087	相	s	ei	11	陰去	宰相。	
19103	浪	l	o	33	陽去		
19116	葬	ts	o	11	陰去		
19117	傍	p	o	55	陽平		
19119	藏	tsʰ	o	33	陽去	西藏。	
19128	抗	kʰ	o	11	陰去		
19146	湯	tʰ	o	11	陰去	《廣韻》「湯」同「燙」。	
19150	曠	kʰ	o	11	陰去		
19151	爌	kʰ	o	11	陰去		
19158	喪	s	o	11	陰去	喪失。	
19160	攩	kʰ	o	11	陰去	不符合該方言古今對應規律。	
19161	擴	kʰ	o	11	陰去	不符合該方言古今對應規律。	
19166	鋼	k	o	11	陰去	鋼鐵。	
19174	映	∅	ᴀ	53	陰上	不符合該方言古今對應規律。	
19175	暎	∅	ᴀ	53	陰上	不符合該方言古今對應規律。	
19178	敬	k	ᴀ	11	陰去		
19179	竟	k	ᴀ	11	陰去		
19180	鏡	k	ᴀ	11	陰去		
19182	競	k	ᴀ	11	陰去	不符合該方言古今對應規律。	
19183	𥪰	k	ᴀ	11	陰去	不符合該方言古今對應規律。	
19189	慶	kʰ	ᴀ	11	陰去		
19191	更	k	ᴀ	11	陰去	更加。	
19192	命	m	ᴀ	33	陽去		
19193	病	p	ᴀ	33	陽去		
19197	孟	m	ᴀ	33	陽去		
19203	橫	∅	ʋᴀ	55	陽平	蠻橫。不符合該方言古今對應規律。	
19204	柄	p	ᴀ	11	陰去		
19205	棅	p	ᴀ	11	陰去		
19212	泳	∅	ʋᴀ	24	陽上	不符合該方言古今對應規律。	
19225	牚	tsʰ	ᴀ	11	陰去	牚兒。	
19246	鞕	ŋ	ᴀ	33	陽去		
19247	硬	ŋ	ᴀ	33	陽去		
19253	政	ts	ᴀ	11	陰去		
19254	正	ts	ᴀ	11	陰去	正面。	
19257	聖	s	ᴀ	11	陰去		
19258	鄭	tsʰ	ᴀ	33	陽去		
19264	性	s	ᴀ	11	陰去		
19265	姓	s	ᴀ	11	陰去		
19266	令	l	ᴀ	33	陽去		
19268	聘	pʰ	ᴀ	11	陰去		
19280	淨	tsʰ	ᴀ	33	陽去		
19281	瀞	tsʰ	ᴀ	33	陽去		
19288	盛	s	ᴀ	33	陽去	豐盛。	
19312	定	t	ᴀ	33	陽去		
19317	釘	t	ᴀ	22	陰平	釘住。不符合該方言古今對應規律。	
19318	訂	t	ᴀ	11	陰去		
19347	證	ts	ᴀ	11	陰去	證、症讀音亦同。	
19349	孕	∅	iᴀn	33	陽去		
19362	剩	s	ᴀ	33	陽去		
19367	應	∅	ᴀ	11	陰去	答應。	
19374	興	h	ᴀ	11	陰去	高興。	
19377	勝	s	ᴀ	11	陰去	勝利。	
19389	秤	tsʰ	ᴀ	11	陰去		
19398	凳	t	ei	11	陰去		
19402	贈	ts	ᴀn	11	陰去	不符合該方言古今對應規律。	
19413	鄧	t	ei	33	陽去		
19434	又	∅	iu	33	陽去		
19436	右	∅	iu	33	陽去		
19449	救	k	iu	11	陰去		
19464	宙	tɕʰ	iu	33	陽去		
19473	晝	t	iu	11	陰去		
19477	獸	tɕʰ	iu	11	陰去		
19481	臭	tɕʰ	iu	11	陰去		
19485	袖	tɕʰ	iu	33	陽去		
19490	呪	tɕ	iu	11	陰去		
19494	舊	kʰ	iu	33	陽去		
19498	瘦	s	ᴀu	11	陰去		
19506	副	f	ʋ	11	陰去		
19516	富	f	ʋ	11	陰去		
19542	秀	ɕ	iu	11	陰去		
19543	繡	ɕ	iu	11	陰去		
19554	就	tɕʰ	iu	33	陽去		
19585	授	ɕ	iu	33	陽去		
19588	壽	ɕ	iu	33	陽去		
19589	售	tɕʰ	iu	55	陽平	不符合該方言古今對應規律。	
19600	候	h	ᴀu	33	陽去		
19618	扣	kʰ	ᴀu	11	陰去		
19626	貿	m	ᴀu	33	陽去		
19645	豆	t	ᴀu	33	陽去		
19648	逗	t	ᴀu	33	陽去		
19661	鬥	t	ᴀu	11	陰去	鬥爭。	
19683	奏	ts	ᴀu	11	陰去		
19685	透	tʰ	ᴀu	11	陰去		
19690	漚	∅	ᴀu	11	陰去	漚肥。	
19694	構	kʰ	ᴀu	11	陰去	不符合該方言古今對應規律。	
19698	購	kʰ	ᴀu	11	陰去	不符合該方言古今對應規律。	
19715	湊	tsʰ	ᴀu	11	陰去		
19723	漏	l	ᴀu	33	陽去		
19751	幼	∅	iu	11	陰去		
19752	謬	m	iᴀu	33	陽去		
19760	浸	ts	ᴀn	11	陰去		
19761	濅	ts	ᴀn	11	陰去		
19762	𣹦	ts	ᴀn	11	陰去		
19784	禁	k	ᴀn	11	陰去	禁止。	
19797	闖	tsʰ	o	53	陰上		
19824	憾	h	ɔŋ	33	陽去		
19831	暗	∅	ɔŋ	11	陰去		
19835	撢	tʰ	ɔŋ	11	陰去		
19906	暫	tsʰ	ɔŋ	33	陽去		
19907	蹔	tsʰ	ɔŋ	33	陽去		
19909	擔	t	ɔŋ	11	陰去	挑擔。	
19912	豔	∅	eŋ	11	陰去	不符合該方言古今對應規律。	
19913	艶	∅	eŋ	11	陰去	不符合該方言古今對應規律。	
19924	厭	∅	eŋ	11	陰去		
19931	驗	n	eŋ	33	陽去		
19963	占	ts	eŋ	11	陰去	佔領。	
19970	念	n	eŋ	33	陽去		
19972	店	t	eŋ	11	陰去		
20002	陷	h	ɔŋ	33	陽去		
20013	站	tsʰ	ɔŋ	33	陽去	車站。	
20015	歉	h	eŋ	33	陽去	不符合該方言古今對應規律。	
20017	𧸖	tsʰ	ɔŋ	33	陽去		
20061	汎	f	ɔŋ	33	陽去	不符合該方言古今對應規律。	
20062	泛	f	ɔŋ	33	陽去	不符合該方言古今對應規律。	
20069	劔	k	ʋeŋ	11	陰去		
20070	欠	kʰ	øn	11	陰去		
20071	㐸	kʰ	øn	11	陰去		
20080	屋	∅	ɛ	24	陽上		
20081	𡲃	∅	ɛ	24	陽上		
20082	𦤼	∅	ɛ	24	陽上		
20087	獨	t	ɛ	22	陰平		
20093	讀	t	ɛ	22	陰平		
20117	穀	k	e	24	陽上	稻穀。	
20118	糓	k	e	24	陽上	稻穀。	
20148	哭	h	ɛ	24	陽上		
20156	禿	tʰ	ʋ	24	陽上		
20157	𣬜	tʰ	ʋ	24	陽上		
20169	速	tsʰ	e	24	陽上		
20170	遬	tsʰ	e	24	陽上		
20171	𧫣	tsʰ	e	24	陽上		
20189	鹿	l	ɛ	22	陰平		
20242	族	tsʰ	ɛ	22	陰平		
20255	瀑	p	ɔ	11	陰去	不符合該方言古今對應規律。	
20272	撲	pʰ	ɛ	24	陽上		
20290	木	m	ɛ	22	陰平		
20303	福	f	ɛ	24	陽上		
20305	複	f	ɛ	24	陽上	複雜。	
20306	幅	f	ɛ	24	陽上		
20320	伏	f	ɛ	22	陰平		
20321	復	f	ɛ	24	陽上	復原。不符合該方言古今對應規律。	
20323	服	f	ɛ	22	陰平		
20324	𦨈	f	ɛ	22	陰平		
20353	縮	s	ɛ	24	陽上		
20366	六	l	ɛ	22	陰平		
20367	陸	l	ɛ	22	陰平		
20388	逐	tsʰ	ɛ	22	陰平		
20389	軸	tsʰ	ɛ	22	陰平		
20400	菊	k	e	24	陽上		
20400	菊	kʰ	e	24	陽上	不符合該方言古今對應規律。	
20438	熟	s	e	22	陰平		
20451	育	ȵ	ie	22	陰平		
20491	肉	ȵ	ie	22	陰平		
20494	粥	ts	e	24	陽上		
20496	祝	ts	e	24	陽上		
20499	叔	s	e	24	陽上		
20512	蓄	tsʰ	e	24	陽上	不符合該方言古今對應規律。	
