單字	粵拼	聲母_定	韻母_定	聲調_定	IPA	聲母_定	韻母_定	聲調_定	備註
紉		j	an	6		j	ɐn	31	
孕		j	an	6		j	ɐn	31	
入		j	ap	8		j	ɐp	31	
揖		j	ap	7A		j	ɐp	35	
泣		j	ap	7A		j	ɐp	35	
邑		j	ap	7A		j	ɐp	35	
日		j	at	8		j	ɐt	31	
佚		j	at	8		j	ɐt	31	
逸		j	at	8		j	ɐt	31	
溢		j	at	8		j	ɐt	31	
一		j	at	7A		j	ɐt	35	
壹		j	at	7A		j	ɐt	35	
醫		j	i	1		j	i	23	
意		j	i	1		j	i	23	
議		j	i	1		j	i	23	
漪		j	i	1		j	i	23	
伊		j	i	1		j	i	23	
懿		j	i	1		j	i	23	
衣		j	i	1		j	i	23	
依		j	i	1		j	i	23	
汝		j	i	1		j	i	23	
於		j	i	1		j	i	23	
迂		j	i	1		j	i	23	
于		j	i	1		j	i	23	
雨		j	i	1		j	i	23	落雨
耳		j	i	2		j	i	35	
綺		j	i	2		j	i	35	
椅		j	i	2		j	i	35	
倚		j	i	2		j	i	35	
咦		j	i	2		j	i	35	
乳		j	i	2		j	i	35	又音
嫗		j	i	2		j	i	35	
雨		j	i	2		j	i	35	
而		j	i	4		j	i	22	
疑		j	i	4		j	i	22	
台		j	i	4		j	i	22	
怡		j	i	4		j	i	22	
貽		j	i	4		j	i	22	
飴		j	i	4		j	i	22	
頤		j	i	4		j	i	22	
兒		j	i	4		j	i	22	
蛇		j	i	4		j	i	22	委蛇
移		j	i	4		j	i	22	
宜		j	i	4		j	i	22	
儀		j	i	4		j	i	22	
誼		j	i	4		j	i	22	
夷		j	i	4		j	i	22	
沂		j	i	4		j	i	22	
姨		j	i	4		j	i	22	
胰		j	i	4		j	i	22	
如		j	i	4		j	i	22	古代第一人稱
茹		j	i	4		j	i	22	
魚		j	i	4		j	i	22	
漁		j	i	4		j	i	22	
余		j	i	4		j	i	22	
餘		j	i	4		j	i	22	
輿		j	i	4		j	i	22	
與		j	i	4		j	i	22	參與
儒		j	i	4		j	i	22	
嚅		j	i	4		j	i	22	
孺		j	i	4		j	i	22	
娛		j	i	4		j	i	22	
隅		j	i	4		j	i	22	
虞		j	i	4		j	i	22	
愚		j	i	4		j	i	22	
萸		j	i	4		j	i	22	
渝		j	i	4		j	i	22	
愉		j	i	4		j	i	22	
瑜		j	i	4		j	i	22	
榆		j	i	4		j	i	22	
諛		j	i	4		j	i	22	
盂		j	i	4		j	i	22	
蠕		j	i	4		j	i	22	
迤		j	i	4		j	i	22	逶迤
迤		j	i	4		j	i	22	
擬		j	i	5		j	i	21	
已		j	i	5		j	i	21	
以		j	i	5		j	i	21	
矣		j	i	5		j	i	21	
爾		j	i	5		j	i	21	
邇		j	i	5		j	i	21	
魚		j	i	5		j	i	21	變調
語		j	i	5		j	i	21	語言
予		j	i	5		j	i	21	給予
乳		j	i	5		j	i	21	
宇		j	i	5		j	i	21	
羽		j	i	5		j	i	21	
雨		j	i	5		j	i	21	
禹		j	i	5		j	i	21	
嶼		j	i	5		j	i	21	大嶼山，山名
異		j	i	6		j	i	31	
易		j	i	6		j	i	31	容易
義		j	i	6		j	i	31	
二		j	i	6		j	i	31	
貳		j	i	6		j	i	31	
語		j	i	6		j	i	31	不以語人
馭		j	i	6		j	i	31	
御		j	i	6		j	i	31	
禦		j	i	6		j	i	31	
譽		j	i	6		j	i	31	
與		j	i	6		j	i	31	我與你
預		j	i	6		j	i	31	
豫		j	i	6		j	i	31	
遇		j	i	6		j	i	31	
寓		j	i	6		j	i	31	
逾		j	i	6		j	i	31	
喻		j	i	6		j	i	31	
裕		j	i	6		j	i	31	
諭		j	i	6		j	i	31	
籲		j	i	6		j	i	31	
愈		j	i	6		j	i	31	
雨		j	i	6		j	i	31	雨我公田
癒		j	i	6		j	i	31	
尉		j	i	6		j	i	31	尉遲
惹		j	iaa	2		j	ia	35	
邪		j	iaa	4		j	ia	22	
椰		j	iaa	4		j	ia	22	
耶		j	iaa	4		j	ia	22	
爺		j	iaa	4		j	ia	22	
若		j	iaa	5		j	ia	21	般若
冶		j	iaa	5		j	ia	21	
墅		j	iaa	5		j	ia	21	
野		j	iaa	5		j	ia	21	
射		j	iaa	6		j	ia	31	僕射
夜		j	iaa	6		j	ia	31	
廿		j	iaa	6		j	ia	31	
若		j	iaak	8		j	iak	31	假若
弱		j	iaak	8		j	iak	31	
箬		j	iaak	8		j	iak	31	
謔		j	iaak	8		j	iak	31	
虐		j	iaak	8		j	iak	31	
瘧		j	iaak	8		j	iak	31	
藥		j	iaak	8		j	iak	31	
鑰		j	iaak	8		j	iak	31	
躍		j	iaak	8		j	iak	31	躍進
篛		j	iaak	8		j	iak	31	
叒		j	iaak	8		j	iak	31	
藥		j	iaak	9		j	iak	21	變調
約		j	iaak	7B		j	iak	23	
躍		j	iaak	7B		j	iak	23	跳躍
曰		j	iaak	7B		j	iak	23	
冉		j	iaam	1		j	iam	23	
染		j	iaam	1		j	iam	23	
厭		j	iaam	1		j	iam	23	
淹		j	iaam	1		j	iam	23	
奄		j	iaam	1		j	iam	23	奄有
广		j	iaam	2		j	iam	35	
俺		j	iaam	2		j	iam	35	
奄		j	iaam	2		j	iam	35	奄奄一息
掩		j	iaam	2		j	iam	35	
弇		j	iaam	2		j	iam	35	
嫌		j	iaam	4		j	iam	22	
嚴		j	iaam	4		j	iam	22	
儼		j	iaam	4		j	iam	22	
閻		j	iaam	4		j	iam	22	
鹽		j	iaam	4		j	iam	22	
炎		j	iaam	4		j	iam	22	
焰		j	iaam	6		j	iam	31	
豔		j	iaam	6		j	iam	31	
燄		j	iaam	6		j	iam	31	
驗		j	iaam	6		j	iam	31	
養		j	iaang	1		j	iaŋ	23	
癢		j	iaang	1		j	iaŋ	23	
央		j	iaang	1		j	iaŋ	23	
殃		j	iaang	1		j	iaŋ	23	
秧		j	iaang	1		j	iaŋ	23	
鴦		j	iaang	1		j	iaŋ	23	
影		j	iaang	2		j	iaŋ	35	人影，白讀
映		j	iaang	2		j	iaŋ	35	放映，白讀
仰		j	iaang	2		j	iaŋ	35	
贏		j	iaang	4		j	iaŋ	22	
贏		j	iaang	4		j	iaŋ	22	
攘		j	iaang	4		j	iaŋ	22	攘除
羊		j	iaang	4		j	iaŋ	22	
徉		j	iaang	4		j	iaŋ	22	
洋		j	iaang	4		j	iaŋ	22	
烊		j	iaang	4		j	iaŋ	22	
陽		j	iaang	4		j	iaŋ	22	
揚		j	iaang	4		j	iaŋ	22	
楊		j	iaang	4		j	iaŋ	22	
瘍		j	iaang	4		j	iaŋ	22	
氧		j	iaang	5		j	iaŋ	21	
攘		j	iaang	5		j	iaŋ	21	擾攘
讓		j	iaang	6		j	iaŋ	31	
壤		j	iaang	6		j	iaŋ	31	
釀		j	iaang	6		j	iaŋ	31	
漾		j	iaang	6		j	iaŋ	31	
嚷		j	iaang	6		j	iaŋ	31	
樣		j	iaang	6		j	iaŋ	31	
頁		j	iaap	8		j	iap	31	
業		j	iaap	8		j	iap	31	
葉		j	iaap	8		j	iap	31	
靨		j	iaap	7B		j	iap	23	
醃		j	iaap	7B		j	iap	23	
邀		j	iaau	1		j	iau	23	
腰		j	iaau	1		j	iau	23	
要		j	iaau	1		j	iau	23	
夭		j	iaau	1		j	iau	23	
遨		j	iaau	1		j	iau	23	
么		j	iaau	1		j	iau	23	
吆		j	iaau	1		j	iau	23	
舀		j	iaau	2		j	iau	35	
窈		j	iaau	2		j	iau	35	
擾		j	iaau	2		j	iau	35	
繞		j	iaau	2		j	iau	35	
妖		j	iaau	2		j	iau	35	
僥		j	iaau	4		j	iau	22	僬僥，短人，西南夷別名
堯		j	iaau	4		j	iau	22	
饒		j	iaau	4		j	iau	22	
蟯		j	iaau	4		j	iau	22	
陶		j	iaau	4		j	iau	22	皋陶，古人名
姚		j	iaau	4		j	iau	22	
搖		j	iaau	4		j	iau	22	
遙		j	iaau	4		j	iau	22	
瑤		j	iaau	4		j	iau	22	
窯		j	iaau	4		j	iau	22	
謠		j	iaau	4		j	iau	22	
曜		j	iaau	6		j	iau	31	
耀		j	iaau	6		j	iau	31	
逆		j	ik	8		j	ɪk	31	
役		j	ik	8		j	ɪk	31	
疫		j	ik	8		j	ɪk	31	
睪		j	ik	8		j	ɪk	31	
射		j	ik	8		j	ɪk	31	
液		j	ik	8		j	ɪk	31	無射
腋		j	ik	8		j	ɪk	31	
亦		j	ik	8		j	ɪk	31	
易		j	ik	8		j	ɪk	31	交易
奕		j	ik	8		j	ɪk	31	
蜴		j	ik	8		j	ɪk	31	
繹		j	ik	8		j	ɪk	31	
譯		j	ik	8		j	ɪk	31	
驛		j	ik	8		j	ɪk	31	
翌		j	ik	8		j	ɪk	31	
翼		j	ik	8		j	ɪk	31	
益		j	ik	7A		j	ɪk	35	
抑		j	ik	7A		j	ɪk	35	
億		j	ik	7A		j	ɪk	35	
憶		j	ik	7A		j	ɪk	35	
煙		j	in	1		j	in	23	
燕		j	in	1		j	in	23	燕子
咽		j	in	1		j	in	23	
嚥		j	in	1		j	in	23	
宴		j	in	1		j	in	23	
嫣		j	in	1		j	in	23	
焉		j	in	1		j	in	23	焉知非福
菸		j	in	1		j	in	23	
涴		j	in	1		j	in	23	
衍		j	in	2		j	in	35	
演		j	in	2		j	in	35	
鼴		j	in	2		j	in	35	
堰		j	in	2		j	in	35	
弦		j	in	4		j	in	22	
絃		j	in	4		j	in	22	
賢		j	in	4		j	in	22	
妍		j	in	4		j	in	22	
研		j	in	4		j	in	22	
然		j	in	4		j	in	22	
燃		j	in	4		j	in	22	
延		j	in	4		j	in	22	
蜒		j	in	4		j	in	22	蜿蜒
筵		j	in	4		j	in	22	
焉		j	in	4		j	in	22	心不在焉
員		j	in	4		j	in	22	
言		j	in	4		j	in	22	
見		j	in	6		j	in	31	發見
現		j	in	6		j	in	31	
硯		j	in	6		j	in	31	
彥		j	in	6		j	in	31	
諺		j	in	6		j	in	31	
英		j	ing	1		j	ɪŋ	23	
瑛		j	ing	1		j	ɪŋ	23	
嬰		j	ing	1		j	ɪŋ	23	
鷹		j	ing	1		j	ɪŋ	23	
應		j	ing	1		j	ɪŋ	23	
櫻		j	ing	1		j	ɪŋ	23	
鸚		j	ing	1		j	ɪŋ	23	
影		j	ing	2		j	ɪŋ	35	
映		j	ing	2		j	ɪŋ	35	
螢		j	ing	4		j	ɪŋ	22	
刑		j	ing	4		j	ɪŋ	22	
形		j	ing	4		j	ɪŋ	22	
型		j	ing	4		j	ɪŋ	22	
瑩		j	ing	4		j	ɪŋ	22	
迎		j	ing	4		j	ɪŋ	22	
營		j	ing	4		j	ɪŋ	22	
縈		j	ing	4		j	ɪŋ	22	
盈		j	ing	4		j	ɪŋ	22	
仍		j	ing	4		j	ɪŋ	22	
凝		j	ing	4		j	ɪŋ	22	
蠅		j	ing	4		j	ɪŋ	22	
認		j	ing	6		j	ɪŋ	31	
熱		j	it	8		j	it	31	
乙		j	it	8		j	it	31	
咽		j	it	7B		j	it	23	哽咽
噎		j	it	7B		j	it	23	
唷		j	o	1		j	ɔ	23	
喲		j	o	1		j	ɔ	23	
幽		j	ou	1		j	ou	23	
幼		j	ou	1		j	ou	23	
丘		j	ou	1		j	ou	23	
邱		j	ou	1		j	ou	23	
蚯		j	ou	1		j	ou	23	
休		j	ou	1		j	ou	23	
咻		j	ou	1		j	ou	23	一傅眾咻
誘		j	ou	1		j	ou	23	
憂		j	ou	1		j	ou	23	
優		j	ou	1		j	ou	23	
有		j	ou	1		j	ou	23	
黝		j	ou	2		j	ou	35	
柔		j	ou	4		j	ou	22	
揉		j	ou	4		j	ou	22	
攸		j	ou	4		j	ou	22	
悠		j	ou	4		j	ou	22	
由		j	ou	4		j	ou	22	
油		j	ou	4		j	ou	22	
猶		j	ou	4		j	ou	22	
遊		j	ou	4		j	ou	22	
游		j	ou	4		j	ou	22	
酉		j	ou	4		j	ou	22	
尤		j	ou	4		j	ou	22	
疣		j	ou	4		j	ou	22	
郵		j	ou	4		j	ou	22	
鈾		j	ou	4		j	ou	22	
魷		j	ou	4		j	ou	22	
誘		j	ou	5		j	ou	21	又音
友		j	ou	5		j	ou	21	
柚		j	ou	6		j	ou	31	
又		j	ou	6		j	ou	31	
佑		j	ou	6		j	ou	31	
祐		j	ou	6		j	ou	31	
右		j	ou	6		j	ou	31	
釉		j	ou	6		j	ou	31	
有		j	ou	6		j	ou	31	十有一
蕊		j	ui	5		j	ui	21	
乳		j	ui	5		j	ui	21	汁液，白讀
銳		j	ui	6		j	ui	31	
裔		j	ui	6		j	ui	31	
睿		j	ui	6		j	ui	31	
燠		j	uk	2		j	ʊk	35	
肉		j	uk	8		j	ʊk	31	
育		j	uk	8		j	ʊk	31	
鬻		j	uk	8		j	ʊk	31	
辱		j	uk	8		j	ʊk	31	
玉		j	uk	8		j	ʊk	31	
獄		j	uk	8		j	ʊk	31	
谷		j	uk	8		j	ʊk	31	吐谷渾
浴		j	uk	8		j	ʊk	31	
欲		j	uk	8		j	ʊk	31	
慾		j	uk	8		j	ʊk	31	
褥		j	uk	8		j	ʊk	31	
峪		j	uk	8		j	ʊk	31	
昱		j	uk	7A		j	ʊk	35	
郁		j	uk	7A		j	ʊk	35	
旭		j	uk	7A		j	ʊk	35	
沃		j	uk	7A		j	ʊk	35	
雍		j	ung	1		j	ʊŋ	23	
翁		j	ung	1		j	ʊŋ	23	
嗡		j	ung	1		j	ʊŋ	23	
恿		j	ung	2		j	ʊŋ	35	
蛹		j	ung	2		j	ʊŋ	35	
擁		j	ung	2		j	ʊŋ	35	
俑		j	ung	2		j	ʊŋ	35	
蓊		j	ung	2		j	ʊŋ	35	
佣		j	ung	2		j	ʊŋ	35	
湧		j	ung	2		j	ʊŋ	35	
踴		j	ung	2		j	ʊŋ	35	
熊		j	ung	4		j	ʊŋ	22	人熊，白讀，傳說中的怪物
絨		j	ung	4		j	ʊŋ	22	
融		j	ung	4		j	ʊŋ	22	
茸		j	ung	4		j	ʊŋ	22	
容		j	ung	4		j	ʊŋ	22	
蓉		j	ung	4		j	ʊŋ	22	
溶		j	ung	4		j	ʊŋ	22	
鎔		j	ung	4		j	ʊŋ	22	
庸		j	ung	4		j	ʊŋ	22	
傭		j	ung	4		j	ʊŋ	22	
榕		j	ung	4		j	ʊŋ	22	
熔		j	ung	4		j	ʊŋ	22	
勇		j	ung	5		j	ʊŋ	21	
用		j	ung	6		j	ʊŋ	31	
淵		j	waan	1		j	uan	23	
鳶		j	waan	1		j	uan	23	
蜿		j	waan	1		j	uan	23	
宛		j	waan	1		j	uan	23	大宛
冤		j	waan	1		j	uan	23	
鴛		j	waan	1		j	uan	23	
怨		j	waan	1		j	uan	23	
軟		j	waan	1		j	uan	23	
軟		j	waan	2		j	uan	35	
阮		j	waan	2		j	uan	35	姓氏
蜿		j	waan	2		j	uan	35	蜿蟺
宛		j	waan	2		j	uan	35	宛然
婉		j	waan	2		j	uan	35	
苑		j	waan	2		j	uan	35	
遠		j	waan	2		j	uan	35	
遠		j	waan	2		j	uan	35	遠方
院		j	waan	2		j	uan	35	
烷		j	waan	4		j	uan	22	
玄		j	waan	4		j	uan	22	
懸		j	waan	4		j	uan	22	
鉛		j	waan	4		j	uan	22	
沿		j	waan	4		j	uan	22	
緣		j	waan	4		j	uan	22	
圓		j	waan	4		j	uan	22	
元		j	waan	4		j	uan	22	
原		j	waan	4		j	uan	22	
源		j	waan	4		j	uan	22	
袁		j	waan	4		j	uan	22	
園		j	waan	4		j	uan	22	
猿		j	waan	4		j	uan	22	
轅		j	waan	4		j	uan	22	
丸		j	waan	4		j	uan	22	
完		j	waan	4		j	uan	22	
阮		j	waan	5		j	uan	21	杜阮，地名
炫		j	waan	5		j	uan	21	
縣		j	waan	6		j	uan	31	
眩		j	waan	6		j	uan	31	
願		j	waan	6		j	uan	31	
遠		j	waan	6		j	uan	31	遠小人
穴		j	waat	8		j	uat	31	
月		j	waat	8		j	uat	31	
曰		j	waat	8		j	uat	31	
越		j	waat	8		j	uat	31	
粵		j	waat	8		j	uat	31	
月		j	waat	9		j	uat	21	
說		j	wat	8		j	uat	31	
悅		j	wat	8		j	uat	31	
閱		j	wat	8		j	uat	31	
卡		k	aa	2		kʰ	a	35	
𢬿		k	aai	1		kʰ	ai	23	用手拿
楷		k	aai	2		kʰ	ai	35	楷模
該		k	aai	5		kʰ	ai	21	這
靠		k	aau	1		kʰ	au	23	
襟		k	am	1		kʰ	ɐm	23	
禁		k	am	1		kʰ	ɐm	23	禁著
琴		k	am	4		kʰ	ɐm	22	
禽		k	am	4		kʰ	ɐm	22	
擒		k	am	4		kʰ	ɐm	22	
芹		k	an	4		kʰ	ɐn	22	
勤		k	an	4		kʰ	ɐn	22	
近		k	an	5		kʰ	ɐn	21	好近
汲		k	ap	8		kʰ	ɐp	31	
及		k	ap	8		kʰ	ɐp	31	
汲		k	ap	7A		kʰ	ɐp	35	
級		k	ap	7A		kʰ	ɐp	35	
吸		k	ap	7A		kʰ	ɐp	35	
岌		k	ap	7A		kʰ	ɐp	35	
給		k	ap	7B		kʰ	ɐp	23	
該		k	at	9		kʰ	ɐt	21	這
咳		k	at	7A		kʰ	ɐt	35	咳嗽
龜		k	au	1		kʰ	ɐu	23	
臼		k	au	1		kʰ	ɐu	23	
桕		k	au	1		kʰ	ɐu	23	
舅		k	au	1		kʰ	ɐu	23	
仇		k	au	4		kʰ	ɐu	22	姓仇
求		k	au	4		kʰ	ɐu	22	
球		k	au	4		kʰ	ɐu	22	
毬		k	au	4		kʰ	ɐu	22	
亟		k	ei	1		kʰ	ei	23	亟請
企		k	ei	1		kʰ	ei	23	
畸		k	ei	1		kʰ	ei	23	
崎		k	ei	1		kʰ	ei	23	崎嶇
冀		k	ei	1		kʰ	ei	23	
暨		k	ei	1		kʰ	ei	23	
企		k	ei	2		kʰ	ei	35	
期		k	ei	4		kʰ	ei	22	日期
其		k	ei	4		kʰ	ei	22	
淇		k	ei	4		kʰ	ei	22	
琪		k	ei	4		kʰ	ei	22	
旗		k	ei	4		kʰ	ei	22	
歧		k	ei	4		kʰ	ei	22	
祇		k	ei	4		kʰ	ei	22	神祇
奇		k	ei	4		kʰ	ei	22	奇怪
琦		k	ei	4		kʰ	ei	22	
鰭		k	ei	4		kʰ	ei	22	
祈		k	ei	4		kʰ	ei	22	
崎		k	ei	4		kʰ	ei	22	長崎
棋		k	ei	4		kʰ	ei	22	
企		k	ei	5		kʰ	ei	21	
亟		k	i	1		kʰ	i	23	亟請，又音
企		k	i	1		kʰ	i	23	又音
畸		k	i	1		kʰ	i	23	又音
崎		k	i	1		kʰ	i	23	崎嶇，又音
冀		k	i	1		kʰ	i	23	又音
暨		k	i	1		kʰ	i	23	又音
企		k	i	2		kʰ	i	35	屋企，家
期		k	i	4		kʰ	i	22	日期，又音
其		k	i	4		kʰ	i	22	又音
淇		k	i	4		kʰ	i	22	又音
琪		k	i	4		kʰ	i	22	又音
旗		k	i	4		kʰ	i	22	又音
歧		k	i	4		kʰ	i	22	又音
祇		k	i	4		kʰ	i	22	神祇，又音
奇		k	i	4		kʰ	i	22	奇怪，又音
琦		k	i	4		kʰ	i	22	又音
鰭		k	i	4		kʰ	i	22	又音
祈		k	i	4		kʰ	i	22	又音
崎		k	i	4		kʰ	i	22	長崎，又音
棋		k	i	4		kʰ	i	22	又音
企		k	i	5		kʰ	i	21	又音
伽		k	iaa	4		kʰ	ia	22	伽藍
騎		k	iaa	4		kʰ	ia	22	騎馬
茄		k	iaa	5		kʰ	ia	21	茄瓜
劇		k	iaak	8		kʰ	iak	31	
劇		k	iaak	9		kʰ	iak	21	
厥		k	iaak	9		kʰ	iak	21	佢哋
卻		k	iaak	7B		kʰ	iak	23	
拑		k	iaam	4		kʰ	iam	22	
鉗		k	iaam	4		kʰ	iam	22	
強		k	iaang	1		kʰ	iaŋ	23	勉強
強		k	iaang	4		kʰ	iaŋ	22	強壯
襁		k	iaang	5		kʰ	iaŋ	21	
竅		k	iaau	1		kʰ	iau	23	
翹		k	iaau	1		kʰ	iau	23	翹起
轎		k	iaau	2		kʰ	iau	35	
翹		k	iaau	4		kʰ	iau	22	翹首
喬		k	iaau	4		kʰ	iau	22	
僑		k	iaau	4		kʰ	iau	22	
橋		k	iaau	4		kʰ	iau	22	
亟		k	ie	1		kʰ	iɛ	23	亟請，又音
企		k	ie	1		kʰ	iɛ	23	又音
畸		k	ie	1		kʰ	iɛ	23	又音
崎		k	ie	1		kʰ	iɛ	23	崎嶇，又音
冀		k	ie	1		kʰ	iɛ	23	又音
暨		k	ie	1		kʰ	iɛ	23	又音
企		k	ie	2		kʰ	iɛ	35	又音
期		k	ie	4		kʰ	iɛ	22	日期，又音
其		k	ie	4		kʰ	iɛ	22	又音
淇		k	ie	4		kʰ	iɛ	22	又音
琪		k	ie	4		kʰ	iɛ	22	又音
旗		k	ie	4		kʰ	iɛ	22	又音
歧		k	ie	4		kʰ	iɛ	22	又音
祇		k	ie	4		kʰ	iɛ	22	神祇，又音
奇		k	ie	4		kʰ	iɛ	22	奇怪，又音
琦		k	ie	4		kʰ	iɛ	22	又音
鰭		k	ie	4		kʰ	iɛ	22	又音
祈		k	ie	4		kʰ	iɛ	22	又音
崎		k	ie	4		kʰ	iɛ	22	長崎，又音
棋		k	ie	4		kʰ	iɛ	22	又音
企		k	ie	5		kʰ	iɛ	21	又音
隙		k	ik	7A		kʰ	ɪk	35	
券		k	in	1		kʰ	in	23	
拳		k	in	4		kʰ	in	22	
蜷		k	in	4		kʰ	in	22	
權		k	in	4		kʰ	in	22	
虔		k	in	4		kʰ	in	22	
乾		k	in	4		kʰ	in	22	乾坤
傾		k	ing	1		kʰ	ɪŋ	23	
頃		k	ing	2		kʰ	ɪŋ	35	
鯨		k	ing	4		kʰ	ɪŋ	22	
擎		k	ing	4		kʰ	ɪŋ	22	
嬛		k	ing	4		kʰ	ɪŋ	22	美好
瓊		k	ing	4		kʰ	ɪŋ	22	
抉		k	it	7B		kʰ	it	23	
訣		k	it	7B		kʰ	it	23	
缺		k	it	7B		kʰ	it	23	
決		k	it	7B		kʰ	it	23	
鍥		k	it	7B		kʰ	it	23	
揭		k	it	7B		kʰ	it	23	
契		k	it	7B		kʰ	it	23	契丹
撅		k	it	7B		kʰ	it	23	
蕨		k	it	7B		kʰ	it	23	
闕		k	it	7B		kʰ	it	23	
竭		k	it	7B		kʰ	it	23	
頡		k	it	7B		kʰ	it	23	
黠		k	it	7B		kʰ	it	23	
獗		k	it	7B		kʰ	it	23	
橛		k	it	7B		kʰ	it	23	木橛子
桔		k	it	7B		kʰ	it	23	桔柣
柯		k	o	1		kʰ	ɔ	23	
稽		k	oi	1		kʰ	ɔi	23	稽首
溪		k	oi	1		kʰ	ɔi	23	
谿		k	oi	1		kʰ	ɔi	23	
契		k	oi	1		kʰ	ɔi	23	契約
溉		k	oi	1		kʰ	ɔi	23	
愾		k	oi	1		kʰ	ɔi	23	
丐		k	oi	1		kʰ	ɔi	23	
蓋		k	oi	1		kʰ	ɔi	23	覆蓋
概		k	oi	1		kʰ	ɔi	23	
慨		k	oi	1		kʰ	ɔi	23	
稽		k	oi	2		kʰ	ɔi	35	無稽之談
啟		k	oi	2		kʰ	ɔi	35	
確		k	ok	7B		kʰ	ɔk	23	
廓		k	ok	7B		kʰ	ɔk	23	
涸		k	ok	7B		kʰ	ɔk	23	
郝		k	ok	7B		kʰ	ɔk	23	
壑		k	ok	7B		kʰ	ɔk	23	
獷		k	ong	1		kʰ	ɔŋ	23	
鄺		k	ong	1		kʰ	ɔŋ	23	姓氏
礦		k	ong	1		kʰ	ɔŋ	23	
曠		k	ong	1		kʰ	ɔŋ	23	
擴		k	ong	1		kʰ	ɔŋ	23	
亢		k	ong	1		kʰ	ɔŋ	23	高亢
抗		k	ong	1		kʰ	ɔŋ	23	
炕		k	ong	1		kʰ	ɔŋ	23	
港		k	ong	2		kʰ	ɔŋ	35	
狂		k	ong	4		kʰ	ɔŋ	22	
摳		k	ou	1		kʰ	ou	23	
溝		k	ou	1		kʰ	ou	23	
篝		k	ou	1		kʰ	ou	23	
構		k	ou	1		kʰ	ou	23	
購		k	ou	1		kʰ	ou	23	
寇		k	ou	1		kʰ	ou	23	
叩		k	ou	1		kʰ	ou	23	
扣		k	ou	1		kʰ	ou	23	
蔻		k	ou	1		kʰ	ou	23	
箍		k	u	1		kʰ	u	23	
拒		k	ui	1		kʰ	ui	23	
距		k	ui	1		kʰ	ui	23	
拘		k	ui	1		kʰ	ui	23	
俱		k	ui	1		kʰ	ui	23	
區		k	ui	1		kʰ	ui	23	區別
嶇		k	ui	1		kʰ	ui	23	
軀		k	ui	1		kʰ	ui	23	
驅		k	ui	1		kʰ	ui	23	
潰		k	ui	2		kʰ	ui	35	
渠		k	ui	4		kʰ	ui	22	
瞿		k	ui	4		kʰ	ui	22	瞿塘峽
距		k	ui	5		kʰ	ui	21	距離
麴		k	uk	7A		kʰ	ʊk	35	
曲		k	uk	7A		kʰ	ʊk	35	
窘		k	un	1		kʰ	un	23	又音
昆		k	un	1		kʰ	un	23	又音
坤		k	un	1		kʰ	un	23	又音
困		k	un	1		kʰ	un	23	又音
崑		k	un	1		kʰ	un	23	又音
睏		k	un	1		kʰ	un	23	又音
菌		k	un	2		kʰ	un	35	又音
壼		k	un	2		kʰ	un	35	又音
捆		k	un	2		kʰ	un	35	又音
綑		k	un	2		kʰ	un	35	又音
裙		k	un	4		kʰ	un	22	又音
群		k	un	4		kʰ	un	22	又音
孔		k	ung	2		kʰ	ʊŋ	35	又音
穹		k	ung	4		kʰ	ʊŋ	22	
窮		k	ung	4		kʰ	ʊŋ	22	
檜		k	waai	2		kʰ	uai	35	
膾		k	waai	2		kʰ	uai	35	
繪		k	waai	2		kʰ	uai	35	
賄		k	waai	2		kʰ	uai	35	
聒		k	waat	7B		kʰ	uat	23	
括		k	waat	7B		kʰ	uat	23	
豁		k	waat	7B		kʰ	uat	23	
夸		kw	aa	1		kʰw	a	23	
誇		kw	aa	1		kʰw	a	23	
跨		kw	aa	1		kʰw	a	23	
掛		kw	aa	1		kʰw	a	23	
垮		kw	aa	1		kʰw	a	23	
眶		kw	aang	1		kʰw	aŋ	23	
窘		kw	an	1		kʰw	ɐn	23	
昆		kw	an	1		kʰw	ɐn	23	
坤		kw	an	1		kʰw	ɐn	23	
困		kw	an	1		kʰw	ɐn	23	
崑		kw	an	1		kʰw	ɐn	23	
睏		kw	an	1		kʰw	ɐn	23	
菌		kw	an	2		kʰw	ɐn	35	
壼		kw	an	2		kʰw	ɐn	35	
捆		kw	an	2		kʰw	ɐn	35	
綑		kw	an	2		kʰw	ɐn	35	
裙		kw	an	4		kʰw	ɐn	22	
群		kw	an	4		kʰw	ɐn	22	
規		kw	i	1		kʰw	i	23	
窺		kw	i	1		kʰw	i	23	
虧		kw	i	1		kʰw	i	23	
愧		kw	i	1		kʰw	i	23	
盔		kw	i	1		kʰw	i	23	
睽		kw	i	4		kʰw	i	22	
畦		kw	i	4		kʰw	i	22	
攜		kw	i	4		kʰw	i	22	
蠵		kw	i	4		kʰw	i	22	
葵		kw	i	4		kʰw	i	22	
逵		kw	i	4		kʰw	i	22	
揆		kw	i	5		kʰw	i	21	
喇		l	aa	1		l	a	23	喇叭
啦		l	aa	1		l	a	23	
罅		l	aa	1		l	a	23	縫隙
喇		l	aa	4		l	a	22	語氣詞
喇		l	aa	5		l	a	21	喇嘛
罅		l	aa	5		l	a	21	變調
癩		l	aai	1		l	ai	23	
拉		l	aai	1		l	ai	23	
賴		l	aai	6		l	ai	31	
籟		l	aai	6		l	ai	31	
落		l	aai	6		l	ai	31	落低
勒		l	aak	8		l	ak	31	
簕		l	aak	8		l	ak	31	植物的刺
肋		l	aak	8		l	ak	31	
