字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
惜	sioʔ32		s	ioʔ	32	s	16	56	7	1	惜	sioʔ	0	[7]惜	sioʔ[7]惜
石	sioʔ54	～榴	s	ioʔ	54	s	16	56	8	0	石{～榴}	sioʔ	0	[7]惜[8]石{～榴}	sioʔ[7]惜[8]石{～榴}
液	sioʔ54	汗腺分泌物	s	ioʔ	54	s	16	56	8	1	液{汗腺分泌物}	sioʔ	1	[7]惜[8]石{～榴}液{汗腺分泌物}	sioʔ[7]惜[8]石{～榴}液{汗腺分泌物}
腳	kioʔ32		k	ioʔ	32	k	17	56	7	1	腳	kioʔ	1	[7]腳	kioʔ[7]腳
揢	kʰioʔ32		kʰ	ioʔ	32	kʰ	18	56	7	0	揢	kʰioʔ	0	[7]揢	kʰioʔ[7]揢
拾	kʰioʔ32	训，捡	kʰ	ioʔ	32	kʰ	18	56	7	1	拾{训，捡}	kʰioʔ	0	[7]揢拾{训，捡}	kʰioʔ[7]揢拾{训，捡}
揢	kʰioʔ54	拿	kʰ	ioʔ	54	kʰ	18	56	8	1	揢{拿}	kʰioʔ	1	[7]揢拾{训，捡}[8]揢{拿}	kʰioʔ[7]揢拾{训，捡}[8]揢{拿}
箬	hioʔ54		h	ioʔ	54	h	21	56	8	0	箬	hioʔ	0	[8]箬	hioʔ[8]箬
頁	hioʔ54	训	h	ioʔ	54	h	21	56	8	1	頁{训}	hioʔ	1	[8]箬頁{训}	hioʔ[8]箬頁{训}
約	ioʔ32			ioʔ	32	〇	22	56	7	1	約	ioʔ	0	[7]約	ioʔ[7]約
藥	ioʔ54			ioʔ	54	〇	22	56	8	1	藥	ioʔ	1	[7]約[8]藥	ioʔ[7]約[8]藥
拔	poiʔ32		p	oiʔ	32	p	1	57	7	0	拔	poiʔ	0	[7]拔	poiʔ[7]拔
八	poiʔ32		p	oiʔ	32	p	1	57	7	0	八	poiʔ	0	[7]拔八	poiʔ[7]拔八
捌	poiʔ32		p	oiʔ	32	p	1	57	7	0	捌	poiʔ	0	[7]拔八捌	poiʔ[7]拔八捌
丷	poiʔ32	八	p	oiʔ	32	p	1	57	7	1	丷{八}	poiʔ	1	[7]拔八捌丷{八}	poiʔ[7]拔八捌丷{八}
替	tʰoiʔ32	顶替	tʰ	oiʔ	32	tʰ	10	57	7	1	替{顶替}	tʰoiʔ	1	[7]替{顶替}	tʰoiʔ[7]替{顶替}
笠	loiʔ54		l	oiʔ	54	l	11	57	8	1	笠	loiʔ	1	[8]笠	loiʔ[8]笠
節	tsoiʔ32	～日	ts	oiʔ	32	ts	13	57	7	1	節{～日}	tsoiʔ	0	[7]節{～日}	tsoiʔ[7]節{～日}
截	tsoiʔ54		ts	oiʔ	54	ts	13	57	8	1	截	tsoiʔ	1	[7]節{～日}[8]截	tsoiʔ[7]節{～日}[8]截
匸	soiʔ32	塞	s	oiʔ	32	s	16	57	7	1	匸{塞}	soiʔ	1	[7]匸{塞}	soiʔ[7]匸{塞}
圿	koiʔ32	垢～（死皮）	k	oiʔ	32	k	17	57	7	0	圿{垢～（死皮）}	koiʔ	0	[7]圿{垢～（死皮）}	koiʔ[7]圿{垢～（死皮）}
夾	koiʔ32		k	oiʔ	32	k	17	57	7	1	夾	koiʔ	1	[7]圿{垢～（死皮）}夾	koiʔ[7]圿{垢～（死皮）}夾
軋	kʰoiʔ32	训	kʰ	oiʔ	32	kʰ	18	57	7	1	軋{训}	kʰoiʔ	1	[7]軋{训}	kʰoiʔ[7]軋{训}
狹	oiʔ54			oiʔ	54	〇	22	57	8	1	狹	oiʔ	1	[8]狹	oiʔ[8]狹
□	piuʔ32	冒出来	p	iuʔ	32	p	1	58	7	1	□{冒出来}	piuʔ	1	[7]□{冒出来}	piuʔ[7]□{冒出来}
□	kiuʔ32	挤	k	iuʔ	32	k	17	58	7	1	□{挤}	kiuʔ	1	[7]□{挤}	kiuʔ[7]□{挤}
笃	tauʔ32	～～（发育得好）	t	auʔ	32	t	9	59	7	1	笃{～～（发育得好）}	tauʔ	1	[7]笃{～～（发育得好）}	tauʔ[7]笃{～～（发育得好）}
捲	kauʔ32	训	k	auʔ	32	k	17	59	7	1	捲{训}	kauʔ	1	[7]捲{训}	kauʔ[7]捲{训}
□	kʰauʔ32	形容炸得脆，又读pʰauʔ	kʰ	auʔ	32	kʰ	18	59	7	0	□{形容炸得脆，又读pʰauʔ}	kʰauʔ	0	[7]□{形容炸得脆，又读pʰauʔ}	kʰauʔ[7]□{形容炸得脆，又读pʰauʔ}
翹	kʰauʔ32		kʰ	auʔ	32	kʰ	18	59	7	1	翹	kʰauʔ	1	[7]□{形容炸得脆，又读pʰauʔ}翹	kʰauʔ[7]□{形容炸得脆，又读pʰauʔ}翹
樂	gauʔ54	音～	g	auʔ	54	g	19	59	8	1	樂{音～}	gauʔ	1	[8]樂{音～}	gauʔ[8]樂{音～}
□	piauʔ32	油炸	p	iauʔ	32	p	1	60	7	1	□{油炸}	piauʔ	1	[7]□{油炸}	piauʔ[7]□{油炸}
□	tiauʔ32	油炸	t	iauʔ	32	t	9	60	7	1	□{油炸}	tiauʔ	1	[7]□{油炸}	tiauʔ[7]□{油炸}
雀	tsiauʔ32	麻～（麻将）	ts	iauʔ	32	ts	13	60	7	0	雀{麻～（麻将）}	tsiauʔ	0	[7]雀{麻～（麻将）}	tsiauʔ[7]雀{麻～（麻将）}
濺	tsiauʔ32	训	ts	iauʔ	32	ts	13	60	7	1	濺{训}	tsiauʔ	1	[7]雀{麻～（麻将）}濺{训}	tsiauʔ[7]雀{麻～（麻将）}濺{训}
□	iauʔ32	翘起		iauʔ	32	〇	22	60	7	1	□{翘起}	iauʔ	1	[7]□{翘起}	iauʔ[7]□{翘起}
□	pfuʔ54	用针扎	pf	uʔ	54	pf	5	61	8	1	□{用针扎}	pfuʔ	1	[8]□{用针扎}	pfuʔ[8]□{用针扎}
墩	tuʔ32	肥～～，胖乎乎	t	uʔ	32	t	9	61	7	1	墩{肥～～，胖乎乎}	tuʔ	1	[7]墩{肥～～，胖乎乎}	tuʔ[7]墩{肥～～，胖乎乎}
□	tʰuʔ32	滑动	tʰ	uʔ	32	tʰ	10	61	7	1	□{滑动}	tʰuʔ	1	[7]□{滑动}	tʰuʔ[7]□{滑动}
□	luʔ54	喝水	l	uʔ	54	l	11	61	8	1	□{喝水}	luʔ	1	[8]□{喝水}	luʔ[8]□{喝水}
□	tsuʔ32	水溢出	ts	uʔ	32	ts	13	61	7	1	□{水溢出}	tsuʔ	1	[7]□{水溢出}	tsuʔ[7]□{水溢出}
□	suʔ32	水喷射出来	s	uʔ	32	s	16	61	7	0	□{水喷射出来}	suʔ	0	[7]□{水喷射出来}	suʔ[7]□{水喷射出来}
噓	suʔ32		s	uʔ	32	s	16	61	7	1	噓	suʔ	1	[7]□{水喷射出来}噓	suʔ[7]□{水喷射出来}噓
□	kuʔ32	吸	k	uʔ	32	k	17	61	7	1	□{吸}	kuʔ	1	[7]□{吸}	kuʔ[7]□{吸}
鞭	pĩ22		p	ĩ	22	p	1	62	1	0	鞭	pĩ	0	[1]鞭	pĩ[1]鞭
便	pĩ22		p	ĩ	22	p	1	62	1	0	便	pĩ	0	[1]鞭便	pĩ[1]鞭便
編	pĩ22		p	ĩ	22	p	1	62	1	0	編	pĩ	0	[1]鞭便編	pĩ[1]鞭便編
邊	pĩ22		p	ĩ	22	p	1	62	1	1	邊	pĩ	0	[1]鞭便編邊	pĩ[1]鞭便編邊
扁	pĩ53		p	ĩ	53	p	1	62	3	1	扁	pĩ	1	[1]鞭便編邊[3]扁	pĩ[1]鞭便編邊[3]扁
片	pʰĩ22		pʰ	ĩ	22	pʰ	2	62	1	1	片	pʰĩ	0	[1]片	pʰĩ[1]片
譬	pʰĩ21		pʰ	ĩ	21	pʰ	2	62	5	0	譬	pʰĩ	0	[1]片[5]譬	pʰĩ[1]片[5]譬
片	pʰĩ21		pʰ	ĩ	21	pʰ	2	62	5	1	片	pʰĩ	0	[1]片[5]譬片	pʰĩ[1]片[5]譬片
鼻	pʰĩ311		pʰ	ĩ	311	pʰ	2	62	6	1	鼻	pʰĩ	1	[1]片[5]譬片[6]鼻	pʰĩ[1]片[5]譬片[6]鼻
纏	tĩ44		t	ĩ	44	t	9	62	2	1	纏	tĩ	1	[2]纏	tĩ[2]纏
天	tʰĩ22		tʰ	ĩ	22	tʰ	10	62	1	1	天	tʰĩ	1	[1]天	tʰĩ[1]天
支	tsĩ22		ts	ĩ	22	ts	13	62	1	0	支	tsĩ	0	[1]支	tsĩ[1]支
肢	tsĩ22		ts	ĩ	22	ts	13	62	1	0	肢	tsĩ	0	[1]支肢	tsĩ[1]支肢
氏	tsĩ22	大月～	ts	ĩ	22	ts	13	62	1	0	氏{大月～}	tsĩ	0	[1]支肢氏{大月～}	tsĩ[1]支肢氏{大月～}
脂	tsĩ22		ts	ĩ	22	ts	13	62	1	1	脂	tsĩ	0	[1]支肢氏{大月～}脂	tsĩ[1]支肢氏{大月～}脂
錢	tsĩ44		ts	ĩ	44	ts	13	62	2	1	錢	tsĩ	0	[1]支肢氏{大月～}脂[2]錢	tsĩ[1]支肢氏{大月～}脂[2]錢
稚	tsĩ53		ts	ĩ	53	ts	13	62	3	1	稚	tsĩ	0	[1]支肢氏{大月～}脂[2]錢[3]稚	tsĩ[1]支肢氏{大月～}脂[2]錢[3]稚
箭	tsĩ21		ts	ĩ	21	ts	13	62	5	0	箭	tsĩ	0	[1]支肢氏{大月～}脂[2]錢[3]稚[5]箭	tsĩ[1]支肢氏{大月～}脂[2]錢[3]稚[5]箭
擠	tsĩ21		ts	ĩ	21	ts	13	62	5	1	擠	tsĩ	0	[1]支肢氏{大月～}脂[2]錢[3]稚[5]箭擠	tsĩ[1]支肢氏{大月～}脂[2]錢[3]稚[5]箭擠
寺	tsĩ311		ts	ĩ	311	ts	13	62	6	1	寺	tsĩ	1	[1]支肢氏{大月～}脂[2]錢[3]稚[5]箭擠[6]寺	tsĩ[1]支肢氏{大月～}脂[2]錢[3]稚[5]箭擠[6]寺
鮮	tsʰĩ22		tsʰ	ĩ	22	tsʰ	14	62	1	1	鮮	tsʰĩ	0	[1]鮮	tsʰĩ[1]鮮
纏	tsʰĩ44	训	tsʰ	ĩ	44	tsʰ	14	62	2	1	纏{训}	tsʰĩ	1	[1]鮮[2]纏{训}	tsʰĩ[1]鮮[2]纏{训}
扇	sĩ21		s	ĩ	21	s	16	62	5	1	扇	sĩ	0	[5]扇	sĩ[5]扇
鹽	sĩ311		s	ĩ	311	s	16	62	6	1	鹽	sĩ	1	[5]扇[6]鹽	sĩ[5]扇[6]鹽
碱	kĩ22	训	k	ĩ	22	k	17	62	1	0	碱{训}	kĩ	0	[1]碱{训}	kĩ[1]碱{训}
梔	kĩ22		k	ĩ	22	k	17	62	1	0	梔	kĩ	0	[1]碱{训}梔	kĩ[1]碱{训}梔
堿	kĩ22	训	k	ĩ	22	k	17	62	1	1	堿{训}	kĩ	0	[1]碱{训}梔堿{训}	kĩ[1]碱{训}梔堿{训}
舷	kĩ44		k	ĩ	44	k	17	62	2	1	舷	kĩ	0	[1]碱{训}梔堿{训}[2]舷	kĩ[1]碱{训}梔堿{训}[2]舷
既	kĩ21		k	ĩ	21	k	17	62	5	0	既	kĩ	0	[1]碱{训}梔堿{训}[2]舷[5]既	kĩ[1]碱{训}梔堿{训}[2]舷[5]既
見	kĩ21		k	ĩ	21	k	17	62	5	1	見	kĩ	1	[1]碱{训}梔堿{训}[2]舷[5]既見	kĩ[1]碱{训}梔堿{训}[2]舷[5]既見
纏	kʰĩ44	训	kʰ	ĩ	44	kʰ	18	62	2	1	纏{训}	kʰĩ	1	[2]纏{训}	kʰĩ[2]纏{训}
年	hĩ44	～假开	h	ĩ	44	h	21	62	2	0	年{～假开}	hĩ	0	[2]年{～假开}	hĩ[2]年{～假开}
弦	hĩ44		h	ĩ	44	h	21	62	2	1	弦	hĩ	0	[2]年{～假开}弦	hĩ[2]年{～假开}弦
耳	hĩ13		h	ĩ	13	h	21	62	4	1	耳	hĩ	0	[2]年{～假开}弦[4]耳	hĩ[2]年{～假开}弦[4]耳
擤	hĩ32	擤鼻涕的动作	h	ĩ	32	h	21	62	7	1	擤{擤鼻涕的动作}	hĩ	1	[2]年{～假开}弦[4]耳[7]擤{擤鼻涕的动作}	hĩ[2]年{～假开}弦[4]耳[7]擤{擤鼻涕的动作}
丸	ĩ44	训		ĩ	44	〇	22	62	2	0	丸{训}	ĩ	0	[2]丸{训}	ĩ[2]丸{训}
圓	ĩ44			ĩ	44	〇	22	62	2	1	圓	ĩ	0	[2]丸{训}圓	ĩ[2]丸{训}圓
椅	ĩ53			ĩ	53	〇	22	62	3	0	椅	ĩ	0	[2]丸{训}圓[3]椅	ĩ[2]丸{训}圓[3]椅
已	ĩ53			ĩ	53	〇	22	62	3	0	已	ĩ	0	[2]丸{训}圓[3]椅已	ĩ[2]丸{训}圓[3]椅已
以	ĩ53			ĩ	53	〇	22	62	3	1	以	ĩ	0	[2]丸{训}圓[3]椅已以	ĩ[2]丸{训}圓[3]椅已以
燕	ĩ21			ĩ	21	〇	22	62	5	0	燕	ĩ	0	[2]丸{训}圓[3]椅已以[5]燕	ĩ[2]丸{训}圓[3]椅已以[5]燕
憶	ĩ21	～得：记得		ĩ	21	〇	22	62	5	0	憶{～得：记得}	ĩ	0	[2]丸{训}圓[3]椅已以[5]燕憶{～得：记得}	ĩ[2]丸{训}圓[3]椅已以[5]燕憶{～得：记得}
苡	ĩ21	普宁称“玉米”为～米		ĩ	21	〇	22	62	5	1	苡{普宁称“玉米”为～米}	ĩ	1	[2]丸{训}圓[3]椅已以[5]燕憶{～得：记得}苡{普宁称“玉米”为～米}	ĩ[2]丸{训}圓[3]椅已以[5]燕憶{～得：记得}苡{普宁称“玉米”为～米}
怕	pʰã21		pʰ	ã	21	pʰ	2	63	5	0	怕	pʰã	0	[5]怕	pʰã[5]怕
冇	pʰã21	～粟，俗字	pʰ	ã	21	pʰ	2	63	5	0	冇{～粟，俗字}	pʰã	0	[5]怕冇{～粟，俗字}	pʰã[5]怕冇{～粟，俗字}
泛	pʰã21	～粟	pʰ	ã	21	pʰ	2	63	5	1	泛{～粟}	pʰã	1	[5]怕冇{～粟，俗字}泛{～粟}	pʰã[5]怕冇{～粟，俗字}泛{～粟}
擔	tã22	～心	t	ã	22	t	9	63	1	1	擔{～心}	tã	0	[1]擔{～心}	tã[1]擔{～心}
擲	tã44	扔	t	ã	44	t	9	63	2	1	擲{扔}	tã	0	[1]擔{～心}[2]擲{扔}	tã[1]擔{～心}[2]擲{扔}
打	tã53		t	ã	53	t	9	63	3	0	打	tã	0	[1]擔{～心}[2]擲{扔}[3]打	tã[1]擔{～心}[2]擲{扔}[3]打
膽	tã53	大～，～量	t	ã	53	t	9	63	3	1	膽{大～，～量}	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}
淡	tã13		t	ã	13	t	9	63	4	0	淡	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡
啖	tã13		t	ã	13	t	9	63	4	0	啖	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖
氮	tã13		t	ã	13	t	9	63	4	1	氮	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮
罩	tã21	又	t	ã	21	t	9	63	5	0	罩{又}	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}
帐	tã21	蚊～	t	ã	21	t	9	63	5	0	帐{蚊～}	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}
帳	tã21	训读；蚊～（又音）	t	ã	21	t	9	63	5	0	帳{训读；蚊～（又音）}	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}帳{训读；蚊～（又音）}	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}帳{训读；蚊～（又音）}
呾	tã21	说，训读	t	ã	21	t	9	63	5	1	呾{说，训读}	tã	0	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}帳{训读；蚊～（又音）}呾{说，训读}	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}帳{训读；蚊～（又音）}呾{说，训读}
賺	tã311		t	ã	311	t	9	63	6	1	賺	tã	1	[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}帳{训读；蚊～（又音）}呾{说，训读}[6]賺	tã[1]擔{～心}[2]擲{扔}[3]打膽{大～，～量}[4]淡啖氮[5]罩{又}帐{蚊～}帳{训读；蚊～（又音）}呾{说，训读}[6]賺
□	tsã13	挖	ts	ã	13	ts	13	63	4	1	□{挖}	tsã	1	[4]□{挖}	tsã[4]□{挖}
三	sã22		s	ã	22	s	16	63	1	0	三	sã	0	[1]三	sã[1]三
衫	sã22		s	ã	22	s	16	63	1	0	衫	sã	0	[1]三衫	sã[1]三衫
仨	sã22		s	ã	22	s	16	63	1	0	仨	sã	0	[1]三衫仨	sã[1]三衫仨
叁	sã22		s	ã	22	s	16	63	1	0	叁	sã	0	[1]三衫仨叁	sã[1]三衫仨叁
叄	sã22		s	ã	22	s	16	63	1	1	叄	sã	1	[1]三衫仨叁叄	sã[1]三衫仨叁叄
柑	kã22		k	ã	22	k	17	63	1	0	柑	kã	0	[1]柑	kã[1]柑
橄	kã22		k	ã	22	k	17	63	1	1	橄	kã	0	[1]柑橄	kã[1]柑橄
銜	kã44	嘴里叼着	k	ã	44	k	17	63	2	1	銜{嘴里叼着}	kã	0	[1]柑橄[2]銜{嘴里叼着}	kã[1]柑橄[2]銜{嘴里叼着}
敢	kã53		k	ã	53	k	17	63	3	1	敢	kã	0	[1]柑橄[2]銜{嘴里叼着}[3]敢	kã[1]柑橄[2]銜{嘴里叼着}[3]敢
酵	kã21		k	ã	21	k	17	63	5	1	酵	kã	1	[1]柑橄[2]銜{嘴里叼着}[3]敢[5]酵	kã[1]柑橄[2]銜{嘴里叼着}[3]敢[5]酵
掩	ã22	遮		ã	22	〇	22	63	1	0	掩{遮}	ã	0	[1]掩{遮}	ã[1]掩{遮}
鴉	ã22	～片		ã	22	〇	22	63	1	1	鴉{～片}	ã	0	[1]掩{遮}鴉{～片}	ã[1]掩{遮}鴉{～片}
餡	ã311	老		ã	311	〇	22	63	6	1	餡{老}	ã	1	[1]掩{遮}鴉{～片}[6]餡{老}	ã[1]掩{遮}鴉{～片}[6]餡{老}
冰	piã22		p	iã	22	p	1	64	1	0	冰	piã	0	[1]冰	piã[1]冰
兵	piã22		p	iã	22	p	1	64	1	1	兵	piã	0	[1]冰兵	piã[1]冰兵
丙	piã53		p	iã	53	p	1	64	3	0	丙	piã	0	[1]冰兵[3]丙	piã[1]冰兵[3]丙
餅	piã53		p	iã	53	p	1	64	3	1	餅	piã	0	[1]冰兵[3]丙餅	piã[1]冰兵[3]丙餅
拚	piã21	～命	p	iã	21	p	1	64	5	0	拚{～命}	piã	0	[1]冰兵[3]丙餅[5]拚{～命}	piã[1]冰兵[3]丙餅[5]拚{～命}
拼	piã21	～命	p	iã	21	p	1	64	5	1	拼{～命}	piã	1	[1]冰兵[3]丙餅[5]拚{～命}拼{～命}	piã[1]冰兵[3]丙餅[5]拚{～命}拼{～命}
□	pʰiã44	一phĩ1～：大量	pʰ	iã	44	pʰ	2	64	2	0	□{一phĩ1～：大量}	pʰiã	0	[2]□{一phĩ1～：大量}	pʰiã[2]□{一phĩ1～：大量}
□	pʰiã44	扔	pʰ	iã	44	pʰ	2	64	2	1	□{扔}	pʰiã	1	[2]□{一phĩ1～：大量}□{扔}	pʰiã[2]□{一phĩ1～：大量}□{扔}
□	tiã22	触碰	t	iã	22	t	9	64	1	1	□{触碰}	tiã	0	[1]□{触碰}	tiã[1]□{触碰}
庭	tiã44	房里的露天空地，俗作场	t	iã	44	t	9	64	2	1	庭{房里的露天空地，俗作场}	tiã	0	[1]□{触碰}[2]庭{房里的露天空地，俗作场}	tiã[1]□{触碰}[2]庭{房里的露天空地，俗作场}
鼎	tiã53		t	iã	53	t	9	64	3	1	鼎	tiã	0	[1]□{触碰}[2]庭{房里的露天空地，俗作场}[3]鼎	tiã[1]□{触碰}[2]庭{房里的露天空地，俗作场}[3]鼎
定	tiã311		t	iã	311	t	9	64	6	1	定	tiã	1	[1]□{触碰}[2]庭{房里的露天空地，俗作场}[3]鼎[6]定	tiã[1]□{触碰}[2]庭{房里的露天空地，俗作场}[3]鼎[6]定
聽	tʰiã22		tʰ	iã	22	tʰ	10	64	1	0	聽	tʰiã	0	[1]聽	tʰiã[1]聽
廳	tʰiã22		tʰ	iã	22	tʰ	10	64	1	0	廳	tʰiã	0	[1]聽廳	tʰiã[1]聽廳
廰	tʰiã22		tʰ	iã	22	tʰ	10	64	1	1	廰	tʰiã	0	[1]聽廳廰	tʰiã[1]聽廳廰
呈	tʰiã44		tʰ	iã	44	tʰ	10	64	2	0	呈	tʰiã	0	[1]聽廳廰[2]呈	tʰiã[1]聽廳廰[2]呈
程	tʰiã44	文	tʰ	iã	44	tʰ	10	64	2	1	程{文}	tʰiã	0	[1]聽廳廰[2]呈程{文}	tʰiã[1]聽廳廰[2]呈程{文}
痛	tʰiã21		tʰ	iã	21	tʰ	10	64	5	1	痛	tʰiã	1	[1]聽廳廰[2]呈程{文}[5]痛	tʰiã[1]聽廳廰[2]呈程{文}[5]痛
精	tsiã22	白，～肉（瘦肉），妖～	ts	iã	22	ts	13	64	1	0	精{白，～肉（瘦肉），妖～}	tsiã	0	[1]精{白，～肉（瘦肉），妖～}	tsiã[1]精{白，～肉（瘦肉），妖～}
晶	tsiã22		ts	iã	22	ts	13	64	1	0	晶	tsiã	0	[1]精{白，～肉（瘦肉），妖～}晶	tsiã[1]精{白，～肉（瘦肉），妖～}晶
正	tsiã22		ts	iã	22	ts	13	64	1	1	正	tsiã	0	[1]精{白，～肉（瘦肉），妖～}晶正	tsiã[1]精{白，～肉（瘦肉），妖～}晶正
情	tsiã44	白，人～，亲～（亲戚）	ts	iã	44	ts	13	64	2	0	情{白，人～，亲～（亲戚）}	tsiã	0	[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}	tsiã[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}
成	tsiã44	～千	ts	iã	44	ts	13	64	2	1	成{～千}	tsiã	0	[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}成{～千}	tsiã[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}成{～千}
整	tsiã53		ts	iã	53	ts	13	64	3	1	整	tsiã	0	[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}成{～千}[3]整	tsiã[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}成{～千}[3]整
正	tsiã21		ts	iã	21	ts	13	64	5	1	正	tsiã	1	[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}成{～千}[3]整[5]正	tsiã[1]精{白，～肉（瘦肉），妖～}晶正[2]情{白，人～，亲～（亲戚）}成{～千}[3]整[5]正
成	tsʰiã44	白，描	tsʰ	iã	44	tsʰ	14	64	2	1	成{白，描}	tsʰiã	0	[2]成{白，描}	tsʰiã[2]成{白，描}
且	tsʰiã53		tsʰ	iã	53	tsʰ	14	64	3	0	且	tsʰiã	0	[2]成{白，描}[3]且	tsʰiã[2]成{白，描}[3]且
請	tsʰiã53		tsʰ	iã	53	tsʰ	14	64	3	1	請	tsʰiã	1	[2]成{白，描}[3]且請	tsʰiã[2]成{白，描}[3]且請
聲	siã22		s	iã	22	s	16	64	1	1	聲	siã	0	[1]聲	siã[1]聲
成	siã44	两～	s	iã	44	s	16	64	2	0	成{两～}	siã	0	[1]聲[2]成{两～}	siã[1]聲[2]成{两～}
城	siã44		s	iã	44	s	16	64	2	1	城	siã	0	[1]聲[2]成{两～}城	siã[1]聲[2]成{两～}城
聖	siã21		s	iã	21	s	16	64	5	1	聖	siã	1	[1]聲[2]成{两～}城[5]聖	siã[1]聲[2]成{两～}城[5]聖
京	kiã22		k	iã	22	k	17	64	1	0	京	kiã	0	[1]京	kiã[1]京
驚	kiã22	害怕	k	iã	22	k	17	64	1	1	驚{害怕}	kiã	0	[1]京驚{害怕}	kiã[1]京驚{害怕}
行	kiã44	～走	k	iã	44	k	17	64	2	1	行{～走}	kiã	0	[1]京驚{害怕}[2]行{～走}	kiã[1]京驚{害怕}[2]行{～走}
假	kiã53	又	k	iã	53	k	17	64	3	0	假{又}	kiã	0	[1]京驚{害怕}[2]行{～走}[3]假{又}	kiã[1]京驚{害怕}[2]行{～走}[3]假{又}
囝	kiã53		k	iã	53	k	17	64	3	1	囝	kiã	0	[1]京驚{害怕}[2]行{～走}[3]假{又}囝	kiã[1]京驚{害怕}[2]行{～走}[3]假{又}囝
件	kiã13		k	iã	13	k	17	64	4	1	件	kiã	0	[1]京驚{害怕}[2]行{～走}[3]假{又}囝[4]件	kiã[1]京驚{害怕}[2]行{～走}[3]假{又}囝[4]件
鏡	kiã21		k	iã	21	k	17	64	5	1	鏡	kiã	0	[1]京驚{害怕}[2]行{～走}[3]假{又}囝[4]件[5]鏡	kiã[1]京驚{害怕}[2]行{～走}[3]假{又}囝[4]件[5]鏡
健	kiã311	身体强壮，多用于反语，如：tsiang3时洗ngang2水浴，假～（现在洗冷水澡，以为自己很壮。）	k	iã	311	k	17	64	6	1	健{身体强壮，多用于反语，如：tsiang3时洗ngang2水浴，假～（现在洗冷水澡，以为自己很壮。）}	kiã	1	[1]京驚{害怕}[2]行{～走}[3]假{又}囝[4]件[5]鏡[6]健{身体强壮，多用于反语，如：tsiang3时洗ngang2水浴，假～（现在洗冷水澡，以为自己很壮。）}	kiã[1]京驚{害怕}[2]行{～走}[3]假{又}囝[4]件[5]鏡[6]健{身体强壮，多用于反语，如：tsiang3时洗ngang2水浴，假～（现在洗冷水澡，以为自己很壮。）}
□	kʰiã311	指病痊癒后注意饮食等	kʰ	iã	311	kʰ	18	64	6	1	□{指病痊癒后注意饮食等}	kʰiã	1	[6]□{指病痊癒后注意饮食等}	kʰiã[6]□{指病痊癒后注意饮食等}
兄	hiã22		h	iã	22	h	21	64	1	1	兄	hiã	0	[1]兄	hiã[1]兄
顏	hiã44	姓	h	iã	44	h	21	64	2	0	顏{姓}	hiã	0	[1]兄[2]顏{姓}	hiã[1]兄[2]顏{姓}
連	hiã44	姓	h	iã	44	h	21	64	2	0	連{姓}	hiã	0	[1]兄[2]顏{姓}連{姓}	hiã[1]兄[2]顏{姓}連{姓}
