正體	简体	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	泰如拼音（丰利）	泰如拼音带调（丰利）	备注
肅	肃	sɔʔ	˦˥	sɔʔ˦˥	45	7	soh	soh7	
宿	宿	sɔʔ	˦˥	sɔʔ˦˥	45	7	soh	soh7	
俗	俗	sɔʔ	˧	sɔʔ˧	33	8	soh	soh8	文讀
松	松	sɔŋ	˨˩	sɔŋ˨˩	21	1	son	son1	
鬆	松	sɔŋ	˨˩	sɔŋ˨˩	21	1	son	son1	
㞞	𪨊	sɔŋ	˨˦	sɔŋ˨˦	24	2	son	son2	
聳	耸	sɔŋ	˧˨˨	sɔŋ˧˨˨	322	3	son	son3	
慫	怂	sɔŋ	˧˨˨	sɔŋ˧˨˨	322	3	son	son3	
送	送	sɔŋ	˦˥	sɔŋ˦˥	45	5	son	son5	
宋	宋	sɔŋ	˦˥	sɔŋ˦˥	45	5	son	son5	
訟	讼	sɔŋ	˧	sɔŋ˧	33	6	son	son6	
頌	颂	sɔŋ	˧	sɔŋ˧	33	6	son	son6	
誦	诵	sɔŋ	˧	sɔŋ˧	33	6	son	son6	
唆	唆	sʊ	˨˩	sʊ˨˩	21	1	su	su1	
嗦	嗦	sʊ	˨˩	sʊ˨˩	21	1	su	su1	
蓑	蓑	sʊ	˨˩	sʊ˨˩	21	1	su	su1	
所	所	sʊ	˧˨˨	sʊ˧˨˨	322	3	su	su3	
鎖	锁	sʊ	˧˨˨	sʊ˧˨˨	322	3	su	su3	
嗩	唢	sʊ	˧˨˨	sʊ˧˨˨	322	3	su	su3	
摔	摔	suɛ	˨˩	suɛ˨˩	21	1	suae	suae1	
衰	衰	suɛ	˨˩	suɛ˨˩	21	1	suae	suae1	
甩	甩	suɛ	˧˨˨	suɛ˧˨˨	322	3	suae	suae3	
率	率	suɛ	˦˥	suɛ˦˥	45	5	suae	suae5	
帥	帅	suɛ	˦˥	suɛ˦˥	45	5	suae	suae5	
刷	刷	sʲuɛʔ	˦˥	sʲuɛʔ˦˥	45	7	suaeh	suaeh7	
唰	唰	sʲuɛʔ	˦˥	sʲuɛʔ˦˥	45	7	suaeh	suaeh7	
拴	拴	sʲuɛ̃	˨˩	sʲuɛ̃˨˩	21	1	suaen	suaen1	
栓	栓	sʲuɛ̃	˨˩	sʲuɛ̃˨˩	21	1	suaen	suaen1	
閂	闩	sʲuɛ̃	˨˩	sʲuɛ̃˨˩	21	1	suaen	suaen1	
刪	删	sʲuɛ̃	˨˩	sʲuɛ̃˨˩	21	1	suaen	suaen1	
涮	涮	sʲuɛ̃	˦˥	sʲuɛ̃˦˥	45	5	suaen	suaen5	
雖	虽	suəɪ	˨˩	suəɪ˨˩	21	1	suei	suei1	
髓	髓	suəɪ	˧˨˨	suəɪ˧˨˨	322	3	suei	suei3	
歲	岁	suəɪ	˦˥	suəɪ˦˥	45	5	suei	suei5	
碎	碎	suəɪ	˦˥	suəɪ˦˥	45	5	suei	suei5	
孫	孙	suəŋ	˨˩	suəŋ˨˩	21	1	suen	suen1	
損	损	suəŋ	˧˨˨	suəŋ˧˨˨	322	3	suen	suen3	
遜	逊	suəŋ	˦˥	suəŋ˦˥	45	5	suen	suen5	
巽	巽	suəŋ	˦˥	suəŋ˦˥	45	5	suen	suen5	
噀	噀	suəŋ	˦˥	suəŋ˦˥	45	5	suen	suen5	俗字，形容多
酸	酸	sʊ̃ᵘ̃	˨˩	sʊ̃ᵘ̃˨˩	21	1	sun	sun1	
痠	酸	sʊ̃ᵘ̃	˨˩	sʊ̃ᵘ̃˨˩	21	1	sun	sun1	
糝	糁	sʊ̃ᵘ̃	˧˨˨	sʊ̃ᵘ̃˧˨˨	322	3	sun	sun3	
算	算	sʊ̃ᵘ̃	˦˥	sʊ̃ᵘ̃˦˥	45	5	sun	sun5	
蒜	蒜	sʊ̃ᵘ̃	˦˥	sʊ̃ᵘ̃˦˥	45	5	sun	sun5	
疏	疏	sʋ	˨˩	sʋ˨˩	21	1	sv	sv1	
蔬	蔬	sʋ	˨˩	sʋ˨˩	21	1	sv	sv1	
梳	梳	sʋ	˨˩	sʋ˨˩	21	1	sv	sv1	
蘇	苏	sʋ	˨˩	sʋ˨˩	21	1	sv	sv1	
酥	酥	sʋ	˨˩	sʋ˨˩	21	1	sv	sv1	
甦	苏	sʋ	˨˩	sʋ˨˩	21	1	sv	sv1	
數	数	sʋ	˧˨˨	sʋ˧˨˨	322	3	sv	sv3	
漱	漱	sʋ	˦˥	sʋ˦˥	45	5	sv	sv5	～嘴
數	数	sʋ	˦˥	sʋ˦˥	45	5	sv	sv5	
素	素	sʋ	˦˥	sʋ˦˥	45	5	sv	sv5	
訴	诉	sʋ	˦˥	sʋ˦˥	45	5	sv	sv5	
塑	塑	sʋ	˦˥	sʋ˦˥	45	5	sv	sv5	
師	师	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
獅	狮	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
螄	蛳	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
思	思	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
斯	斯	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
司	司	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
絲	丝	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
私	私	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
撕	撕	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
俬	私	sɿ	˨˩	sɿ˨˩	21	1	sz	sz1	
史	史	sɿ	˧˨˨	sɿ˧˨˨	322	3	sz	sz3	
駛	驶	sɿ	˧˨˨	sɿ˧˨˨	322	3	sz	sz3	
使	使	sɿ	˧˨˨	sɿ˧˨˨	322	3	sz	sz3	
死	死	sɿ	˧˨˨	sɿ˧˨˨	322	3	sz	sz3	
視	视	sɿ	˦˥	sɿ˦˥	45	5	sz	sz5	文讀
思	思	sɿ	˦˥	sɿ˦˥	45	5	sz	sz5	
肆	肆	sɿ	˦˥	sɿ˦˥	45	5	sz	sz5	
伺	伺	sɿ	˦˥	sɿ˦˥	45	5	sz	sz5	
四	四	sɿ	˦˥	sɿ˦˥	45	5	sz	sz5	
視	视	sɿ	˧	sɿ˧	33	6	sz	sz6	白讀
事	事	sɿ	˧	sɿ˧	33	6	sz	sz6	
似	似	sɿ	˧	sɿ˧	33	6	sz	sz6	
祀	祀	sɿ	˧	sɿ˧	33	6	sz	sz6	做～
他	他	tʰɑ	˨˩	tʰɑ˨˩	21	1	ta	ta1	
她	她	tʰɑ	˨˩	tʰɑ˨˩	21	1	ta	ta1	代詞
它	它	tʰɑ	˨˩	tʰɑ˨˩	21	1	ta	ta1	
台	台	tʰɛ	˨˩	tʰɛ˨˩	21	1	tae	tae1	
胎	胎	tʰɛ	˨˩	tʰɛ˨˩	21	1	tae	tae1	
苔	苔	tʰɛ	˨˩	tʰɛ˨˩	21	1	tae	tae1	
趿	趿	tʰɛ	˨˩	tʰɛ˨˩	21	1	tae	tae1	～板
抬	抬	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
臺	台	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
苔	苔	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
颱	台	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
檯	台	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
薹	薹	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
跆	跆	tʰɛ	˨˦	tʰɛ˨˦	24	2	tae	tae2	
大	大	tʰɛ	˧˨˨	tʰɛ˧˨˨	322	3	tae	tae3	白讀
太	太	tʰɛ	˦˥	tʰɛ˦˥	45	5	tae	tae5	
態	态	tʰɛ	˦˥	tʰɛ˦˥	45	5	tae	tae5	
泰	泰	tʰɛ	˦˥	tʰɛ˦˥	45	5	tae	tae5	
汰	汰	tʰɛ	˦˥	tʰɛ˦˥	45	5	tae	tae5	
大	大	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	
代	代	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	
待	待	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	
袋	袋	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	
貸	贷	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	
汏	汏	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	洗
逮	逮	tʰɛ	˧	tʰɛ˧	33	6	tae	tae6	
塔	塔	tʰʲɛʔ	˦˥	tʰʲɛʔ˦˥	45	7	taeh	taeh7	
塌	塌	tʰʲɛʔ	˦˥	tʰʲɛʔ˦˥	45	7	taeh	taeh7	
榻	榻	tʰʲɛʔ	˦˥	tʰʲɛʔ˦˥	45	7	taeh	taeh7	
達	达	tʰʲɛʔ	˧	tʰʲɛʔ˧	33	8	taeh	taeh8	
踏	踏	tʰʲɛʔ	˧	tʰʲɛʔ˧	33	8	taeh	taeh8	
沓	沓	tʰʲɛʔ	˧	tʰʲɛʔ˧	33	8	taeh	taeh8	
蹋	蹋	tʰʲɛʔ	˧	tʰʲɛʔ˧	33	8	taeh	taeh8	
灘	滩	tʰʲɛ̃	˨˩	tʰʲɛ̃˨˩	21	1	taen	taen1	
攤	摊	tʰʲɛ̃	˨˩	tʰʲɛ̃˨˩	21	1	taen	taen1	
癱	瘫	tʰʲɛ̃	˨˩	tʰʲɛ̃˨˩	21	1	taen	taen1	
談	谈	tʰʲɛ̃	˨˦	tʰʲɛ̃˨˦	24	2	taen	taen2	
彈	弹	tʰʲɛ̃	˨˦	tʰʲɛ̃˨˦	24	2	taen	taen2	
壇	坛	tʰʲɛ̃	˨˦	tʰʲɛ̃˨˦	24	2	taen	taen2	
檀	檀	tʰʲɛ̃	˨˦	tʰʲɛ̃˨˦	24	2	taen	taen2	
坦	坦	tʰʲɛ̃	˧˨˨	tʰʲɛ̃˧˨˨	322	3	taen	taen3	
毯	毯	tʰʲɛ̃	˧˨˨	tʰʲɛ̃˧˨˨	322	3	taen	taen3	
碳	碳	tʰʲɛ̃	˦˥	tʰʲɛ̃˦˥	45	5	taen	taen5	
炭	炭	tʰʲɛ̃	˦˥	tʰʲɛ̃˦˥	45	5	taen	taen5	
嘆	叹	tʰʲɛ̃	˦˥	tʰʲɛ̃˦˥	45	5	taen	taen5	
歎	叹	tʰʲɛ̃	˦˥	tʰʲɛ̃˦˥	45	5	taen	taen5	
彈	弹	tʰʲɛ̃	˧	tʰʲɛ̃˧	33	6	taen	taen6	
蛋	蛋	tʰʲɛ̃	˧	tʰʲɛ̃˧	33	6	taen	taen6	
淡	淡	tʰʲɛ̃	˧	tʰʲɛ̃˧	33	6	taen	taen6	
但	但	tʰʲɛ̃	˧	tʰʲɛ̃˧	33	6	taen	taen6	
托	托	tʰaʔ	˦˥	tʰaʔ˦˥	45	7	tah	tah7	
拓	拓	tʰaʔ	˦˥	tʰaʔ˦˥	45	7	tah	tah7	
託	托	tʰaʔ	˦˥	tʰaʔ˦˥	45	7	tah	tah7	
庹	庹	tʰaʔ	˦˥	tʰaʔ˦˥	45	7	tah	tah7	兩臂平伸的長度
度	度	tʰaʔ	˧	tʰaʔ˧	33	8	tah	tah8	
踱	踱	tʰaʔ	˧	tʰaʔ˧	33	8	tah	tah8	
凙	凙	tʰaʔ	˧	tʰaʔ˧	33	8	tah	tah8	凌～
湯	汤	tʰã	˨˩	tʰã˨˩	21	1	tan	tan1	
蹚	蹚	tʰã	˨˩	tʰã˨˩	21	1	tan	tan1	
堂	堂	tʰã	˨˦	tʰã˨˦	24	2	tan	tan2	
糖	糖	tʰã	˨˦	tʰã˨˦	24	2	tan	tan2	
唐	唐	tʰã	˨˦	tʰã˨˦	24	2	tan	tan2	
塘	塘	tʰã	˨˦	tʰã˨˦	24	2	tan	tan2	
棠	棠	tʰã	˨˦	tʰã˨˦	24	2	tan	tan2	
螳	螳	tʰã	˨˦	tʰã˨˦	24	2	tan	tan2	
躺	躺	tʰã	˧˨˨	tʰã˧˨˨	322	3	tan	tan3	
淌	淌	tʰã	˧˨˨	tʰã˧˨˨	322	3	tan	tan3	
燙	烫	tʰã	˦˥	tʰã˦˥	45	5	tan	tan5	
趟	趟	tʰã	˦˥	tʰã˦˥	45	5	tan	tan5	
蕩	荡	tʰã	˧	tʰã˧	33	6	tan	tan6	
盪	荡	tʰã	˧	tʰã˧	33	6	tan	tan6	
忑	忑	tʰəʔ	˦˥	tʰəʔ˦˥	45	7	teh	teh7	俗字，掉落
特	特	tʰəʔ	˧	tʰəʔ˧	33	8	teh	teh8	
突	突	tʰəʔ	˧	tʰəʔ˧	33	8	teh	teh8	
凸	凸	tʰəʔ	˧	tʰəʔ˧	33	8	teh	teh8	
偷	偷	tʰəɪ	˨˩	tʰəɪ˨˩	21	1	tei	tei1	
頭	头	tʰəɪ	˨˦	tʰəɪ˨˦	24	2	tei	tei2	
投	投	tʰəɪ	˨˦	tʰəɪ˨˦	24	2	tei	tei2	
骰	骰	tʰəɪ	˨˦	tʰəɪ˨˦	24	2	tei	tei2	
透	透	tʰəɪ	˦˥	tʰəɪ˦˥	45	5	tei	tei5	
豆	豆	tʰəɪ	˧	tʰəɪ˧	33	6	tei	tei6	
逗	逗	tʰəɪ	˧	tʰəɪ˧	33	6	tei	tei6	
痘	痘	tʰəɪ	˧	tʰəɪ˧	33	6	tei	tei6	
吞	吞	tʰəŋ	˨˩	tʰəŋ˨˩	21	1	ten	ten1	
騰	腾	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
疼	疼	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
藤	藤	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
屯	屯	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
臀	臀	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
飩	饨	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	餛飩一詞中念輕聲
籐	藤	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
謄	誊	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
豚	豚	tʰəŋ	˨˦	tʰəŋ˨˦	24	2	ten	ten2	
褪	褪	tʰəŋ	˦˥	tʰəŋ˦˥	45	5	ten	ten5	
鄧	邓	tʰəŋ	˧	tʰəŋ˧	33	6	ten	ten6	
鈍	钝	tʰəŋ	˧	tʰəŋ˧	33	6	ten	ten6	
踢	踢	tʰiəʔ	˦˥	tʰiəʔ˦˥	45	7	tieh	tieh7	
剔	剔	tʰiəʔ	˦˥	tʰiəʔ˦˥	45	7	tieh	tieh7	
敵	敌	tʰiəʔ	˧	tʰiəʔ˧	33	8	tieh	tieh8	
滌	涤	tʰiəʔ	˧	tʰiəʔ˧	33	8	tieh	tieh8	
笛	笛	tʰiəʔ	˧	tʰiəʔ˧	33	8	tieh	tieh8	
迪	迪	tʰiəʔ	˧	tʰiəʔ˧	33	8	tieh	tieh8	
廳	厅	tʰiŋ	˨˩	tʰiŋ˨˩	21	1	tien	tien1	
停	停	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	tien	tien2	
庭	庭	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	tien	tien2	
廷	廷	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	tien	tien2	
亭	亭	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	tien	tien2	
婷	婷	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	tien	tien2	
蜓	蜓	tʰiŋ	˨˦	tʰiŋ˨˦	24	2	tien	tien2	
挺	挺	tʰiŋ	˧˨˨	tʰiŋ˧˨˨	322	3	tien	tien3	
艇	艇	tʰiŋ	˧˨˨	tʰiŋ˧˨˨	322	3	tien	tien3	
聽	听	tʰiŋ	˦˥	tʰiŋ˦˥	45	5	tien	tien5	
定	定	tʰiŋ	˧	tʰiŋ˧	33	6	tien	tien6	
鐵	铁	tʰiʔ	˦˥	tʰiʔ˦˥	45	7	tih	tih7	
貼	贴	tʰiʔ	˦˥	tʰiʔ˦˥	45	7	tih	tih7	
帖	帖	tʰiʔ	˦˥	tʰiʔ˦˥	45	7	tih	tih7	
疊	叠	tʰiʔ	˧	tʰiʔ˧	33	8	tih	tih8	白讀
迭	迭	tʰiʔ	˧	tʰiʔ˧	33	8	tih	tih8	
蝶	蝶	tʰiʔ	˧	tʰiʔ˧	33	8	tih	tih8	
碟	碟	tʰiʔ	˧	tʰiʔ˧	33	8	tih	tih8	白讀
去	去	tʰi	˦˥	tʰi˦˥	45	5	tii	tii5	忑～着
添	添	tʰĩ	˨˩	tʰĩ˨˩	21	1	tin	tin1	
天	天	tʰĩ	˨˩	tʰĩ˨˩	21	1	tin	tin1	
田	田	tʰĩ	˨˦	tʰĩ˨˦	24	2	tin	tin2	
填	填	tʰĩ	˨˦	tʰĩ˨˦	24	2	tin	tin2	
甜	甜	tʰĩ	˨˦	tʰĩ˨˦	24	2	tin	tin2	
舔	舔	tʰĩ	˧˨˨	tʰĩ˧˨˨	322	3	tin	tin3	
腆	腆	tʰĩ	˧˨˨	tʰĩ˧˨˨	322	3	tin	tin3	
掭	掭	tʰĩ	˦˥	tʰĩ˦˥	45	5	tin	tin5	
澱	淀	tʰĩ	˧	tʰĩ˧	33	6	tin	tin6	白讀
墊	垫	tʰĩ	˧	tʰĩ˧	33	6	tin	tin6	
殿	殿	tʰĩ	˧	tʰĩ˧	33	6	tin	tin6	
奠	奠	tʰĩ	˧	tʰĩ˧	33	6	tin	tin6	
挑	挑	tʰiɔ	˨˩	tʰiɔ˨˩	21	1	tio	tio1	
調	调	tʰiɔ	˨˦	tʰiɔ˨˦	24	2	tio	tio2	
條	条	tʰiɔ	˨˦	tʰiɔ˨˦	24	2	tio	tio2	
挑	挑	tʰiɔ	˧˨˨	tʰiɔ˧˨˨	322	3	tio	tio3	
跳	跳	tʰiɔ	˦˥	tʰiɔ˦˥	45	5	tio	tio5	
調	调	tʰiɔ	˧	tʰiɔ˧	33	6	tio	tio6	
掉	掉	tʰiɔ	˧	tʰiɔ˧	33	6	tio	tio6	
掏	掏	tʰɔ	˨˩	tʰɔ˨˩	21	1	to	to1	
滔	滔	tʰɔ	˨˩	tʰɔ˨˩	21	1	to	to1	
逃	逃	tʰɔ	˨˦	tʰɔ˨˦	24	2	to	to2	
陶	陶	tʰɔ	˨˦	tʰɔ˨˦	24	2	to	to2	
桃	桃	tʰɔ	˨˦	tʰɔ˨˦	24	2	to	to2	
萄	萄	tʰɔ	˨˦	tʰɔ˨˦	24	2	to	to2	
濤	涛	tʰɔ	˨˦	tʰɔ˨˦	24	2	to	to2	
淘	淘	tʰɔ	˨˦	tʰɔ˨˦	24	2	to	to2	
討	讨	tʰɔ	˧˨˨	tʰɔ˧˨˨	322	3	to	to3	
導	导	tʰɔ	˧˨˨	tʰɔ˧˨˨	322	3	to	to3	
套	套	tʰɔ	˦˥	tʰɔ˦˥	45	5	to	to5	
稻	稻	tʰɔ	˧	tʰɔ˧	33	6	to	to6	
盜	盗	tʰɔ	˧	tʰɔ˧	33	6	to	to6	
道	道	tʰɔ	˧	tʰɔ˧	33	6	to	to6	
禿	秃	tʰɔʔ	˦˥	tʰɔʔ˦˥	45	7	toh	toh7	
獨	独	tʰɔʔ	˧	tʰɔʔ˧	33	8	toh	toh8	
讀	读	tʰɔʔ	˧	tʰɔʔ˧	33	8	toh	toh8	
毒	毒	tʰɔʔ	˧	tʰɔʔ˧	33	8	toh	toh8	
通	通	tʰɔŋ	˨˩	tʰɔŋ˨˩	21	1	ton	ton1	
同	同	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	ton	ton2	
銅	铜	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	ton	ton2	
童	童	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	ton	ton2	
桐	桐	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	ton	ton2	
佟	佟	tʰɔŋ	˨˦	tʰɔŋ˨˦	24	2	ton	ton2	
統	统	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	ton	ton3	
筒	筒	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	ton	ton3	
捅	捅	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	ton	ton3	
桶	桶	tʰɔŋ	˧˨˨	tʰɔŋ˧˨˨	322	3	ton	ton3	
痛	痛	tʰɔŋ	˦˥	tʰɔŋ˦˥	45	5	ton	ton5	
蘣	蘣	tʰɔŋ	˦˥	tʰɔŋ˦˥	45	5	ton	ton5	可愛，疼愛
動	动	tʰɔŋ	˧	tʰɔŋ˧	33	6	ton	ton6	
洞	洞	tʰɔŋ	˧	tʰɔŋ˧	33	6	ton	ton6	
拖	拖	tʰʊ	˨˩	tʰʊ˨˩	21	1	tu	tu1	
鴕	鸵	tʰʊ	˨˦	tʰʊ˨˦	24	2	tu	tu2	
陀	陀	tʰʊ	˨˦	tʰʊ˨˦	24	2	tu	tu2	
駝	驼	tʰʊ	˨˦	tʰʊ˨˦	24	2	tu	tu2	
馱	驮	tʰʊ	˨˦	tʰʊ˨˦	24	2	tu	tu2	
妥	妥	tʰʊ	˧˨˨	tʰʊ˧˨˨	322	3	tu	tu3	
橢	椭	tʰʊ	˧˨˨	tʰʊ˧˨˨	322	3	tu	tu3	
唾	唾	tʰʊ	˦˥	tʰʊ˦˥	45	5	tu	tu5	
大	大	tʰʊ	˧	tʰʊ˧	33	6	tu	tu6	～爹
舵	舵	tʰʊ	˧	tʰʊ˧	33	6	tu	tu6	
惰	惰	tʰʊ	˧	tʰʊ˧	33	6	tu	tu6	
墮	堕	tʰʊ	˧	tʰʊ˧	33	6	tu	tu6	
推	推	tʰuəɪ	˨˩	tʰuəɪ˨˩	21	1	tuei	tuei1	
梯	梯	tʰuəɪ	˨˩	tʰuəɪ˨˩	21	1	tuei	tuei1	
頽	颓	tʰuəɪ	˨˦	tʰuəɪ˨˦	24	2	tuei	tuei2	
穨	颓	tʰuəɪ	˨˦	tʰuəɪ˨˦	24	2	tuei	tuei2	
腿	腿	tʰuəɪ	˧˨˨	tʰuəɪ˧˨˨	322	3	tuei	tuei3	
退	退	tʰuəɪ	˦˥	tʰuəɪ˦˥	45	5	tuei	tuei5	
蛻	蜕	tʰuəɪ	˦˥	tʰuəɪ˦˥	45	5	tuei	tuei5	
兌	兑	tʰuəɪ	˧	tʰuəɪ˧	33	6	tuei	tuei6	
脫	脱	tʰʊᵘʔ	˦˥	tʰʊᵘʔ˦˥	45	7	tuh	tuh7	
蛻	蜕	tʰʊᵘʔ	˦˥	tʰʊᵘʔ˦˥	45	7	tuh	tuh7	
挩	挩	tʰʊᵘʔ	˦˥	tʰʊᵘʔ˦˥	45	7	tuh	tuh7	捶打
奪	夺	tʰʊᵘʔ	˧	tʰʊᵘʔ˧	33	8	tuh	tuh8	
貪	贪	tʰʊ̃ᵘ̃	˨˩	tʰʊ̃ᵘ̃˨˩	21	1	tun	tun1	
團	团	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	tun	tun2	
潭	潭	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	tun	tun2	
罈	坛	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	tun	tun2	
摶	抟	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	tun	tun2	揉成團
糰	团	tʰʊ̃ᵘ̃	˨˦	tʰʊ̃ᵘ̃˨˦	24	2	tun	tun2	
忐	忐	tʰʊ̃ᵘ̃	˧˨˨	tʰʊ̃ᵘ̃˧˨˨	322	3	tun	tun3	
探	探	tʰʊ̃ᵘ̃	˦˥	tʰʊ̃ᵘ̃˦˥	45	5	tun	tun5	
段	段	tʰʊ̃ᵘ̃	˧	tʰʊ̃ᵘ̃˧	33	6	tun	tun6	
斷	断	tʰʊ̃ᵘ̃	˧	tʰʊ̃ᵘ̃˧	33	6	tun	tun6	
圖	图	tʰʋ	˨˦	tʰʋ˨˦	24	2	tv	tv2	
途	途	tʰʋ	˨˦	tʰʋ˨˦	24	2	tv	tv2	
徒	徒	tʰʋ	˨˦	tʰʋ˨˦	24	2	tv	tv2	
塗	涂	tʰʋ	˨˦	tʰʋ˨˦	24	2	tv	tv2	
屠	屠	tʰʋ	˨˦	tʰʋ˨˦	24	2	tv	tv2	
涂	涂	tʰʋ	˨˦	tʰʋ˨˦	24	2	tv	tv2	
土	土	tʰʋ	˧˨˨	tʰʋ˧˨˨	322	3	tv	tv3	
吐	吐	tʰʋ	˧˨˨	tʰʋ˧˨˨	322	3	tv	tv3	
吐	吐	tʰʋ	˦˥	tʰʋ˦˥	45	5	tv	tv5	
兔	兔	tʰʋ	˦˥	tʰʋ˦˥	45	5	tv	tv5	
度	度	tʰʋ	˧	tʰʋ˧	33	6	tv	tv6	
渡	渡	tʰʋ	˧	tʰʋ˧	33	6	tv	tv6	
杜	杜	tʰʋ	˧	tʰʋ˧	33	6	tv	tv6	
肚	肚	tʰʋ	˧	tʰʋ˧	33	6	tv	tv6	
鍍	镀	tʰʋ	˧	tʰʋ˧	33	6	tv	tv6	
阿	阿	ʊ	˨˩	ʊ˨˩	21	1	u	u1	
窩	窝	ʊ	˨˩	ʊ˨˩	21	1	u	u1	
渦	涡	ʊ	˨˩	ʊ˨˩	21	1	u	u1	
蝸	蜗	ʊ	˨˩	ʊ˨˩	21	1	u	u1	文讀
倭	倭	ʊ	˨˩	ʊ˨˩	21	1	u	u1	
萵	莴	ʊ	˨˩	ʊ˨˩	21	1	u	u1	
屙	屙	ʊ	˨˩	ʊ˨˩	21	1	u	u1	
唩	唩	ʊ	˨˦	ʊ˨˦	24	2	u	u2	～啰
涴	涴	ʊ	˦˥	ʊ˦˥	45	5	u	u5	髒
禍	祸	ʊ	˧	ʊ˧	33	6	u	u6	
盦	盦	ʊᵘʔ	˦˥	ʊᵘʔ˦˥	45	7	uh	uh7	覆蓋
活	活	ʊᵘʔ	˧	ʊᵘʔ˧	33	8	uh	uh8	白讀
安	安	ʊ̃ᵘ̃	˨˩	ʊ̃ᵘ̃˨˩	21	1	un	un1	
桉	桉	ʊ̃ᵘ̃	˨˩	ʊ̃ᵘ̃˨˩	21	1	un	un1	
庵	庵	ʊ̃ᵘ̃	˨˩	ʊ̃ᵘ̃˨˩	21	1	un	un1	
豌	豌	ʊ̃ᵘ̃	˨˩	ʊ̃ᵘ̃˨˩	21	1	un	un1	
菴	庵	ʊ̃ᵘ̃	˨˩	ʊ̃ᵘ̃˨˩	21	1	un	un1	
鵪	鹌	ʊ̃ᵘ̃	˨˩	ʊ̃ᵘ̃˨˩	21	1	un	un1	
完	完	ʊ̃ᵘ̃	˨˦	ʊ̃ᵘ̃˨˦	24	2	un	un2	
丸	丸	ʊ̃ᵘ̃	˨˦	ʊ̃ᵘ̃˨˦	24	2	un	un2	
碗	碗	ʊ̃ᵘ̃	˧˨˨	ʊ̃ᵘ̃˧˨˨	322	3	un	un3	
揞	揞	ʊ̃ᵘ̃	˧˨˨	ʊ̃ᵘ̃˧˨˨	322	3	un	un3	手覆
按	按	ʊ̃ᵘ̃	˦˥	ʊ̃ᵘ̃˦˥	45	5	un	un5	
案	案	ʊ̃ᵘ̃	˦˥	ʊ̃ᵘ̃˦˥	45	5	un	un5	
暗	暗	ʊ̃ᵘ̃	˦˥	ʊ̃ᵘ̃˦˥	45	5	un	un5	
腕	腕	ʊ̃ᵘ̃	˦˥	ʊ̃ᵘ̃˦˥	45	5	un	un5	
