siᶽmp	trad	detail	调类
总	縂	同總	tsoŋ3
总	揔		tsoŋ3
总	摠		tsoŋ3
总	搃		tsoŋ3
种	種	品～	tsoŋ3
肿	腫		tsoŋ3
冢	冢		tsoŋ3
冢	塚		tsoŋ3
粽	糉		tsoŋ5
中	中		tsoŋ5
种	種	～地	tsoŋ5
众	衆	眾譌字	tsoŋ5
众	眾	衆本字	tsoŋ5
众	众	俗書爲衆字	tsoŋ5
众	㐺	衆本字	tsoŋ5
聪	聰		tsʰoŋ1
匆	匆	俗悤字	tsʰoŋ1
悤	忩	同悤	tsʰoŋ1
悤	悤		tsʰoŋ1
悤	怱	俗悤字	tsʰoŋ1
葱	蔥		tsʰoŋ1
葱	葱		tsʰoŋ1
囱	囱		tsʰoŋ1
囱	囪		tsʰoŋ1
冲	沖	～浪	tsʰoŋ1
冲	衝	～動	tsʰoŋ1
充	充		tsʰoŋ1
从	從	～容	tsʰoŋ1
舂	舂		tsʰoŋ1
宠	寵		tsʰoŋ3
铳	銃		tsʰoŋ5
丛	叢		dzoŋ2
种	种	姓	dzoŋ2
虫	蟲		dzoŋ2
崇	崇		dzoŋ2
从	從	跟～	dzoŋ2
重	重	～來	dzoŋ2
仲	仲		dzoŋ6
诵	誦	又	dzoŋ6
颂	頌	又	dzoŋ6
重	重	輕～	dzoŋ6
淞	淞	吴～江（河名）	soŋ1
凇	凇	霧～	soŋ1
松	松	～樹	soŋ1
松	鬆	輕～	soŋ1
嵩	嵩		soŋ1
耸	聳		soŋ3
讼	訟		zoŋ6
送	送		soŋ5
宋	宋		soŋ5
诵	誦	又	zoŋ6
颂	頌	又	zoŋ6
公	公		koŋ1
蚣	蚣		koŋ1
工	工		koŋ1
功	功		koŋ1
攻	攻		koŋ1
弓	弓		koŋ1
躬	躬		koŋ1
宫	宮		koŋ1
恭	恭		koŋ1
龚	龔	又	koŋ3
拱	拱		koŋ3
巩	鞏		koŋ3
贡	貢		koŋ5
汞	汞		koŋ5
供	供	上～	koŋ5
空	空	～氣	kʰoŋ1
崆	崆	～峒（山名）	kʰoŋ1
孔	孔		kʰoŋ3
恐	恐		kʰoŋ3
控	控		kʰoŋ5
空	空	房間～	kʰoŋ5
共	共		ɡoŋ6
轰	轟	～出去	hoŋ1
轰	揈	～出去	hoŋ1
訇	訇		hoŋ1
哄	哄	～搶	hoŋ1
烘	烘		hoŋ1
哄	哄	～騙	hoŋ3
哄	哄	起～	ɦoŋ6
哄	鬨	起～	ɦoŋ6
哄	閧	俗鬨字	ɦoŋ6
弘	弘		ɦʰoŋ2
宏	宏		ɦʰoŋ2
红	紅		ɦʰoŋ2
洪	洪		ɦʰoŋ2
鸿	鴻		ɦʰoŋ2
虹	虹	霓～燈	ɦʰoŋ2
翁	翁		oŋ1
瓮	瓮		oŋ5
瓮	甕		oŋ5
䐥	䐥	～爛	oŋ5
齆	齆	鼻子不通氣	oŋ5
罋	罋		oŋ5
均	均		tɕioŋ1
钧	鈞		tɕioŋ1
菌	菌		tɕioŋ1
君	君		tɕioŋ1
龚	龔	姓	tɕioŋ1
军	軍		tɕioŋ1
准	準	（白）～備	tɕioŋ3
准	准	批～	tsəŋ3
准	準	（文）標～，～備	tsəŋ3
窘	窘		tɕioŋ3
迥	迥		tɕioŋ3
扃	扃		tɕioŋ1
炅	炅		tɕioŋ3
囧	囧		tɕioŋ3
冏	冏		tɕioŋ3
颎	熲		tɕioŋ3
顈	顈		tɕioŋ3
炯	烱		tɕioŋ3
炯	炯		tɕioŋ3
穹	穹		tɕʰioŋ1
椿	椿	香～	tɕʰioŋ1
春	春	～山頭：春天	tɕʰioŋ1
春	春	（文）	tsʰəŋ1
蠢	蠢		tsʰəŋ3
群	羣	群本字	dʑioŋ2
裙	裙		dʑioŋ2
裙	帬	裙本字	dʑioŋ2
裙	裠	同裙	dʑioŋ2
琼	瓊		dʑioŋ2
邛	邛		dʑioŋ2
穷	窮		dʑioŋ2
煢	煢		dʑioŋ2
嬛	嬛	同惸	dʑioŋ2
惸	惸		dʑioŋ2
睘	睘	俗瞏字	dʑioŋ2
睘	瞏		dʑioŋ2
绒	絨		ȵioŋ2
茸	茸		ȵioŋ2
戎	戎		ȵioŋ2
埙	塤	同壎	ɕioŋ1
埙	壎		ɕioŋ1
熏	熏		ɕioŋ1
熏	燻		ɕioŋ1
醺	醺		ɕioŋ1
熏	爋		ɕioŋ1
薰	薰		ɕioŋ1
勋	勛		ɕioŋ1
勋	勳		ɕioŋ1
兄	兄		ɕioŋ1
胸	胸		ɕioŋ1
胸	胷		ɕioŋ1
匈	匈		ɕioŋ1
凶	凶	吉～	ɕioŋ1
凶	兇	～手	ɕioŋ1
驯	馴		ɕioŋ5
训	訓		ɕioŋ5
顺	順		ʑioŋ6
顺	順	（文）	zəŋ6
润	潤		ʑioŋ6
闰	閏		ʑioŋ6
匀	勻		ɦioŋ2
云	云	說	ɦioŋ2
云	雲		ɦioŋ2
芸	芸	～～眾生，～香	ɦioŋ2
芸	蕓	～薹	ɦioŋ2
耘	耘		ɦioŋ2
秐	秐	同耘	ɦioŋ2
赢	贏		ɦioŋ2
赢	贏	（文）	ɦiŋ2
荣	榮		ɦioŋ2
茸	茸		zoŋ2
戎	戎		zoŋ2
冗	冗	同宂	zoŋ6
冗	宂		zoŋ6
鳙	鱅		ɦioŋ2
慵	慵		ɦioŋ2
镛	鏞		ɦioŋ2
颙	顒		ɦioŋ2
熊	熊		ɦioŋ2
雄	雄		ɦioŋ2
融	融		ɦioŋ2
容	容		ɦioŋ2
蓉	蓉		ɦioŋ2
镕	鎔		ɦioŋ2
溶	溶		ɦioŋ2
榕	榕		ɦioŋ2
熔	熔		ɦioŋ2
庸	庸		ɦioŋ2
熨	熨		ɦioŋ6
韵	韵		ɦioŋ6
韵	韻		ɦioŋ6
运	運		ɦioŋ6
晕	暈		ɦioŋ6
孕	孕		ɦioŋ6
用	用		ɦioŋ6
佣	佣	～金	ɦioŋ6
佣	傭	～人	ɦioŋ6
雍	雍		ioŋ1
郺	郺		ioŋ1
邕	邕		ioŋ1
臃	臃		ioŋ1
雝	雝		ioŋ1
嗈	嗈		ioŋ1
拥	擁	（白）～勒一道：湊在一起	oŋ1
拥	擁		ioŋ1
噰	噰		ioŋ1
澭	澭	水名	ioŋ1
壅	壅	與雍通	ioŋ1
灉	灉	河灉水，在宋	ioŋ1
痈	癰		ioŋ1
廱	廱		ioŋ1
允	允		ioŋ3
永	永		ioŋ3
泳	泳		ioŋ3
咏	咏		ioŋ3
咏	詠		ioŋ3
甬	甬		ioŋ3
勇	勇		ioŋ3
涌	湧		ioŋ3
涌	涌		ioŋ3
恿	恿		ioŋ3
踊	踴		ioŋ3
踊	踊		ioŋ3
蛹	蛹		ioŋ3
俑	俑		ioŋ3
澭	澭	與灉同	ioŋ5
灉	灉		ioŋ5
壅	壅	塞	ioŋ5
酝	醖		ioŋ5
酝	醞		ioŋ5
蕴	蘊		ioŋ5
蕴	藴		ioŋ5
蕰	薀		ioŋ5
蕰	蕰		ioŋ5
奔	犇		pəŋ1
奔	奔		pəŋ1
锛	錛	斧～	pəŋ1
崩	崩	（白）～開	paᵑ1
崩	崩	（文）	pəŋ1
绷	綳	～帶	paᵑ3
绷	繃	～帶	paᵑ3
本	本		pəŋ3
苯	苯		pəŋ3
喷	噴		pʰəŋ1
抨	抨		pʰəŋ1
烹	烹		pʰəŋ1
砰	砰		pʰəŋ1
怦	怦		pʰəŋ1
盆	盆		bəŋ2
畚	畚		pəŋ1
畚	畚	～箕	fəŋ1
坌	坌	動詞：～田（用釘耙在水田裏翻土），～地（用釘耙在旱地上翻土）	bəŋ6
笨	笨		bəŋ6
闷	悶		məŋ1
焖	燜		məŋ1
亹	亹	青海亹源，今作門源	məŋ2
门	門		məŋ2
蚊	蚊		məŋ2
闻	聞		məŋ2
萌	萌		məŋ2
明	明	～朝（明天）	məŋ2
明	朙	～朝（明天）	məŋ2
盟	盟		məŋ2
问	問		məŋ6
懑	懣		məŋ6
暪	暪		məŋ6
分	分		fəŋ1
朆	朆	方言字，不曾，沒有	fəŋ1
吩	吩		fəŋ1
芬	芬		fəŋ1
纷	紛		fəŋ1
粉	粉		fəŋ3
粪	糞		fəŋ5
奋	奮		fəŋ5
愤	憤		vəŋ6
鲼	鱝		vəŋ6
忿	忿		vəŋ6
忿	忿		fəŋ5
焚	焚		vəŋ2
坟	墳		vəŋ2
文	文		vəŋ2
雯	雯		vəŋ2
纹	紋		vəŋ2
玟	玟		vəŋ2
闻	聞		vəŋ2
份	份		vəŋ6
分	分	本～	vəŋ6
刎	刎		vəŋ6
吻	吻		vəŋ6
问	問		vəŋ6
汶	汶		vəŋ6
紊	紊		vəŋ6
敦	敦		təŋ1
墩	墩		təŋ1
蹲	蹲		təŋ1
登	登		təŋ1
灯	燈		təŋ1
等	等		təŋ3
戥	戥		təŋ3
顿	頓		təŋ5
炖	燉		təŋ5
凳	凳		təŋ5
瞪	瞪		təŋ5
吞	吞		tʰəŋ1
膯	膯		tʰəŋ1
鼟	鼟		tʰəŋ1
漛	漛		dəŋ2
氽	氽	漂浮：~勒水面上，用油炸：放勒油裏~一~	tʰəŋ3
豚	豚		dəŋ2
饨	飩		dəŋ2
臀	臀		dəŋ2
屯	屯		dəŋ2
囤	囤		dəŋ2
邆	邆		dəŋ2
儯	儯		dəŋ2
驣	驣		dəŋ2
駦	駦	俗騰字	dəŋ2
疼	疼		dəŋ2
螣	螣		dəŋ2
滕	滕		dəŋ2
縢	縢		dəŋ2
腾	騰		dəŋ2
誊	謄		dəŋ2
藤	藤		dəŋ2
藤	䕨	與藤同	dəŋ2
籐	籐		dəŋ2
籐	籘	與籐同	dəŋ2
蹬	蹬		dəŋ6
沌	沌		dəŋ6
盾	盾		dəŋ6
钝	鈍		dəŋ6
遁	遁		dəŋ6
邓	鄧		dəŋ6
能	能		nəŋ2
恁	恁		nəŋ6
嫩	嫩		nəŋ6
论	論	～語	ləŋ2
仑	侖		ləŋ2
仑	崙	崑～（山名）	ləŋ2
囵	圇	囫～	ləŋ2
伦	倫		ləŋ2
轮	輪		ləŋ2
倰	倰		ləŋ2
棱	棱		ləŋ2
棱	稜		ləŋ2
棱	楞		ləŋ2
论	論	討～	ləŋ6
砧	砧		tsəŋ1
砧	碪	同砧	tsəŋ1
椹	椹		tsəŋ1
针	針		tsəŋ1
针	鍼		tsəŋ1
箴	箴		tsəŋ1
斟	斟		tsəŋ1
珍	珍		tsəŋ1
甄	甄		tsəŋ1
真	真		tsəŋ1
真	眞		tsəŋ1
禛	禛		tsəŋ1
尊	尊		tsəŋ1
遵	遵		tsəŋ1
臻	臻		tsəŋ1
蓁	蓁		tsəŋ1
榛	榛		tsəŋ1
溱	溱		tsəŋ1
肫	肫	鴨～，雞～	tsəŋ1
曾	曾	姓	tsəŋ1
增	增		tsəŋ1
憎	憎		tsəŋ1
罾	罾	扳～（一種漁網）	tsəŋ1
征	征	～服	tsəŋ1
征	徵	～求	tsəŋ1
烝	烝		tsəŋ1
蒸	蒸		tsəŋ1
争	爭	（文）戰～，競～	tsəŋ1
筝	箏		tsəŋ1
睁	睜	（文）	tsəŋ1
铮	錚		tsəŋ1
狰	猙		tsəŋ1
挣	掙		tsəŋ1
峥	崢		tsəŋ1
贞	貞		tsəŋ1
侦	偵		tsəŋ1
祯	禎		tsəŋ1
媜	媜		tsəŋ1
桢	楨		tsəŋ1
帧	幀		tsəŋ1
怔	怔		tsəŋ1
正	正	～月	tsəŋ1
症	癥	～結	tsəŋ1
谆	諄		tsəŋ1
枕	枕		tsəŋ3
姫	姫	謹愼	tsəŋ3
轸	軫		tsəŋ3
轸	䡩		tsəŋ3
诊	診		tsəŋ3
疹	疹		tsəŋ3
拯	拯		tsəŋ3
整	整		tsəŋ3
缜	縝		tsəŋ3
稹	稹		tsəŋ3
怎	怎		tsəŋ3
诤	諍		tsəŋ5
谮	譖		tsəŋ5
镇	鎮		tsəŋ5
镇	鎭		tsəŋ5
振	振		tsəŋ5
震	震		tsəŋ5
证	證	～據；同症，～狀	tsəŋ5
证	証	～諫	tsəŋ5
症	症	～狀	tsəŋ5
甑	甑	飯～	tsəŋ5
正	正		tsəŋ5
政	政		tsəŋ5
村	村		tsʰəŋ1
皴	皴		tsʰəŋ1
蹭	蹭		tsʰəŋ5
琛	琛		tsʰəŋ1
瞠	瞠		tsʰəŋ1
郴	郴		tsʰəŋ1
柽	檉		tsʰəŋ1
蛏	蟶		tsʰəŋ1
称	稱		tsʰəŋ1
称	稱		tsʰəŋ5
嗔	嗔		tsʰəŋ1
瞋	瞋		tsʰəŋ1
謓	謓		tsʰəŋ1
碜	磣		tsʰəŋ3
趁	趁		tsʰəŋ5
谶	讖		tsʰəŋ5
榇	櫬		tsʰəŋ5
衬	襯		tsʰəŋ5
儭	儭		tsʰəŋ5
寸	寸		tsʰəŋ5
秤	秤		tsʰəŋ5
乘	乘	動詞，～汽車	tsʰəŋ5
乘	椉	動詞，～汽車	tsʰəŋ5
乘	乗	動詞，～汽車	tsʰəŋ5
沉	沉	～默	dzəŋ2
沈	沈	～默	dzəŋ2
岑	岑		dzəŋ2
陈	陳		dzəŋ2
塍	塍	后～（地名）	dzəŋ2
尘	尘	古文塵字	dzəŋ2
尘	塵		dzəŋ2
臣	臣		dzəŋ2
存	存		dzəŋ2
澄	澄	江陰簡稱澄	dzəŋ2
澄	澂	雲南澂江縣，今作澄江縣	dzəŋ2
惩	懲		dzəŋ2
橙	橙		dzəŋ2
谌	諶		dzəŋ2
湛	湛		dzəŋ2
忱	忱		dzəŋ2
訦	訦		dzəŋ2
乘	乘	加減～除	dzəŋ2
乘	椉	加減～除	dzəŋ2
乘	乗	加減～除	dzəŋ2
承	承		dzəŋ2
丞	丞		dzəŋ2
仍	仍		dzəŋ2
呈	呈	又	dzəŋ2
程	程		dzəŋ2
成	成		dzəŋ2
城	城		dzəŋ2
诚	誠		dzəŋ2
阵	陣		dzəŋ6
朕	朕		dzəŋ6
嵊	嵊	～泗列島	dzəŋ6
剩	剩		dzəŋ6
剩	賸		dzəŋ6
逞	逞		tsʰəŋ3
骋	騁		tsʰəŋ3
郑	鄭		dzəŋ6
鸩	鴆		dzəŋ6
参	參	人～	səŋ1
深	深		səŋ1
身	身		səŋ1
申	申		səŋ1
伸	伸		səŋ1
绅	紳		səŋ1
呻	呻		səŋ1
砷	砷		səŋ1
珅	珅		səŋ1
飧	飧		səŋ1
飧	飱	俗飧字	səŋ1
喰	喰	又音孫	səŋ1
孙	孫		səŋ1
僧	僧		səŋ1
蔘	蔘		səŋ1
升	升	容量單位；上～，～級	səŋ1
升	昇	上～，～級	səŋ1
升	陞	～級；姓	səŋ1
生	生	（文）	səŋ1
牲	牲		səŋ1
笙	笙		səŋ1
森	森		səŋ1
声	聲	～音	səŋ1
沈	沈	姓	səŋ3
沈	瀋	～陽（地名）	səŋ3
审	審		səŋ3
婶	嬸		səŋ3
谂	諗		səŋ3
哂	哂		səŋ3
损	損		səŋ3
笋	笋	同筍	səŋ3
笋	筍	～乾	səŋ3
榫	榫		səŋ3
渗	滲		səŋ5
舜	舜	～過山（常州地名）	səŋ5
瞬	瞬		səŋ5
鬊	鬊		səŋ5
胜	勝		səŋ5
圣	聖		səŋ5
琞	琞	古文聖字	səŋ5
逊	遜		səŋ5
巽	巽		səŋ5
壬	壬		zəŋ2
神	神		zəŋ2
辰	辰		zəŋ2
晨	晨		zəŋ2
宸	宸		zəŋ2
人	人	（文）～民	zəŋ2
仁	仁	（文）	zəŋ2
唇	唇		zəŋ2
唇	脣		zəŋ2
莼	蓴		zəŋ2
莼	蒓	通作蓴	zəŋ2
纯	純		zəŋ2
淳	淳		zəŋ2
淳	湻		zəŋ2
醇	醇		zəŋ2
鹑	鶉		zəŋ2
曾	曾		zəŋ2
层	層		zəŋ2
绳	繩		zəŋ2
渑	澠	～水（河名）	zəŋ2
呈	呈	又	zəŋ2
盛	盛	～飯	zəŋ2
稔	稔		zəŋ6
甚	甚		zəŋ6
椹	椹		zəŋ6
葚	葚		zəŋ6
任	任	責～	zəŋ6
娠	娠		səŋ1
妊	妊		zəŋ6
荏	荏		zəŋ6
肾	腎		zəŋ6
蜃	蜃		zəŋ6
慎	慎		zəŋ6
慎	愼		zəŋ6
慎	昚	古文愼字	zəŋ6
忍	忍	（文）	zəŋ6
韧	韌	（文）	zəŋ6
润	潤	（文）	zəŋ6
闰	閏	（文）	zəŋ6
赠	贈		zəŋ6
盛	盛	旺～	zəŋ6
跟	跟		kəŋ1
根	根		kəŋ1
更	更	（文）～換	kəŋ1
羹	羹	（文）	kəŋ1
庚	庚	（文）	kəŋ1
耕	耕	（文）	kəŋ1
耕	畊	（文）	kəŋ1
哽	哽	（文）	kəŋ3
耿	耿	（文）	kəŋ3
更	更	（文）～好	kəŋ5
亘	亙		kəŋ5
亘	亘	俗亙字	kəŋ5
艮	艮		kəŋ5
坑	坑	（文）	kʰəŋ1
铿	鏗		kʰəŋ1
恳	懇		kʰəŋ3
垦	墾		kʰəŋ3
啃	啃		kʰəŋ3
肯	肯		kʰəŋ3
啃	啃	～骨頭	ɡəŋ2
龈	齦	～骨頭	ɡəŋ2
艮	艮	～頭：性格倔強偏執的人	ɡəŋ6
亨	亨	（文）	həŋ1
哼	哼		həŋ1
擤	擤	～鼻涕	həŋ3
很	很		həŋ3
狠	狠		həŋ3
痕	痕		ɦʰəŋ2
恒	恆		ɦʰəŋ2
衡	衡		ɦʰəŋ2
恨	恨		ɦʰəŋ6
恩	恩		əŋ1
斌	斌		piŋ1
彬	彬		piŋ1
豳	豳		piŋ1
邠	邠		piŋ1
玢	玢		piŋ1
缤	繽		piŋ1
濒	瀕		piŋ1
宾	賓		piŋ1
宾	賔	俗賓字	piŋ1
滨	濱		piŋ1
滨	濵	俗濱字	piŋ1
槟	檳		piŋ1
殡	殯		piŋ1
鬓	鬢		piŋ1
冰	冰		piŋ1
冰	氷		piŋ1
仌	仌	冰本字	piŋ1
兵	兵		piŋ1
并	并	～州	piŋ1
并	幷	～州	piŋ1
禀	禀	俗稟字	piŋ3
禀	稟		piŋ3
丙	丙		piŋ3
秉	秉		piŋ3
饼	餅		piŋ3
摈	擯		piŋ5
柄	柄		piŋ5
柄	棅	與柄同	piŋ5
摒	摒	動詞，指不能放鬆，堅持：～住，～氣	piŋ5
并	併	～勒一道	piŋ3
并	倂	～勒一道	piŋ3
并	併	合～	piŋ5
并	倂	合～	piŋ5
拼	拼		pʰiŋ1
姘	姘	～頭	pʰiŋ1
乒	乒		pʰiŋ1
品	品		pʰiŋ3
聘	聘		pʰiŋ5
娉	娉		pʰiŋ5
贫	貧		biŋ2
频	頻		biŋ2
冯	馮	暴虎～河	biŋ2
凭	憑		biŋ2
凭	凭		biŋ2
平	平		biŋ2
坪	坪		biŋ2
评	評		biŋ2
苹	苹	《詩經》食野之～	biŋ2
苹	蘋	～果	biŋ2
瓶	瓶		biŋ2
瓶	甁		biŋ2
屏	屏		biŋ2
屏	屛		biŋ2
萍	萍		biŋ2
膑	臏		biŋ6
髌	髕		biŋ6
病	病		biŋ6
并	並	～且	biŋ6
并	竝	～且	biŋ6
并	𠀤	～且	biŋ6
缗	緡		miŋ2
民	民		miŋ2
旻	旻		miŋ2
珉	珉		miŋ2
岷	岷		miŋ2
愍	愍		miŋ3
悯	憫		miŋ3
抿	抿	合上雙唇	miŋ3
敏	敏		miŋ3
渑	澠	～池（或音miɪ）	miŋ3
明	明	聰～	miŋ2
明	朙	聰～	miŋ2
名	名		miŋ2
铭	銘		miŋ2
闽	閩		miŋ3
闵	閔		miŋ3
鸣	鳴		miŋ2
皿	皿		miŋ3
冥	冥		miŋ2
暝	暝		miŋ2
瞑	瞑		miŋ2
螟	螟		miŋ2
命	命		miŋ6
丁	丁		tiŋ1
仃	仃	伶～	tiŋ1
钉	釘	名詞	tiŋ1
疔	疔		tiŋ1
蜓	蜓	蜻～	tiŋ1
盯	盯		tiŋ1
顶	頂		tiŋ3
鼎	鼎		tiŋ3
澄	澄	動詞，讓液體裏的雜質沈澱，使之淸澈：～水	tiŋ5
钉	釘	動詞	tiŋ5
订	訂		tiŋ5
厅	廳		tʰiŋ1
汀	汀		tʰiŋ1
艇	艇		tʰiŋ3
挺	挺		tʰiŋ3
铤	鋌		tʰiŋ3
町	町		tʰiŋ3
町	町		tiŋ1
听	聽		tʰiŋ1
听	聽		tʰiŋ5
听	听	笑貌	ȵiŋ6
亭	亭		diŋ2
停	停		diŋ2
廷	廷		diŋ2
庭	庭		diŋ2
霆	霆		diŋ2
婷	婷		diŋ2
渟	渟		diŋ2
筳	筳		diŋ2
锭	錠		diŋ6
定	定		diŋ6
拎	拎		liŋ1
琳	琳		liŋ2
霖	霖		liŋ2
痳	痳	病，與“痲”不同	liŋ2
林	林		liŋ2
淋	淋		liŋ2
临	臨		liŋ2
嶙	嶙		liŋ2
遴	遴		liŋ2
邻	鄰	（白）～舍	ləŋ2
邻	鄰		liŋ2
鳞	鱗	（白）魚～	ləŋ2
鳞	鱗		liŋ2
燐	燐	～火	liŋ2
磷	磷		liŋ2
麟	麟		liŋ2
崚	崚		liŋ2
陵	陵		liŋ2
凌	凌		liŋ2
淩	淩		liŋ2
菱	菱		liŋ2
绫	綾		liŋ2
岭	嶺		liŋ2
灵	靈		liŋ2
霝	霝		liŋ2
棂	櫺		liŋ2
棂	欞	同櫺	liŋ2
零	零		liŋ2
铃	鈴		liŋ2
伶	伶	～仃，～俐	liŋ2
泠	泠		liŋ2
羚	羚		liŋ2
苓	苓		liŋ2
玲	玲		liŋ2
翎	翎		liŋ2
龄	齡		liŋ2
领	領		liŋ3
凛	凜		liŋ3
凛	凛		liŋ3
澟	澟		liŋ3
癛	癛		liŋ3
癝	癝		liŋ3
廪	廩		liŋ3
懔	懍		liŋ3
赁	賃		ȵiŋ6
吝	吝		liŋ6
吝	㖁	俗吝字	liŋ6
吝	恡	同悋	liŋ6
吝	悋	本作吝，又作恡	liŋ6
令	令		liŋ6
另	另		liŋ6
蔺	藺		liŋ6
躏	躪		liŋ6
津	津		tsiŋ1
晶	晶		tsiŋ1
精	精		tsiŋ1
菁	菁	～華	tsiŋ1
菁	菁	南～中學（江陰校名）	tsʰiŋ1
睛	睛		tsiŋ1
井	井		tsiŋ3
丼	丼	同井	tsiŋ3
尽	尽	～管	tsiŋ3
尽	儘	～管	tsiŋ3
浸	浸		tsiŋ5
进	進		tsiŋ5
晋	晉		tsiŋ5
缙	縉		tsiŋ5
浚	濬	河南濬縣	tsiŋ5
浚	浚		tsiŋ5
俊	俊		tsiŋ5
峻	峻		tsiŋ5
竣	竣		tsiŋ5
骏	駿		tsiŋ5
俊	儁	同俊	tsiŋ5
隽	雋		tsiŋ5
隽	隽	同雋	tsiŋ5
侵	侵		tsʰiŋ1
亲	親		tsʰiŋ1
逡	逡		tsʰiŋ1
清	清		tsʰiŋ1
清	淸		tsʰiŋ1
鲭	鯖		tsʰiŋ1
青	靑		tsʰiŋ1
青	青		tsʰiŋ1
请	請		tsʰiŋ3
亲	親	～家母	tsʰiŋ5
秦	秦		dziŋ2
情	情		dziŋ2
氰	氰		dziŋ2
晴	晴		dziŋ2
尽	尽	～量	dziŋ6
尽	盡	～量	dziŋ6
静	靜		dziŋ6
靓	靚		dziŋ6
靖	靖		dziŋ6
净	凈		dziŋ6
净	浄		dziŋ6
净	淨		dziŋ6
婧	婧		dziŋ6
阱	阱		dziŋ6
阱	穽		dziŋ6
瀞	瀞		dziŋ6
忄	忄		siŋ1
㣺	㣺		siŋ1
心	心		siŋ1
芯	芯		siŋ1
辛	辛		siŋ1
莘	莘	～莊（上海地名）	siŋ1
新	新		siŋ1
薪	薪		siŋ1
迅	迅		siŋ5
蜻	蜻	不念“靑”	siŋ1
星	星		siŋ1
腥	腥		siŋ1
胜	胜	腥本字	siŋ1
猩	猩		siŋ1
省	省	反～	siŋ3
醒	醒		siŋ3
浚	濬		siŋ5
浚	浚		siŋ5
信	信		siŋ5
讯	訊		siŋ5
汛	汛		siŋ5
殉	殉		siŋ5
性	性		siŋ5
姓	姓		siŋ5
寻	尋		ziŋ2
蕈	蕈		ziŋ6
荀	荀		siŋ1
峋	峋		siŋ1
珣	珣		siŋ1
洵	洵	水名	siŋ1
洵	洵	同旬	ziŋ2
徇	徇		ziŋ2
询	詢		ziŋ2
浔	潯		ziŋ2
旬	旬		ziŋ2
循	循		ziŋ2
巡	巡		ziŋ2
烬	燼		ziŋ6
兢	兢		tɕiŋ1
今	今		tɕiŋ1
矜	矜		tɕiŋ1
金	金		tɕiŋ1
禁	禁	～弗住	tɕiŋ1
襟	襟		tɕiŋ1
巾	巾		tɕiŋ1
斤	斤		tɕiŋ1
筋	筋		tɕiŋ1
茎	莖		tɕiŋ1
京	京		tɕiŋ1
荆	荊		tɕiŋ1
荆	荆		tɕiŋ1
惊	驚		tɕiŋ1
经	經		tɕiŋ1
泾	涇	長～（江陰地名）	tɕiŋ1
旌	旌		tsiŋ1
迳	逕		tɕiŋ5
径	徑		tɕiŋ5
胫	脛		tɕiŋ5
璟	璟		tɕiŋ3
暻	暻		tɕiŋ3
憬	憬		tɕiŋ3
锦	錦		tɕiŋ3
紧	緊		tɕiŋ3
谨	謹		tɕiŋ3
景	景		tɕiŋ3
儆	儆		tɕiŋ3
警	警		tɕiŋ3
颈	頸		tɕiŋ3
禁	禁	～止	tɕiŋ5
劲	勁		tɕiŋ5
境	境		tɕiŋ5
敬	敬		tɕiŋ5
竟	竟		tɕiŋ5
镜	鏡		tɕiŋ5
钦	欽		tɕʰiŋ1
卿	卿		tɕʰiŋ1
轻	輕		tɕʰiŋ1
氢	氫		tɕʰiŋ1
倾	傾		tɕʰiŋ1
顷	頃		tɕʰiŋ3
揿	撳	按壓	tɕʰiŋ5
罄	罄		tɕʰiŋ5
磬	磬		tɕʰiŋ5
庆	慶		tɕʰiŋ5
琴	琴		dʑiŋ2
禽	禽		dʑiŋ2
擒	擒		dʑiŋ2
痉	痙		dʑiŋ6
堇	堇		dʑiŋ6
堇	菫		dʑiŋ6
堇	蓳		dʑiŋ6
瑾	瑾		dʑiŋ6
觐	覲		dʑiŋ6
槿	槿		dʑiŋ6
馑	饉	饑～	dʑiŋ6
仅	僅		dʑiŋ6
勤	勤	～勞，殷～	dʑiŋ2
勤	懃	慇～	dʑiŋ2
芹	芹		dʑiŋ2
擎	擎		dʑiŋ2
鲸	鯨	～魚（不念“京”）	dʑiŋ2
黥	黥		dʑiŋ2
䵞	䵞		dʑiŋ2
剠	剠		dʑiŋ2
近	近		dʑiŋ6
竞	競		dʑiŋ6
任	任	姓	ȵiŋ2
人	人	（白）～家，一個～	ȵiŋ2
儿	儿	同人	ȵiŋ2
亻	亻		ȵiŋ2
乑	乑		ȵiŋ2
仁	仁	（白）蝦～，杏～	ȵiŋ2
凝	凝		ȵiŋ2
迎	迎		ȵiŋ2
宁	寧	姓；安～	ȵiŋ2
宁	寍	古文寧字	ȵiŋ2
宁	寕	俗寧字	ȵiŋ2
宁	寜	俗寧字	ȵiŋ2
宁	寗	同寧	ȵiŋ2
宁	甯	同寧	ȵiŋ2
忍	忍	（白）	ȵiŋ6
认	認		ȵiŋ6
韧	韌	（白）食物受潮而不脆	ȵiŋ6
宁	寧	～可	ȵiŋ6
宁	寍		ȵiŋ6
宁	寕		ȵiŋ6
宁	寜		ȵiŋ6
宁	寗	姓；同寧	ȵiŋ6
宁	甯	姓；同寧	ȵiŋ6
佞	佞		ȵiŋ6
欣	欣		ɕiŋ1
馨	馨		ɕiŋ1
鑫	鑫		ɕiŋ1
昕	昕		ɕiŋ1
歆	歆		ɕiŋ1
忻	忻		ɕiŋ1
訢	訢		ɕiŋ1
炘	炘		ɕiŋ1
