聲	呼	等	韻	調	組	攝	單字	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	IPA 聲母	IPɐ 韻母	IPA 聲調
匣	合	一	灰	平	影	蟹	徊			w	ui	4				w	ui	21
							會	會游泳		w	ui	5				w	ui	23
見	合	一	泰	去	見	蟹	會	會計		w	ui	6				w	ui	32
云	合	三	微	去	影	止	彙			w	ui	6				w	ui	32
匣	合	一	泰	去	影	蟹	會	會面		w	ui	6				w	ui	32
溪	合	二	皆	平	見	蟹	匯			w	ui	6				w	ui	32
影	合	一	寒	去	影	山	惋			w	un	2				w	un	35
影	合	三	元	上	影	山	宛	宛然		w	un	2				w	un	35
影	合	三	元	平	影	山	蜿			w	un	2				w	un	35
影	合	三	元	上	影	山	婉			w	un	2				w	un	35
匣	合	一	寒	上	影	山	浣			w	un	2				w	un	35
影	合	一	寒	去	影	山	腕			w	un	2				w	un	35
-	-	-	-	-	-	-	碗			w	un	2				w	un	35
匣	合	一	寒	平	影	山	桓			w	un	4				w	un	21
云	合	三	元	平	影	山	援			w	un	4				w	un	21
云	合	三	元	平	影	山	垣			w	un	4				w	un	21
匣	合	二	山	平	影	山	湲			w	un	4				w	un	21
透	合	一	寒	上	端	山	瘓			w	un	6				w	un	32
匣	合	一	寒	上	影	山	緩			w	un	6				w	un	32
疑	合	一	寒	去	見	山	玩	玩弄		w	un	6				w	un	32
曉	合	一	寒	去	影	山	奐			w	un	6				w	un	32
曉	合	一	寒	去	影	山	喚			w	un	6				w	un	32
曉	合	一	寒	去	影	山	煥			w	un	6				w	un	32
匣	合	一	寒	去	影	山	換			w	un	6				w	un	32
曉	合	一	泰	去	影	蟹	渙			w	un	6				w	un	32
見	合	一	寒	入	見	山	活			w	ut	6				w	ut	2
莊	開	二	麻	平	莊	假	渣			z	aa	1				ʦ	a	55
知	開	二	麻	去	知	假	吒	哪吒		z	aa	1				ʦ	a	55
-	-	-	-	-	-	-	喳			z	aa	1				ʦ	a	55
-	-	-	-	-	-	-	咱			z	aa	1				ʦ	a	55
莊	開	二	麻	去	莊	假	詐			z	aa	3				ʦ	a	33
莊	開	二	麻	去	莊	假	榨			z	aa	3				ʦ	a	33
崇	開	二	麻	去	莊	假	乍			z	aa	3				ʦ	a	33
-	-	-	-	-	-	-	炸			z	aa	3				ʦ	a	33
莊	開	二	皆	平	莊	蟹	齋			z	aai	1				ʦ	ai	55
莊	開	二	佳	去	莊	蟹	債			z	aai	3				ʦ	ai	33
崇	開	二	夬	去	莊	蟹	寨			z	aai	6				ʦ	ai	32
莊	開	二	咸	上	莊	咸	斬			z	aam	2				ʦ	am	35
-	-	-	-	-	-	-	嶄			z	aam	2				ʦ	am	35
莊	開	二	咸	入	莊	咸	眨			z	aam	2				ʦ	am	35
澄	開	三	侵B	平	知	深	湛			z	aam	3				ʦ	am	33
莊	開	二	咸	去	莊	咸	蘸			z	aam	3				ʦ	am	33
從	開	一	談	去	精	咸	暫			z	aam	6				ʦ	am	32
知	開	二	咸	去	知	咸	站			z	aam	6				ʦ	am	32
莊	開	二	山	上	莊	山	盞			z	aan	2				ʦ	an	35
崇	開	二	山	上	莊	山	棧			z	aan	2				ʦ	an	35
精	開	一	寒	去	精	山	讚			z	aan	3				ʦ	an	33
精	開	一	寒	去	精	山	贊			z	aan	3				ʦ	an	33
精	合	一	寒	上	精	山	纂			z	aan	3				ʦ	an	33
崇	合	二	刪	上	莊	山	撰			z	aan	6				ʦ	an	32
澄	開	二	山	去	知	山	綻			z	aan	6				ʦ	an	32
-	-	-	-	-	-	-	賺			z	aan	6				ʦ	an	32
							掙	掙錢		z	aan	6				ʦ	an	32
從	開	三	侵A	入	精	深	集			z	aap	6				ʦ	ap	2
邪	開	三	侵A	入	精	深	襲			z	aap	6				ʦ	ap	2
邪	開	三	侵A	入	精	深	習			z	aap	6				ʦ	ap	2
見	開	一	談	入	見	咸	閘			z	aap	6				ʦ	ap	2
從	開	一	覃	入	精	咸	雜			z	aap	6				ʦ	ap	2
-	-	-	-	-	-	-	鍘			z	aap	6				ʦ	ap	2
莊	開	二	山	入	莊	山	札			z	aat	3				ʦ	at	3
莊	開	二	山	入	莊	山	紮			z	aat	3				ʦ	at	3
莊	開	二	山	入	莊	山	扎			z	aat	3				ʦ	at	3
影	開	二	山	入	影	山	軋			z	aat	3				ʦ	at	3
知	開	二	肴	平	知	效	嘲			z	aau	1				ʦ	au	55
莊	開	二	肴	平	莊	效	抓			z	aau	2				ʦ	au	35
莊	開	二	肴	上	莊	效	爪			z	aau	2				ʦ	au	35
-	-	-	-	-	-	-	找			z	aau	2				ʦ	au	35
知	開	二	肴	去	知	效	罩			z	aau	3				ʦ	au	33
崇	開	三	尤	去	莊	流	驟			z	aau	6				ʦ	au	32
精	合	三	支A	平	精	止	劑			z	ai	1				ʦ	ɐi	55
精	開	四	齊	平	精	蟹	擠			z	ai	1				ʦ	ɐi	55
							仔	豬仔		z	ai	2				ʦ	ɐi	35
精	開	四	齊	上	精	蟹	濟	人才濟濟		z	ai	2				ʦ	ɐi	35
精	開	三	祭A	去	精	蟹	際			z	ai	3				ʦ	ɐi	33
精	開	三	祭A	去	精	蟹	祭			z	ai	3				ʦ	ɐi	33
章	開	三	祭A	去	章	蟹	制			z	ai	3				ʦ	ɐi	33
章	開	三	祭A	去	章	蟹	製			z	ai	3				ʦ	ɐi	33
昌	開	三	祭A	去	章	蟹	掣			z	ai	3				ʦ	ɐi	33
精	開	四	齊	去	精	蟹	濟	救濟		z	ai	3				ʦ	ɐi	33
澄	開	三	祭B	去	知	蟹	滯			z	ai	6				ʦ	ɐi	32
從	開	四	先	入	精	山	截			z	ai	6				ʦ	ɐi	32
精	開	一	登	入	精	曾	則			z	ak	1				ʦ	ɐk	5
莊	開	三	蒸	入	莊	曾	側			z	ak	1				ʦ	ɐk	5
精	開		蒸	入	精	曾	鯽			z	ak	1				ʦ	ɐk	5
-	-	-	-	-	-	-	砸			z	ak	3				ʦ	ɐk	3
莊	開	二	庚	入	莊	梗	嘖			z	ak	3				ʦ	ɐk	3
莊	開	二	庚	入	莊	梗	蚱			z	ak	3				ʦ	ɐk	3
莊	開	二	庚	入	莊	梗	窄			z	ak	3				ʦ	ɐk	3
莊	開	二	耕	入	莊	梗	責			z	ak	3				ʦ	ɐk	3
澄	開	二	庚	入	知	梗	宅			z	ak	6				ʦ	ɐk	2
澄	開	二	庚	入	知	梗	澤			z	ak	6				ʦ	ɐk	2
澄	開	二	庚	入	知	梗	擇			z	ak	6				ʦ	ɐk	2
知	開	二	耕	入	知	梗	摘			z	ak	6				ʦ	ɐk	2
澄	開	三	清B	入	知	梗	擲			z	ak	6				ʦ	ɐk	2
章	開	三	侵A	平	章	深	針			z	am	1				ʦ	ɐm	55
章	開	三	侵A	平	章	深	斟			z	am	1				ʦ	ɐm	55
章	開	三	侵A	上	章	深	枕	枕頭		z	am	2				ʦ	ɐm	35
-	-	-	-	-	-	-	怎			z	am	2				ʦ	ɐm	35
清	開	三	侵A	平	精	深	浸			z	am	3				ʦ	ɐm	33
章	開	三	侵A	去	章	深	枕	枕戈待旦		z	am	3				ʦ	ɐm	33
澄	開	三	侵B	上	知	深	朕			z	am	6				ʦ	ɐm	32
章	開	三	真A	平	章	臻	真			z	an	1				ʦ	ɐn	55
知	開	三	真B	平	知	臻	珍			z	an	1				ʦ	ɐn	55
章	開	三	真A	平	章	臻	振			z	an	3				ʦ	ɐn	33
章	開	三	真A	上	章	臻	賑			z	an	3				ʦ	ɐn	33
章	開	三	真A	去	章	臻	震			z	an	3				ʦ	ɐn	33
知	開	三	真B	平	知	臻	鎮			z	an	3				ʦ	ɐn	33
-	-	-	-	-	-	-	圳			z	an	3				ʦ	ɐn	33
澄	開	三	真B	去	知	臻	陣			z	an	6				ʦ	ɐn	32
心	開	一	登	平	精	曾	僧			z	ang	1				ʦ	ɐŋ	55
崇	開	二	庚	平	莊	梗	崢			z	ang	1				ʦ	ɐŋ	55
莊	開	二	耕	平	莊	梗	爭			z	ang	1				ʦ	ɐŋ	55
莊	開	二	耕	平	莊	梗	猙			z	ang	1				ʦ	ɐŋ	55
莊	開	二	耕	平	莊	梗	箏			z	ang	1				ʦ	ɐŋ	55
從	開	三	清A	上	精	梗	睜			z	ang	1				ʦ	ɐŋ	55
精	開	一	登	平	精	曾	增			z	ang	1				ʦ	ɐŋ	55
精	開	一	登	平	精	曾	憎			z	ang	1				ʦ	ɐŋ	55
精	開	一	登	平	精	曾	曾	曾孫		z	ang	1				ʦ	ɐŋ	55
-	-	-	-	-	-	-	掙	掙脫		z	ang	1				ʦ	ɐŋ	55
莊	開	二	耕	去	莊	梗	諍			z	ang	3				ʦ	ɐŋ	33
從	開	一	登	去	精	曾	贈			z	ang	6				ʦ	ɐŋ	32
章	開	三	侵A	入	章	深	汁			z	ap	1				ʦ	ɐp	5
章	開	三	侵A	入	章	深	執			z	ap	1				ʦ	ɐp	5
章	開	三	真A	入	章	臻	質	物質		z	at	1				ʦ	ɐt	5
從	開	三	脂A	去	精	止	嫉			z	at	6				ʦ	ɐt	2
從	開	三	真A	入	精	臻	疾			z	at	6				ʦ	ɐt	2
知	開	三	真B	入	知	臻	窒			z	at	6				ʦ	ɐt	2
澄	開	三	真B	入	知	臻	姪			z	at	6				ʦ	ɐt	2
澄	開	三	侵B	入	知	深	蟄			z	at	6				ʦ	ɐt	2
知	開	二	肴	平	知	效	啁			z	au	1				ʦ	ɐu	55
精	開	三	尤	平	精	流	啾			z	au	1				ʦ	ɐu	55
莊	開	三	尤	平	莊	流	鄒			z	au	1				ʦ	ɐu	55
章	開	三	尤	平	章	流	州			z	au	1				ʦ	ɐu	55
章	開	三	尤	平	章	流	洲			z	au	1				ʦ	ɐu	55
章	開	三	尤	平	章	流	舟			z	au	1				ʦ	ɐu	55
章	開	三	尤	平	章	流	周			z	au	1				ʦ	ɐu	55
-	-	-	-	-	-	-	週			z	au	1				ʦ	ɐu	55
-	-	-	-	-	-	-	揪			z	au	1				ʦ	ɐu	55
精	開	三	尤	上	精	流	酒			z	au	2				ʦ	ɐu	35
知	開	三	尤	上	知	流	肘			z	au	2				ʦ	ɐu	35
精	開	一	侯	上	精	流	走			z	au	2				ʦ	ɐu	35
初	開	二	肴	去	莊	效	縐			z	au	3				ʦ	ɐu	33
知	開	三	尤	去	知	流	晝			z	au	3				ʦ	ɐu	33
莊	開	三	尤	去	莊	流	皺			z	au	3				ʦ	ɐu	33
精	開	一	侯	去	精	流	奏			z	au	3				ʦ	ɐu	33
-	-	-	-	-	-	-	揍			z	au	3				ʦ	ɐu	33
-	-	-	-	-	-	-	咒			z	au	3				ʦ	ɐu	33
澄	開	三	尤	上	知	流	紂			z	au	6				ʦ	ɐu	32
從	開	三	尤	去	精	流	鷲			z	au	6				ʦ	ɐu	32
從	開	三	尤	去	精	流	就			z	au	6				ʦ	ɐu	32
邪	開	三	尤	去	精	流	袖			z	au	6				ʦ	ɐu	32
澄	開	三	尤	去	知	流	冑			z	au	6				ʦ	ɐu	32
澄	開	三	尤	去	知	流	宙			z	au	6				ʦ	ɐu	32
章	開	三	麻	平	章	假	遮			z	e	1				ʦ	ɛ	55
精	開	三	麻	上	精	假	姐			z	e	2				ʦ	ɛ	35
章	開	三	麻	上	章	假	者			z	e	2				ʦ	ɛ	35
疑	開	三	仙B	去	見	山	這			z	e	3				ʦ	ɛ	33
精	開	三	麻	去	精	假	借			z	e	3				ʦ	ɛ	33
章	開	三	麻	去	章	假	蔗			z	e	3				ʦ	ɛ	33
邪	開	三	麻	去	精	假	榭			z	e	6				ʦ	ɛ	32
邪	開	三	麻	去	精	假	謝			z	e	6				ʦ	ɛ	32
章	開	三	麻	去	章	假	炙		習讀應爲韻母ik對應的白讀音	z	ek	3				ʦ	ɛk	3
章	開	三	清A	入	章	梗	隻		習讀應爲韻母ik對應的白讀音	z	ek	3				ʦ	ɛk	3
精	開	三	清A	入	精	梗	脊		習讀應爲韻母ik對應的白讀音	z	ek	3				ʦ	ɛk	3
從	開	三	清A	入	精	梗	瘠		習讀應爲韻母ik對應的白讀音	z	ek	3				ʦ	ɛk	3
邪	開	三	清A	入	精	梗	蓆		習讀應爲韻母ik對應的白讀音	z	ek	6				ʦ	ɛk	2
邪	開	三	清A	入	精	梗	席		涼席，習讀應爲韻母ik對應的白讀音	z	ek	6				ʦ	ɛk	2
澄	開	三	清B	去	知	梗	鄭		習讀應爲韻母ing對應的白讀音	z	eng	6				ʦ	ɛŋ	32
章	合	三	脂A	平	章	止	錐			z	eoi	1				ʦ	øy	55
知	合	三	脂B	平	知	止	追			z	eoi	1				ʦ	øy	55
澄	合	三	脂B	平	知	止	椎	脊椎		z	eoi	1				ʦ	øy	55
清	開	三	魚	平	精	遇	沮	沮水。水名		z	eoi	1				ʦ	øy	55
從	開	三	魚	上	精	遇	沮	沮喪		z	eoi	2				ʦ	øy	35
從	開	三	魚	上	精	遇	咀			z	eoi	2				ʦ	øy	35
-	-	-	-	-	-	-	嘴			z	eoi	2				ʦ	øy	35
章	合	三	支A	去	章	止	惴			z	eoi	3				ʦ	øy	33
精	合	三	脂A	去	精	止	醉			z	eoi	3				ʦ	øy	33
精	開	三	魚	去	精	遇	沮	沮洳		z	eoi	3				ʦ	øy	33
精	合	三	虞	去	精	遇	足	足恭		z	eoi	3				ʦ	øy	33
精	合	一	泰	去	精	蟹	最			z	eoi	3				ʦ	øy	33
澄	合	三	脂B	去	知	止	墜			z	eoi	6				ʦ	øy	32
邪	開	三	魚	上	精	遇	嶼	島嶼		z	eoi	6				ʦ	øy	32
邪	開	三	魚	上	精	遇	序			z	eoi	6				ʦ	øy	32
邪	開	三	魚	上	精	遇	敘			z	eoi	6				ʦ	øy	32
從	合	三	虞	上	精	遇	聚			z	eoi	6				ʦ	øy	32
章	合	三	祭A	去	章	蟹	贅			z	eoi	6				ʦ	øy	32
知	合	三	祭B	去	知	蟹	綴	點綴		z	eoi	6				ʦ	øy	32
從	合	一	灰	上	精	蟹	罪			z	eoi	6				ʦ	øy	32
精	合	三	真A	平	精	臻	遵			z	eon	1				ʦ	ɵn	55
精	開	三	真A	平	精	臻	津			z	eon	1				ʦ	ɵn	55
章	合	三	真A	平	章	臻	肫			z	eon	1				ʦ	ɵn	55
章	合	三	真A	平	章	臻	諄			z	eon	1				ʦ	ɵn	55
知	合	三	真B	平	知	臻	屯			z	eon	1				ʦ	ɵn	55
精	合	一	魂	平	精	臻	樽			z	eon	1				ʦ	ɵn	55
章	合	三	真A	上	章	臻	准			z	eon	2				ʦ	ɵn	35
章	合	三	真A	上	章	臻	準			z	eon	2				ʦ	ɵn	35
清	合	三	真A	平	精	臻	竣			z	eon	3				ʦ	ɵn	33
精	開	三	真A	去	精	臻	進			z	eon	3				ʦ	ɵn	33
精	合	三	真A	去	精	臻	俊			z	eon	3				ʦ	ɵn	33
精	開	三	真A	去	精	臻	晉			z	eon	3				ʦ	ɵn	33
精	合	三	真A	去	精	臻	駿			z	eon	3				ʦ	ɵn	33
心	合	三	真A	去	精	臻	峻			z	eon	3				ʦ	ɵn	33
							雋			z	eon	3				ʦ	ɵn	33
從	開	三	真A	上	精	臻	盡			z	eon	6				ʦ	ɵn	32
							儘	儘量		z	eon	6				ʦ	ɵn	32
-	-	-	-	-	-	-	儘	儘管		z	eon	6				ʦ	ɵn	32
精	合	三	真A	入	精	臻	卒	士卒		z	eot	1				ʦ	ɵt	5
徹	合	三	真B	入		臻	怵			z	eot	1				ʦ	ɵt	5
章	開	三	支A	平	章	止	肢			z	i	1				ʦ	i	55
章	開	三	支A	平	章	止	支			z	i	1				ʦ	i	55
章	開	三	支A	平	章	止	枝			z	i	1				ʦ	i	55
章	開	三	支A	平	章	止	氏	月氏		z	i	1				ʦ	i	55
溪	開	三	支A	去	見	止	吱			z	i	1				ʦ	i	55
知	開	三	支B	平	知	止	知	知道		z	i	1				ʦ	i	55
知	開	三	支B	平	知	止	蜘			z	i	1				ʦ	i	55
精	開	三	脂A	平	精	止	諮			z	i	1				ʦ	i	55
精	開	三	脂A	平	精	止	資			z	i	1				ʦ	i	55
精	開	三	脂A	平	精	止	姿			z	i	1				ʦ	i	55
章	開	三	脂A	平	章	止	脂			z	i	1				ʦ	i	55
							恣	恣睢		z	i	1				ʦ	i	55
知	開	三	脂B	平	知	止	胝			z	i	1				ʦ	i	55
精	開	三	之	平	精	止	滋			z	i	1				ʦ	i	55
精	開	三	之	平	精	止	孜			z	i	1				ʦ	i	55
章	開	三	之	平	章	止	芝			z	i	1				ʦ	i	55
章	開	三	之	平	章	止	之			z	i	1				ʦ	i	55
							齊	齊衰		z	i	1				ʦ	i	55
-	-	-	-	-	-	-	茲	在茲		z	i	1				ʦ	i	55
章	開	三	支A	平	章	止	只			z	i	2				ʦ	i	35
							祇	同「只有」的「只」		z	i	2				ʦ	i	35
精	開	三	支A	上	精	止	紫			z	i	2				ʦ	i	35
章	開	三	支A	上	章	止	紙			z	i	2				ʦ	i	35
章	開	三	支A	上	章	止	咫			z	i	2				ʦ	i	35
章	開	三	支A	上	章	止	枳			z	i	2				ʦ	i	35
精	開	三	脂A	上	精	止	姊			z	i	2				ʦ	i	35
章	開	三	脂A	上	章	止	指			z	i	2				ʦ	i	35
章	開	三	脂A	上	章	止	旨			z	i	2				ʦ	i	35
精	開	三	之	上	精	止	仔	仔細		z	i	2				ʦ	i	35
精	開	三	之	上	精	止	子			z	i	2				ʦ	i	35
精	開	三	之	上	精	止	梓			z	i	2				ʦ	i	35
徹	開	三	之	上		止	祉			z	i	2				ʦ	i	35
章	開	三	之	上	章	止	止			z	i	2				ʦ	i	35
章	開	三	之	上	章	止	趾			z	i	2				ʦ	i	35
章	開	三	之	上	章	止	址			z	i	2				ʦ	i	35
知	開	三	之	上	知	止	徵	古代五音之一		z	i	2				ʦ	i	35
-	-	-	-	-	-	-	籽			z	i	2				ʦ	i	35
精	開	三	脂A	去	精	止	恣	恣意		z	i	3				ʦ	i	33
從	開	三	支A	去	精	止	漬			z	i	3				ʦ	i	33
知	開	四	支B	平	知	止	知	知識		z	i	3				ʦ	i	33
知	開	三	支B	去	知	止	智			z	i	3				ʦ	i	33
章	開	三	脂A	去	章	止	摯			z	i	3				ʦ	i	33
章	開	三	脂A	去	章	止	至			z	i	3				ʦ	i	33
知	開	三	脂B	去	知	止	致			z	i	3				ʦ	i	33
知	開	三	脂B	去	知	止	質	人質		z	i	3				ʦ	i	33
澄	開	三	脂B	去	知	止	緻			z	i	3				ʦ	i	33
知	開	三	之	去	知	止	置			z	i	3				ʦ	i	33
章	開	三	之	去	章	止	誌			z	i	3				ʦ	i	33
章	開	三	之	去	章	止	識	默而識之		z	i	3				ʦ	i	33
章	開	三	之	去	章	止	志			z	i	3				ʦ	i	33
章	開	三	之	去	章	止	痣			z	i	3				ʦ	i	33
澄	開	三	之	上	知	止	峙			z	i	6				ʦ	i	32
從	開	三	脂A	去	精	止	自			z	i	6				ʦ	i	32
澄	開	三	脂B	去	知	止	稚			z	i	6				ʦ	i	32
心	開	三	之	去	精	止	伺	窺伺		z	i	6				ʦ	i	32
澄	開	三	之	平	知	止	治			z	i	6				ʦ	i	32
邪	開	三	之	上	精	止	巳			z	i	6				ʦ	i	32
邪	開	三	之	上	精	止	祀			z	i	6				ʦ	i	32
邪	開	三	之	上	精	止	耜			z	i	6				ʦ	i	32
從	開	三	之	去	精	止	字			z	i	6				ʦ	i	32
邪	開	三	之	去	精	止	嗣			z	i	6				ʦ	i	32
邪	開	三	之	去	精	止	寺			z	i	6				ʦ	i	32
邪	開	三	之	去	精	止	飼			z	i	6				ʦ	i	32
精	開	三	支A	去	精	止	積			z	ik	1				ʦ	ɪk	5
章	開	三	之	去	章	止	織			z	ik	1				ʦ	ɪk	5
精	開	三	真A	入	精	臻	唧			z	ik	1				ʦ	ɪk	5
精	開	三	清A	入	精	梗	跡			z	ik	1				ʦ	ɪk	5
精	開	三	清A	入	精	梗	蹟			z	ik	1				ʦ	ɪk	5
精	開	四	青	入	精	梗	績			z	ik	1				ʦ	ɪk	5
精	開	三	蒸	入	精	曾	即			z	ik	1				ʦ	ɪk	5
章	開	三	蒸	入	章	曾	職			z	ik	1				ʦ	ɪk	5
澄	開	三	之	去	知	止	植			z	ik	6				ʦ	ɪk	2
澄	開	三	之	去	知	止	值			z	ik	6				ʦ	ɪk	2
從	開	三	麻	去	精	假	藉			z	ik	6				ʦ	ɪk	2
從	開	三	清A	入	精	梗	籍			z	ik	6				ʦ	ɪk	2
邪	開	三	清A	入	精	梗	汐			z	ik	6				ʦ	ɪk	2
邪	開	三	清A	入	精	梗	夕			z	ik	6				ʦ	ɪk	2
邪	開	三	清A	入	精	梗	席		出席	z	ik	6				ʦ	ɪk	2
從	開	四	青	入	精	梗	寂			z	ik	6				ʦ	ɪk	2
澄	開	三	蒸	入	知	曾	直			z	ik	6				ʦ	ɪk	2
常	開	三	蒸	入	章	曾	殖			z	ik	6				ʦ	ɪk	2
-	-	-	-	-	-	-	矽			z	ik	6				ʦ	ɪk	2
精	開	三	鹽A	平	精	咸	尖			z	im	1				ʦ	im	55
精	開	三	鹽A	平	精	咸	漸	漸車帷裳		z	im	1				ʦ	im	55
章	開	三	鹽A	平	章	咸	詹			z	im	1				ʦ	im	55
章	開	三	鹽A	平	章	咸	瞻			z	im	1				ʦ	im	55
章	開	三	鹽A	平	章	咸	占	占卜		z	im	1				ʦ	im	55
娘	開	三	鹽B	平	知	咸	粘			z	im	1				ʦ	im	55
知	開	三	鹽B	平	知	咸	沾			z	im	1				ʦ	im	55
章	開	三	鹽A	去	章	咸	占	占領		z	im	3				ʦ	im	33
端	開	四	添	平	端	咸	佔			z	im	3				ʦ	im	33
從	開	三	鹽A	上	精	咸	漸	逐漸		z	im	6				ʦ	im	32
精	開	三	仙A	平	精	山	煎			z	in	1				ʦ	in	55
章	開	三	仙A	平	章	山	氈			z	in	1				ʦ	in	55
精	開	四	先	平	精	山	箋			z	in	1				ʦ	in	55
精	開	四	先	平	精	山	濺	濺濺		z	in	1				ʦ	in	55
精	開	三	仙A	上	精	山	剪			z	in	2				ʦ	in	35
精	開	三	仙A	上	精	山	翦			z	in	2				ʦ	in	35
昌	開	三	仙A	上	章	山	闡			z	in	2				ʦ	in	35
知	開	三	仙B	上	知	山	展			z	in	2				ʦ	in	35
知	開	三	仙B	上	知	山	輾	輾轉		z	in	2				ʦ	in	35
娘	開	三	仙B	去	知	山	碾			z	in	2				ʦ	in	35
從	開	三	仙A	上	精	山	餞			z	in	3				ʦ	in	33
精	開	三	仙A	去	精	山	箭			z	in	3				ʦ	in	33
章	開	三	仙A	去	章	山	顫			z	in	3				ʦ	in	33
章	開	三	仙A	去	章	山	戰			z	in	3				ʦ	in	33
精	開	三	仙A	去	精	山	濺	飛濺		z	in	3				ʦ	in	33
精	開	四	先	去	精	山	薦			z	in	3				ʦ	in	33
從	開	四	先	去	精	山	荐			z	in	3				ʦ	in	33
從	開	三	仙A	去	精	山	賤			z	in	6				ʦ	in	32
精	開	三	清A	平	精	梗	精			z	ing	1				ʦ	ɪŋ	55
精	開	三	清A	平	精	梗	菁			z	ing	1				ʦ	ɪŋ	55
精	開	三	清A	平	精	梗	睛			z	ing	1				ʦ	ɪŋ	55
精	開	三	清A	平	精	梗	蜻			z	ing	1				ʦ	ɪŋ	55
精	開	三	清A	平	精	梗	晶			z	ing	1				ʦ	ɪŋ	55
章	開	三	清A	平	章	梗	正	正月		z	ing	1				ʦ	ɪŋ	55
章	開	三	清A	平	章	梗	怔			z	ing	1				ʦ	ɪŋ	55
章	開	三	清A	平	章	梗	征			z	ing	1				ʦ	ɪŋ	55
知	開	三	清B	平	知	梗	楨			z	ing	1				ʦ	ɪŋ	55
知	開	三	清B	平	知	梗	貞			z	ing	1				ʦ	ɪŋ	55
知	開	三	清B	平	知	梗	禎			z	ing	1				ʦ	ɪŋ	55
徹	開	三	清B	平	知	梗	偵			z	ing	1				ʦ	ɪŋ	55
知	開	三	蒸	平	知	曾	徵	徵求		z	ing	1				ʦ	ɪŋ	55
知	開	三	蒸	平	知	曾	癥			z	ing	1				ʦ	ɪŋ	55
章	開	三	蒸	平	章	曾	蒸			z	ing	1				ʦ	ɪŋ	55
章	開	三	蒸	上	章	曾	拯		文盲音	z	ing	2				ʦ	ɪŋ	35
精	開	三	清A	上	精	梗	井			z	ing	2				ʦ	ɪŋ	35
章	開	三	清A	上	章	梗	整			z	ing	2				ʦ	ɪŋ	35
章	開	三	清A	去	章	梗	正	正午		z	ing	3				ʦ	ɪŋ	33
章	開	三	清A	去	章	梗	政			z	ing	3				ʦ	ɪŋ	33
章	開	三	蒸	去	章	曾	證			z	ing	3				ʦ	ɪŋ	33
-	-	-	-	-	-	-	症			z	ing	3				ʦ	ɪŋ	33
船	開	三	蒸	去	章	曾	剩			z	ing	6				ʦ	ɪŋ	32
從	開	三	清A	上	精	梗	阱			z	ing	6				ʦ	ɪŋ	32
從	開	三	清A	上	精	梗	靖			z	ing	6				ʦ	ɪŋ	32
從	開	三	清A	上	精	梗	靜			z	ing	6				ʦ	ɪŋ	32
從	開	三	清A	去	精	梗	淨			z	ing	6				ʦ	ɪŋ	32
邪	開	三	侵A	入	精	深	褶	皺褶		z	ip	3				ʦ	ip	3
精	開	三	鹽A	入	精	咸	接			z	ip	3				ʦ	ip	3
日	開	三	鹽A	入	日	咸	囁			z	ip	3				ʦ	ip	3
知	開	三	鹽B	入	知	咸	輒			z	ip	3				ʦ	ip	3
精	開	四	添	入	精	咸	浹			z	ip	3				ʦ	ip	3
來	開	一	覃	入	來	咸	摺			z	ip	3				ʦ	ip	3
章	開	三	仙A	入	章	山	折	骨折		z	it	3				ʦ	it	3
莊	開	三	臻	入	莊	臻	櫛			z	it	3				ʦ	it	3
章	開	三	仙A	入	章	山	浙			z	it	3				ʦ	it	3
知	開	三	仙B	入	知	山	哲			z	it	3				ʦ	it	3
精	開	四	先	入	精	山	節			z	it	3				ʦ	it	3
精	開	四	先	入	精	山	癤			z	it	3				ʦ	it	3
知	開	三	仙B	入	知	山	蜇			z	it	3				ʦ	it	3
精	開	三	鹽A	入	精	咸	睫			z	it	6				ʦ	it	2
從	開	三	鹽A	入	精	咸	捷			z	it	6				ʦ	it	2
章	開	三	宵A	平	章	效	昭			z	iu	1				ʦ	iu	55
精	開	三	宵A	平	精	效	蕉			z	iu	1				ʦ	iu	55
精	開	三	宵A	平	精	效	焦			z	iu	1				ʦ	iu	55
精	開	三	宵A	平	精	效	椒			z	iu	1				ʦ	iu	55
章	開	三	宵A	平	章	效	招			z	iu	1				ʦ	iu	55
知	開	三	宵B	平	知	效	朝	朝夕		z	iu	1				ʦ	iu	55
-	-	-	-	-	-	-	礁			z	iu	1				ʦ	iu	55
章	開	三	宵A	上	章	效	沼			z	iu	2				ʦ	iu	35
精	開	三	宵A	上	精	效	剿			z	iu	2				ʦ	iu	35
章	開	三	宵A	去	章	效	照			z	iu	3				ʦ	iu	33
澄	開	三	宵B	上	知	效	趙			z	iu	6				ʦ	iu	32
澄	開	三	宵B	去	知	效	召	召喚		z	iu	6				ʦ	iu	32
莊	開	三	魚	上	莊	遇	阻			z	o	2				ʦ	ɔ	35
莊	開	三	魚	上	莊	遇	俎			z	o	2				ʦ	ɔ	35
精	開	一	歌	上	精	果	左			z	o	2				ʦ	ɔ	35
精	開	一	歌	去	精	果	佐			z	o	3				ʦ	ɔ	33
崇	開	三	魚	去	莊	遇	助			z	o	6				ʦ	ɔ	32
從	合	一	歌	上	精	果	坐			z	o	6				ʦ	ɔ	32
從	合	一	歌	去	精	果	座			z	o	6				ʦ	ɔ	32
知	開	三	陽	入	知	宕	著	著衫		z	oek	3				ʦ	œk	3
